"Sample.Depth" "Sources" "Station" "Latitude" "Longitude"
"587" 2658.63 2.205679625 15 49.807 -14.0643
"588" 2042.04 2.02187299 15 49.807 -14.0643
"589" 2295.93 2.02187299 15 49.807 -14.0643
"590" 2549.82 2.02187299 15 49.807 -14.0643
"591" 2114.58 1.838066354 15 49.807 -14.0643
"592" 2223.39 1.470453083 15 49.807 -14.0643
"593" 2187.12 1.286646448 15 49.807 -14.0643
"594" 2803.71 1.102839813 15 49.807 -14.0643
"595" 598 53.37 16 49.0322 -16.1493
"596" 631 51.32 16 49.0322 -16.1493
"597" 700 42.42 16 49.0322 -16.1493
"598" 666 38.32 16 49.0322 -16.1493
"599" 1317 37.29 16 49.0322 -16.1493
"600" 1352 36.27 16 49.0322 -16.1493
"601" 1417 32.16 16 49.0322 -16.1493
"602" 1386 31.82 16 49.0322 -16.1493
"603" 938 28.74 16 49.0322 -16.1493
"604" 1009 28.74 16 49.0322 -16.1493
"605" 974 26.34 16 49.0322 -16.1493
"606" 1652 26 16 49.0322 -16.1493
"607" 1043 25.66 16 49.0322 -16.1493
"608" 1719 25.66 16 49.0322 -16.1493
"609" 1686 22.24 16 49.0322 -16.1493
"610" 2048 15.05 16 49.0322 -16.1493
"611" 1751 14.71 16 49.0322 -16.1493
"612" 2080 12.66 16 49.0322 -16.1493
"613" 2015 11.63 16 49.0322 -16.1493
"614" 2378 10.95 16 49.0322 -16.1493
"615" 2114 8.9 16 49.0322 -16.1493
"616" 2345 6.16 16 49.0322 -16.1493
"617" 2711 5.47 16 49.0322 -16.1493
"618" 2412 4.11 16 49.0322 -16.1493
"619" 2445 4.11 16 49.0322 -16.1493
"620" 2744 4.11 16 49.0322 -16.1493
"621" 2779 3.42 16 49.0322 -16.1493
"622" 3044 3.42 16 49.0322 -16.1493
"623" 3441 2.39 16 49.0322 -16.1493
"624" 3473 2.39 16 49.0322 -16.1493
"625" 3742 2.05 16 49.0322 -16.1493
"626" 3776 2.05 16 49.0322 -16.1493
"627" 3140 1.71 16 49.0322 -16.1493
"628" 3406 1.71 16 49.0322 -16.1493
"629" 2810 1.37 16 49.0322 -16.1493
"630" 3074 1.37 16 49.0322 -16.1493
"631" 3810 1.37 16 49.0322 -16.1493
"632" 3841 1.37 16 49.0322 -16.1493
"633" 4109 1.37 16 49.0322 -16.1493
"634" 4174 1.03 16 49.0322 -16.1493
"635" 4141 0.68 16 49.0322 -16.1493
"636" 4206 0.68 16 49.0322 -16.1493
"637" 4766 0.68 16 49.0322 -16.1493
"638" 4797 0.68 16 49.0322 -16.1493
"639" 4866 0.68 16 49.0322 -16.1493
"640" 3108 0.34 16 49.0322 -16.1493
"641" 3509 0.34 16 49.0322 -16.1493
"642" 4437 0.34 16 49.0322 -16.1493
"643" 4469 0.34 16 49.0322 -16.1493
"644" 4502 0.34 16 49.0322 -16.1493
"645" 4831 0 16 49.0322 -16.1493
"646" 724 28.7 17 48.7772 -16.4845
"647" 858 27.59 17 48.7772 -16.4845
"648" 689 24.24 17 48.7772 -16.4845
"649" 655 23.97 17 48.7772 -16.4845
"650" 823 21.46 17 48.7772 -16.4845
"651" 1185 19.79 17 48.7772 -16.4845
"652" 758 18.95 17 48.7772 -16.4845
"653" 924 17.83 17 48.7772 -16.4845
"654" 1252 17.83 17 48.7772 -16.4845
"655" 1087 17.28 17 48.7772 -16.4845
"656" 1216 17.28 17 48.7772 -16.4845
"657" 556 16.72 17 48.7772 -16.4845
"658" 891 16.72 17 48.7772 -16.4845
"659" 1152 16.72 17 48.7772 -16.4845
"660" 956 16.44 17 48.7772 -16.4845
"661" 1054 16.44 17 48.7772 -16.4845
"662" 1651 16.16 17 48.7772 -16.4845
"663" 1119 15.88 17 48.7772 -16.4845
"664" 790 15.05 17 48.7772 -16.4845
"665" 623 14.49 17 48.7772 -16.4845
"666" 987 14.21 17 48.7772 -16.4845
"667" 1684 14.21 17 48.7772 -16.4845
"668" 1022 13.1 17 48.7772 -16.4845
"669" 1718 12.26 17 48.7772 -16.4845
"670" 1783 11.37 17 48.7772 -16.4845
"671" 588 8.64 17 48.7772 -16.4845
"672" 1749 6.13 17 48.7772 -16.4845
"673" 2343 5.29 17 48.7772 -16.4845
"674" 2375 4.74 17 48.7772 -16.4845
"675" 2408 4.74 17 48.7772 -16.4845
"676" 2472 4.35 17 48.7772 -16.4845
"677" 2441 4.18 17 48.7772 -16.4845
"678" 3060 2.79 17 48.7772 -16.4845
"679" 3844 2.23 17 48.7772 -16.4845
"680" 3093 1.95 17 48.7772 -16.4845
"681" 3811 1.95 17 48.7772 -16.4845
"682" 3160 1.39 17 48.7772 -16.4845
"683" 4424 1.39 17 48.7772 -16.4845
"684" 3877 1.34 17 48.7772 -16.4845
"685" 3125 1.11 17 48.7772 -16.4845
"686" 3192 1 17 48.7772 -16.4845
"687" 4488 0.84 17 48.7772 -16.4845
"688" 3746 0.56 17 48.7772 -16.4845
"689" 3778 0.56 17 48.7772 -16.4845
"690" 4551 0.33 17 48.7772 -16.4845
"691" 4455 0.28 17 48.7772 -16.4845
"692" 4521 0.28 17 48.7772 -16.4845
"693" 580 36.33 18 49.4647 -15.57
"694" 516 31.63 18 49.4647 -15.57
"695" 549 31.42 18 49.4647 -15.57
"696" 709 26.5 18 49.4647 -15.57
"697" 612 25.43 18 49.4647 -15.57
"698" 1224 25.01 18 49.4647 -15.57
"699" 678 24.37 18 49.4647 -15.57
"700" 646 22.23 18 49.4647 -15.57
"701" 741 22.23 18 49.4647 -15.57
"702" 1189 22.23 18 49.4647 -15.57
"703" 1125 21.59 18 49.4647 -15.57
"704" 867 20.73 18 49.4647 -15.57
"705" 1617 20.3 18 49.4647 -15.57
"706" 1649 20.09 18 49.4647 -15.57
"707" 1030 19.66 18 49.4647 -15.57
"708" 1684 19.66 18 49.4647 -15.57
"709" 772 18.59 18 49.4647 -15.57
"710" 1092 18.59 18 49.4647 -15.57
"711" 1158 18.59 18 49.4647 -15.57
"712" 804 17.74 18 49.4647 -15.57
"713" 898 17.53 18 49.4647 -15.57
"714" 834 16.46 18 49.4647 -15.57
"715" 1748 16.16 18 49.4647 -15.57
"716" 963 15.18 18 49.4647 -15.57
"717" 1718 14.96 18 49.4647 -15.57
"718" 995 14.53 18 49.4647 -15.57
"719" 931 13.04 18 49.4647 -15.57
"720" 1063 13.04 18 49.4647 -15.57
"721" 2339 9.4 18 49.4647 -15.57
"722" 2307 7.91 18 49.4647 -15.57
"723" 2405 5.13 18 49.4647 -15.57
"724" 2371 4.49 18 49.4647 -15.57
"725" 2435 3.85 18 49.4647 -15.57
"726" 3059 2.35 18 49.4647 -15.57
"727" 3028 1.92 18 49.4647 -15.57
"728" 3772 1.92 18 49.4647 -15.57
"729" 3157 1.8 18 49.4647 -15.57
"730" 3124 1.71 18 49.4647 -15.57
"731" 3740 1.28 18 49.4647 -15.57
"732" 3803 1.28 18 49.4647 -15.57
"733" 3092 1.07 18 49.4647 -15.57
"734" 3833 1.03 18 49.4647 -15.57
"735" 3707 0.85 18 49.4647 -15.57
"736" 4462 0.64 18 49.4647 -15.57
"737" 4401 0.43 18 49.4647 -15.57
"738" 4432 0.21 18 49.4647 -15.57
"739" 4368 0 18 49.4647 -15.57
"740" 4494 0 18 49.4647 -15.57
"741" 1508 46.69 19 49.7792 -13.6275
"742" 1544 40.16 19 49.7792 -13.6275
"743" 1330 35.93 19 49.7792 -13.6275
"744" 1147 35.54 19 49.7792 -13.6275
"745" 640 35.35 19 49.7792 -13.6275
"746" 1111 34.78 19 49.7792 -13.6275
"747" 1578 34.2 19 49.7792 -13.6275
"748" 1686 34.2 19 49.7792 -13.6275
"749" 1291 34.01 19 49.7792 -13.6275
"750" 1614 33.05 19 49.7792 -13.6275
"751" 1721 32.28 19 49.7792 -13.6275
"752" 604 31.51 19 49.7792 -13.6275
"753" 1437 30.93 19 49.7792 -13.6275
"754" 1218 29.97 19 49.7792 -13.6275
"755" 567 29.59 19 49.7792 -13.6275
"756" 1401 29.01 19 49.7792 -13.6275
"757" 1183 28.63 19 49.7792 -13.6275
"758" 1795 28.24 19 49.7792 -13.6275
"759" 1364 27.86 19 49.7792 -13.6275
"760" 1830 27.86 19 49.7792 -13.6275
"761" 673 27.47 19 49.7792 -13.6275
"762" 1473 27.28 19 49.7792 -13.6275
"763" 1757 26.71 19 49.7792 -13.6275
"764" 928 24.21 19 49.7792 -13.6275
"765" 745 22.67 19 49.7792 -13.6275
"766" 1075 22.67 19 49.7792 -13.6275
"767" 1868 22.67 19 49.7792 -13.6275
"768" 856 22.48 19 49.7792 -13.6275
"769" 1038 21.52 19 49.7792 -13.6275
"770" 708 20.94 19 49.7792 -13.6275
"771" 818 20.75 19 49.7792 -13.6275
"772" 781 20.56 19 49.7792 -13.6275
"773" 1900 20.37 19 49.7792 -13.6275
"774" 963 19.79 19 49.7792 -13.6275
"775" 531 18.83 19 49.7792 -13.6275
"776" 1938 17.29 19 49.7792 -13.6275
"777" 1974 16.52 19 49.7792 -13.6275
"778" 1001 15.18 19 49.7792 -13.6275
"779" 2191 8.45 19 49.7792 -13.6275
"780" 2228 6.92 19 49.7792 -13.6275
"781" 2296 5.76 19 49.7792 -13.6275
"782" 2262 5.19 19 49.7792 -13.6275
"783" 2512 3.46 19 49.7792 -13.6275
"784" 2548 3.07 19 49.7792 -13.6275
"785" 2618 3.07 19 49.7792 -13.6275
"786" 2583 2.88 19 49.7792 -13.6275
"787" 2866 2.69 19 49.7792 -13.6275
"788" 2901 2.11 19 49.7792 -13.6275
"789" 2831 1.73 19 49.7792 -13.6275
