Make,VehicleAge,Passengers,Cause
Other,3,0,NotTire
Other,3,0,NotTire
Other,3,0,NotTire
Other,3,1,NotTire
Other,3,2,NotTire
Ford,3,1,NotTire
Ford,3,1,NotTire
Ford,3,2,NotTire
Ford,3,2,NotTire
Ford,3,0,NotTire
Ford,3,0,NotTire
Ford,3,1,NotTire
Ford,3,1,NotTire
Ford,3,0,NotTire
Ford,3,0,NotTire
Ford,3,1,NotTire
Ford,3,0,NotTire
Ford,3,0,NotTire
Ford,3,1,NotTire
Ford,3,0,NotTire
Ford,3,1,NotTire
Ford,3,0,NotTire
Ford,3,1,NotTire
Ford,3,0,NotTire
Ford,3,3,NotTire
Ford,3,0,NotTire
Ford,3,1,NotTire
Ford,3,1,NotTire
Ford,3,1,NotTire
Ford,3,1,NotTire
Ford,3,0,NotTire
Ford,3,0,NotTire
Ford,3,0,NotTire
Ford,3,1,NotTire
Ford,3,1,NotTire
Ford,3,2,NotTire
Ford,3,1,NotTire
Ford,3,0,NotTire
Ford,3,3,Tire
Ford,3,3,Tire
Ford,3,0,NotTire
Ford,3,0,NotTire
Other,4,1,NotTire
Other,4,0,NotTire
Other,4,1,NotTire
Other,4,0,NotTire
Other,4,2,NotTire
Other,4,0,NotTire
Other,4,0,NotTire
Other,4,0,NotTire
Other,4,0,NotTire
Other,4,0,NotTire
Other,4,2,NotTire
Other,4,1,NotTire
Other,4,1,NotTire
Other,4,0,NotTire
Other,4,0,NotTire
Other,4,0,NotTire
Other,4,1,NotTire
Other,4,1,NotTire
Other,4,0,NotTire
Other,4,0,NotTire
Other,4,0,NotTire
Other,4,1,NotTire
Other,4,0,NotTire
Other,4,0,NotTire
Other,4,0,NotTire
Other,4,0,NotTire
Other,4,1,NotTire
Other,4,1,NotTire
Other,4,0,NotTire
Other,4,1,NotTire
Other,4,1,NotTire
Other,4,0,NotTire
Other,4,0,NotTire
Other,4,4,NotTire
Other,4,2,NotTire
Other,4,2,NotTire
Other,4,0,NotTire
Other,4,0,NotTire
Other,4,3,NotTire
Other,4,0,NotTire
Other,4,0,NotTire
Other,4,1,NotTire
Other,4,0,NotTire
Other,4,1,NotTire
Other,4,1,NotTire
Other,4,1,NotTire
Other,4,0,NotTire
Other,4,0,NotTire
Other,4,0,NotTire
Other,4,1,NotTire
Other,4,1,NotTire
Other,4,0,NotTire
Other,4,1,NotTire
Other,4,0,NotTire
Other,4,1,NotTire
Other,4,0,NotTire
Other,4,0,NotTire
Other,4,0,NotTire
Other,4,1,NotTire
Other,4,0,NotTire
Other,4,0,NotTire
Other,4,0,NotTire
Other,4,0,NotTire
Other,4,0,NotTire
Other,4,0,NotTire
Other,4,0,NotTire
Other,4,0,NotTire
Other,4,0,NotTire
Other,4,1,NotTire
Other,4,0,NotTire
Other,4,2,NotTire
Other,4,3,NotTire
Other,4,0,NotTire
Other,4,0,NotTire
Other,4,4,NotTire
Other,4,4,NotTire
Other,4,1,NotTire
Other,4,1,NotTire
Other,4,0,NotTire
Other,4,0,NotTire
Other,4,3,NotTire
Other,4,0,NotTire
Other,4,1,NotTire
Other,4,0,NotTire
Other,4,5,NotTire
Other,4,3,NotTire
Other,4,1,NotTire
Other,4,1,NotTire
Other,4,2,NotTire
Other,4,0,NotTire
Other,4,2,NotTire
Other,4,4,NotTire
Other,4,0,NotTire
Other,4,2,NotTire
Other,4,0,NotTire
Other,4,0,NotTire
Other,4,1,NotTire
Other,4,1,NotTire
Other,4,0,NotTire
Other,4,0,NotTire
Other,4,0,NotTire
Other,4,2,NotTire
Other,4,6,NotTire
Other,4,0,NotTire
Other,4,3,NotTire
Other,4,0,NotTire
Ford,4,0,NotTire
Ford,4,0,NotTire
Ford,4,0,NotTire
Ford,4,1,NotTire
Ford,4,0,NotTire
Ford,4,3,NotTire
Ford,4,3,NotTire
Ford,4,1,NotTire
Ford,4,0,NotTire
Ford,4,1,NotTire
Ford,4,0,NotTire
Ford,4,0,NotTire
Ford,4,4,NotTire
Ford,4,1,NotTire
Ford,4,3,NotTire
Ford,4,3,NotTire
Ford,4,0,NotTire
Ford,4,0,NotTire
Ford,4,0,NotTire
Ford,4,0,NotTire
Ford,4,1,NotTire
Ford,4,1,NotTire
Ford,4,0,NotTire
Ford,4,2,NotTire
Ford,4,1,NotTire
Ford,4,0,NotTire
Ford,4,0,NotTire
Ford,4,4,NotTire
Ford,4,1,NotTire
Ford,4,3,NotTire
Ford,4,3,NotTire
Ford,4,2,NotTire
Ford,4,0,NotTire
Ford,4,0,NotTire
Ford,4,0,NotTire
Ford,4,1,NotTire
Ford,4,0,NotTire
Ford,4,0,NotTire
Ford,4,1,NotTire
Ford,4,1,NotTire
Ford,4,2,NotTire
Ford,4,1,NotTire
Ford,4,1,NotTire
Ford,4,3,NotTire
Ford,4,1,NotTire
Ford,4,0,NotTire
Ford,4,0,NotTire
Ford,4,0,NotTire
Ford,4,0,NotTire
Ford,4,1,NotTire
Ford,4,1,NotTire
Ford,4,2,NotTire
Ford,4,2,NotTire
Ford,4,3,Tire
Ford,4,3,Tire
Ford,4,3,Tire
Ford,4,3,Tire
Ford,4,1,Tire
Ford,4,1,Tire
Ford,4,6,Tire
Ford,4,4,Tire
Ford,4,1,NotTire
Ford,4,0,NotTire
Other,0,3,NotTire
Other,0,1,NotTire
Other,0,0,NotTire
Other,0,0,NotTire
Other,0,0,NotTire
Other,0,0,NotTire
Other,0,0,NotTire
Other,0,0,NotTire
Other,0,3,NotTire
Other,0,0,NotTire
Other,0,0,NotTire
Ford,0,0,NotTire
Ford,0,1,NotTire
Ford,0,0,NotTire
Other,1,2,NotTire
Other,1,1,NotTire
Other,1,0,NotTire
Other,1,0,NotTire
Other,1,0,NotTire
Other,1,1,NotTire
Other,1,0,NotTire
Other,1,0,NotTire
Other,1,2,NotTire
Other,1,0,NotTire
Other,1,0,NotTire
Other,1,0,NotTire
Other,1,1,NotTire
Other,1,1,NotTire
Other,1,0,NotTire
Other,1,0,NotTire
Other,1,0,NotTire
Other,1,0,NotTire
Other,1,0,NotTire
Other,1,0,NotTire
Other,1,1,NotTire
Other,1,0,NotTire
Other,1,0,NotTire
Other,1,1,NotTire
Other,1,1,NotTire
Other,1,3,NotTire
Other,1,0,NotTire
Other,1,0,NotTire
Other,1,3,NotTire
Other,1,2,NotTire
Other,1,0,NotTire
Other,1,0,NotTire
Other,1,3,NotTire
Other,1,1,NotTire
Other,1,1,NotTire
Other,1,2,NotTire
Other,1,3,NotTire
Other,1,0,NotTire
Other,1,1,NotTire
Other,1,0,NotTire
Other,1,3,NotTire
Other,1,0,NotTire
Other,1,2,NotTire
Other,1,0,NotTire
Other,1,0,NotTire
Other,1,0,NotTire
Other,1,0,NotTire
Other,1,4,NotTire
Other,1,0,NotTire
Other,1,0,NotTire
Other,1,0,NotTire
Other,1,1,NotTire
Other,1,1,NotTire
Other,1,3,NotTire
Other,1,0,NotTire
Other,1,2,NotTire
Other,1,1,NotTire
Other,1,1,NotTire
Other,1,0,NotTire
Other,1,4,NotTire
Other,1,1,NotTire
Other,1,0,NotTire
Other,1,0,NotTire
Other,1,2,NotTire
Other,1,1,NotTire
Other,1,0,NotTire
Other,1,3,NotTire
Other,1,0,NotTire
Other,1,1,NotTire
Other,1,0,NotTire
Other,1,4,NotTire
Other,1,0,NotTire
Other,1,0,NotTire
Other,1,4,NotTire
Other,1,4,NotTire
Other,1,0,NotTire
Other,1,0,NotTire
Other,1,0,NotTire
Other,1,4,NotTire
Other,1,0,NotTire
Other,1,3,NotTire
Other,1,3,NotTire
Other,1,0,NotTire
Other,1,1,NotTire
Other,1,0,NotTire
Other,1,4,NotTire
Other,1,3,NotTire
Other,1,0,NotTire
Other,1,0,NotTire
Other,1,3,NotTire
Other,1,6,NotTire
Other,1,4,NotTire
Other,1,0,NotTire
Other,1,0,NotTire
Other,1,3,NotTire
Other,1,1,NotTire
Other,1,0,NotTire
Other,1,0,NotTire
Other,1,0,NotTire
Other,1,3,NotTire
Other,1,3,NotTire
Other,1,1,NotTire
Other,1,0,NotTire
Other,1,1,NotTire
Ford,1,0,NotTire
Ford,1,1,NotTire
Ford,1,0,NotTire
Ford,1,2,NotTire
Ford,1,0,NotTire
Ford,1,1,NotTire
Ford,1,0,NotTire
Ford,1,0,NotTire
Ford,1,2,NotTire
Ford,1,0,NotTire
Ford,1,2,NotTire
Ford,1,1,NotTire
Ford,1,0,NotTire
Ford,1,2,NotTire
Ford,1,0,NotTire
Ford,1,2,NotTire
Ford,1,0,NotTire
Ford,1,1,NotTire
Ford,1,1,NotTire
Ford,1,1,NotTire
Ford,1,0,NotTire
Ford,1,0,NotTire
Ford,1,1,NotTire
Ford,1,0,NotTire
Ford,1,1,NotTire
Ford,1,2,NotTire
Ford,1,3,NotTire
Ford,1,0,NotTire
Other,2,0,NotTire
Other,2,1,NotTire
Other,2,0,NotTire
Other,2,1,NotTire
Other,2,0,NotTire
Other,2,0,NotTire
Other,2,0,NotTire
Other,2,1,NotTire
Other,2,0,NotTire
Other,2,0,NotTire
Other,2,1,NotTire
Other,2,0,NotTire
Other,2,0,NotTire
Other,2,0,NotTire
Other,2,1,NotTire
Other,2,1,NotTire
Other,2,0,NotTire
Other,2,3,NotTire
Other,2,0,NotTire
Other,2,0,NotTire
Other,2,0,NotTire
Other,2,2,NotTire
Other,2,0,NotTire
Other,2,0,NotTire
Other,2,1,NotTire
Other,2,0,NotTire
Other,2,1,NotTire
Other,2,0,NotTire
Other,2,1,NotTire
Other,2,3,NotTire
Other,2,0,NotTire
Other,2,0,NotTire
Other,2,1,NotTire
Other,2,2,NotTire
Other,2,1,NotTire
Other,2,0,NotTire
Other,2,1,NotTire
Other,2,2,NotTire
Other,2,0,NotTire
Other,2,0,NotTire
Other,2,0,NotTire
Other,2,0,NotTire
Other,2,0,NotTire
Other,2,0,NotTire
Other,2,0,NotTire
Other,2,1,NotTire
Other,2,0,NotTire
Other,2,0,NotTire
Other,2,0,NotTire
Other,2,0,NotTire
Other,2,1,NotTire
Other,2,0,NotTire
Other,2,0,NotTire
Other,2,0,NotTire
Other,2,2,NotTire
Other,2,2,NotTire
Other,2,0,NotTire
Other,2,0,NotTire
Other,2,3,NotTire
Other,2,0,NotTire
Other,2,0,NotTire
Other,2,5,NotTire
Other,2,0,NotTire
Other,2,3,NotTire
Other,2,0,NotTire
Other,2,0,NotTire
Other,2,0,NotTire
Other,2,0,NotTire
Other,2,0,NotTire
Other,2,0,NotTire
Other,2,0,NotTire
Other,2,0,NotTire
Other,2,2,NotTire
Other,2,0,NotTire
Other,2,0,NotTire
Other,2,2,NotTire
Other,2,5,NotTire
Other,2,0,NotTire
Other,2,1,NotTire
Other,2,1,NotTire
Other,2,0,NotTire
Other,2,0,NotTire
Other,2,3,NotTire
Other,2,2,NotTire
Other,2,1,NotTire
Other,2,0,NotTire
Other,2,4,NotTire
Other,2,3,NotTire
Other,2,0,NotTire
Other,2,1,NotTire
Other,2,0,NotTire
Other,2,1,NotTire
Other,2,1,NotTire
Other,2,1,NotTire
Other,2,3,NotTire
Other,2,2,NotTire
Other,2,1,NotTire
Other,2,3,NotTire
Other,2,0,NotTire
Other,2,1,NotTire
Other,2,5,NotTire
Other,2,1,NotTire
Other,2,0,NotTire
Other,2,1,NotTire
Other,2,0,NotTire
Other,2,0,NotTire
Other,2,1,NotTire
Other,2,0,NotTire
Other,2,0,NotTire
Other,2,1,NotTire
Other,2,0,NotTire
Other,2,1,NotTire
Other,2,0,NotTire
Other,2,1,NotTire
Other,2,2,NotTire
Other,2,0,NotTire
Other,2,4,NotTire
Other,2,3,NotTire
Other,2,0,NotTire
Other,2,5,NotTire
Other,2,0,NotTire
Other,2,2,NotTire
Other,2,0,NotTire
Other,2,0,NotTire
Other,2,0,NotTire
Other,2,0,NotTire
Other,2,0,NotTire
Ford,2,0,NotTire
Ford,2,1,NotTire
Ford,2,3,NotTire
Ford,2,0,NotTire
Ford,2,0,NotTire
Ford,2,2,NotTire
Ford,2,0,NotTire
Ford,2,1,NotTire
Ford,2,0,NotTire
Ford,2,0,NotTire
Ford,2,0,NotTire
Ford,2,0,NotTire
Ford,2,1,NotTire
Ford,2,0,NotTire
Ford,2,0,NotTire
Ford,2,0,NotTire
Ford,2,0,NotTire
Ford,2,0,NotTire
Ford,2,0,NotTire
Ford,2,0,NotTire
Ford,2,0,NotTire
Ford,2,1,NotTire
Ford,2,0,NotTire
Ford,2,0,NotTire
Ford,2,3,NotTire
Ford,2,1,NotTire
Ford,2,0,NotTire
Ford,2,3,NotTire
Ford,2,1,NotTire
Ford,2,0,NotTire
Ford,2,0,NotTire
Ford,2,1,NotTire
Other,3,0,NotTire
Other,3,0,NotTire
Other,3,0,NotTire
Other,3,2,NotTire
Other,3,0,NotTire
Other,3,3,NotTire
Other,3,0,NotTire
Other,3,4,NotTire
Other,3,1,NotTire
Other,3,3,NotTire
Other,3,0,NotTire
Other,3,0,NotTire
Other,3,0,NotTire
Other,3,1,NotTire
Other,3,0,NotTire
Other,3,0,NotTire
Other,3,0,NotTire
Other,3,0,NotTire
Other,3,0,NotTire
Other,3,0,NotTire
Other,3,0,NotTire
Other,3,0,NotTire
Other,3,0,NotTire
Other,3,0,NotTire
Other,3,0,NotTire
Other,3,0,NotTire
Other,3,2,NotTire
Other,3,0,NotTire
Other,3,0,NotTire
Other,3,1,NotTire
Other,3,1,NotTire
Other,3,1,NotTire
Other,3,0,NotTire
Other,3,1,NotTire
Other,3,0,Tire
Other,3,2,Tire
Other,3,0,NotTire
Other,3,0,NotTire
Other,3,1,NotTire
Other,3,3,NotTire
Other,3,1,NotTire
Other,3,0,NotTire
Other,3,1,NotTire
Other,3,1,NotTire
Other,3,0,NotTire
Other,3,2,NotTire
Other,3,0,NotTire
Other,3,0,NotTire
Other,3,1,NotTire
Other,3,2,NotTire
Other,3,2,NotTire
Other,3,3,NotTire
Other,3,1,NotTire
Other,3,0,NotTire
Other,3,0,NotTire
Other,3,1,NotTire
Other,3,0,NotTire
Other,3,0,NotTire
Other,3,0,NotTire
Other,3,0,NotTire
Other,3,0,NotTire
Other,3,1,NotTire
Other,3,3,NotTire
Other,3,1,NotTire
Other,3,0,NotTire
Other,3,2,NotTire
Other,3,0,NotTire
Other,3,1,NotTire
Other,3,1,NotTire
Other,3,1,NotTire
Other,3,1,NotTire
Other,3,0,NotTire
Other,3,0,NotTire
Other,3,0,NotTire
Other,3,0,NotTire
Other,3,1,NotTire
Other,3,2,NotTire
Other,3,1,NotTire
Other,3,2,NotTire
Other,3,3,NotTire
Other,3,1,NotTire
Other,3,3,NotTire
Other,3,0,NotTire
Other,3,0,NotTire
Other,3,2,NotTire
Other,3,1,NotTire
Other,3,1,NotTire
Other,3,0,NotTire
Other,3,3,NotTire
Other,3,0,NotTire
Other,3,0,NotTire
Other,3,1,NotTire
Other,3,1,NotTire
Other,3,0,NotTire
Other,3,0,NotTire
Other,3,1,NotTire
Other,3,0,NotTire
Other,3,0,NotTire
Other,3,0,NotTire
Other,3,0,NotTire
Other,3,1,NotTire
Other,3,2,NotTire
Other,3,0,NotTire
Other,3,3,NotTire
Other,3,0,NotTire
Other,3,0,NotTire
Other,3,1,NotTire
Other,3,4,NotTire
Other,3,0,NotTire
Other,3,0,NotTire
Other,3,0,NotTire
Other,3,0,NotTire
Other,3,0,NotTire
Other,3,0,NotTire
Other,3,2,NotTire
Other,3,1,NotTire
Other,3,3,NotTire
Other,3,1,NotTire
Other,3,0,NotTire
Other,3,0,NotTire
Other,3,0,NotTire
Other,3,0,NotTire
Other,3,1,NotTire
Other,3,0,NotTire
Other,3,1,NotTire
Other,3,0,NotTire
Other,3,0,NotTire
Other,3,1,NotTire
Other,3,0,NotTire
Other,3,0,NotTire
Other,3,1,NotTire
Other,3,0,NotTire
Other,3,1,NotTire
Other,3,0,NotTire
Other,3,1,NotTire
Other,3,2,NotTire
Ford,3,0,NotTire
Ford,3,2,NotTire
Ford,3,2,NotTire
Ford,3,0,NotTire
Ford,3,1,NotTire
Ford,3,0,NotTire
Ford,3,0,NotTire
Ford,3,1,NotTire
Ford,3,1,NotTire
Ford,3,1,NotTire
Ford,3,1,NotTire
Ford,3,0,NotTire
Ford,3,1,NotTire
Ford,3,3,NotTire
Ford,3,1,NotTire
Ford,3,0,NotTire
Ford,3,0,NotTire
Ford,3,1,NotTire
Ford,3,0,NotTire
Ford,3,1,NotTire
Ford,3,0,NotTire
Ford,3,1,NotTire
Ford,3,0,NotTire
Ford,3,2,NotTire
Ford,3,0,NotTire
Ford,3,5,NotTire
Ford,3,0,NotTire
Ford,3,0,NotTire
Ford,3,0,NotTire
Ford,3,1,NotTire
Ford,3,4,Tire
Ford,3,4,Tire
Ford,3,4,Tire
Ford,3,0,Tire
Ford,3,2,Tire
Ford,3,0,NotTire
Ford,3,1,NotTire
Ford,3,0,NotTire
Other,0,1,NotTire
Other,0,0,NotTire
Other,0,0,NotTire
Other,0,0,NotTire
Other,0,5,NotTire
Other,0,0,NotTire
Ford,0,0,NotTire
Other,1,1,NotTire
Other,1,1,NotTire
Other,1,1,NotTire
Other,1,4,NotTire
Other,1,0,NotTire
Other,1,1,NotTire
Other,1,1,NotTire
Other,1,0,NotTire
Other,1,0,NotTire
Other,1,1,NotTire
Other,1,0,NotTire
Other,1,0,NotTire
Other,1,0,NotTire
Other,1,0,NotTire
Other,1,0,NotTire
Other,1,1,NotTire
Other,1,0,NotTire
Other,1,0,NotTire
Other,1,1,NotTire
Other,1,0,NotTire
Other,1,1,NotTire
Other,1,1,NotTire
Other,1,3,NotTire
Other,1,0,NotTire
Other,1,1,NotTire
Other,1,0,NotTire
Other,1,0,NotTire
Other,1,1,NotTire
Other,1,2,NotTire
Other,1,0,NotTire
Other,1,1,NotTire
Other,1,1,NotTire
Other,1,1,NotTire
Other,1,2,NotTire
Other,1,0,NotTire
Other,1,4,NotTire
Other,1,1,NotTire
Other,1,0,NotTire
Other,1,2,NotTire
Other,1,0,NotTire
Other,1,1,NotTire
Other,1,2,NotTire
Other,1,0,NotTire
Other,1,1,NotTire
Other,1,0,NotTire
Other,1,2,NotTire
Other,1,2,NotTire
Other,1,0,NotTire
Other,1,3,NotTire
Other,1,1,NotTire
Other,1,0,NotTire
Other,1,2,NotTire
Other,1,0,NotTire
Other,1,2,NotTire
Other,1,0,NotTire
Other,1,0,NotTire
Other,1,1,NotTire
Other,1,0,NotTire
Other,1,4,NotTire
Other,1,1,NotTire
Other,1,0,NotTire
Other,1,1,NotTire
Other,1,2,NotTire
Other,1,2,NotTire
Other,1,3,NotTire
Other,1,0,NotTire
Other,1,1,NotTire
Other,1,0,NotTire
Other,1,1,NotTire
Other,1,1,NotTire
Other,1,1,NotTire
Other,1,0,NotTire
Other,1,2,NotTire
Other,1,3,NotTire
Other,1,2,NotTire
Other,1,0,NotTire
Other,1,0,NotTire
Other,1,0,NotTire
Other,1,1,NotTire
Other,1,1,NotTire
Other,1,3,NotTire
Other,1,0,NotTire
Other,1,0,NotTire
Other,1,3,NotTire
Other,1,0,NotTire
Other,1,3,NotTire
Other,1,0,NotTire
Other,1,0,NotTire
Other,1,1,NotTire
Other,1,5,NotTire
Other,1,2,NotTire
Other,1,0,NotTire
Other,1,1,NotTire
Other,1,0,NotTire
Other,1,1,NotTire
Other,1,4,NotTire
Other,1,0,NotTire
Other,1,0,NotTire
Other,1,4,NotTire
Other,1,0,NotTire
Other,1,0,NotTire
Other,1,3,NotTire
Other,1,0,NotTire
Other,1,0,NotTire
Other,1,3,NotTire
Other,1,1,NotTire
Other,1,0,NotTire
Other,1,0,NotTire
Other,1,0,NotTire
Other,1,0,NotTire
Other,1,6,NotTire
Other,1,1,NotTire
Other,1,0,NotTire
Other,1,0,NotTire
Other,1,2,NotTire
Ford,1,0,NotTire
Ford,1,0,NotTire
Ford,1,1,NotTire
Ford,1,1,NotTire
Ford,1,0,NotTire
Ford,1,2,NotTire
Ford,1,2,NotTire
Ford,1,1,NotTire
Ford,1,1,NotTire
Ford,1,1,NotTire
Ford,1,0,NotTire
Ford,1,1,NotTire
Ford,1,1,NotTire
Ford,1,1,NotTire
Ford,1,0,NotTire
Ford,1,0,NotTire
Ford,1,1,NotTire
Ford,1,0,NotTire
Ford,1,0,NotTire
Ford,1,2,NotTire
Ford,1,0,NotTire
Ford,1,1,NotTire
Ford,1,0,NotTire
Ford,1,1,NotTire
Ford,1,1,NotTire
Ford,1,1,NotTire
Ford,1,1,NotTire
Ford,1,3,NotTire
Ford,1,5,Tire
Ford,1,1,NotTire
Ford,1,1,NotTire
Other,2,0,NotTire
Other,2,1,NotTire
Other,2,1,NotTire
Other,2,1,NotTire
Other,2,1,NotTire
Other,2,1,NotTire
Other,2,2,NotTire
Other,2,1,NotTire
Other,2,0,NotTire
Other,2,3,NotTire
Other,2,2,NotTire
Other,2,0,NotTire
Other,2,0,NotTire
Other,2,0,NotTire
Other,2,0,NotTire
Other,2,1,NotTire
Other,2,0,NotTire
Other,2,0,NotTire
Other,2,3,NotTire
Other,2,0,NotTire
Other,2,2,NotTire
Other,2,4,NotTire
Other,2,1,NotTire
Other,2,0,NotTire
Other,2,0,NotTire
Other,2,0,NotTire
Other,2,2,NotTire
Other,2,0,NotTire
Other,2,0,NotTire
Other,2,0,NotTire
Other,2,1,NotTire
Other,2,0,NotTire
Other,2,0,NotTire
Other,2,0,NotTire
Other,2,0,NotTire
Other,2,1,NotTire
Other,2,0,NotTire
Other,2,0,NotTire
Other,2,3,NotTire
Other,2,0,NotTire
Other,2,1,NotTire
Other,2,0,NotTire
Other,2,1,NotTire
Other,2,0,NotTire
Other,2,3,NotTire
Other,2,2,NotTire
Other,2,1,NotTire
Other,2,3,NotTire
Other,2,0,NotTire
Other,2,0,NotTire
Other,2,2,NotTire
Other,2,1,NotTire
Other,2,1,NotTire
Other,2,0,NotTire
Other,2,1,NotTire
Other,2,0,NotTire
Other,2,2,NotTire
Other,2,1,NotTire
Other,2,0,NotTire
Other,2,1,NotTire
Other,2,0,NotTire
Other,2,1,NotTire
Other,2,1,NotTire
Other,2,0,NotTire
Other,2,0,NotTire
Other,2,1,NotTire
Other,2,3,NotTire
Other,2,0,NotTire
Other,2,0,NotTire
Other,2,0,NotTire
Other,2,0,NotTire
Other,2,1,NotTire
Other,2,0,NotTire
Other,2,0,NotTire
Other,2,0,NotTire
Other,2,0,NotTire
Other,2,0,NotTire
Other,2,1,NotTire
Other,2,0,NotTire
Other,2,1,NotTire
Other,2,0,NotTire
Other,2,2,NotTire
Other,2,3,NotTire
Other,2,0,NotTire
Other,2,3,NotTire
Other,2,0,NotTire
Other,2,2,NotTire
Other,2,4,NotTire
Other,2,1,NotTire
Other,2,1,NotTire
Other,2,0,NotTire
Other,2,2,NotTire
Other,2,0,NotTire
Other,2,2,NotTire
Other,2,0,NotTire
Other,2,3,NotTire
Other,2,0,NotTire
Other,2,1,NotTire
Other,2,0,NotTire
Other,2,4,NotTire
Other,2,2,NotTire
Other,2,2,NotTire
Other,2,0,NotTire
Other,2,3,NotTire
Other,2,0,NotTire
Other,2,0,NotTire
Other,2,0,NotTire
Other,2,0,NotTire
Other,2,1,NotTire
Other,2,3,NotTire
Other,2,4,NotTire
Other,2,0,NotTire
Other,2,0,NotTire
Other,2,2,NotTire
Other,2,4,NotTire
Other,2,1,NotTire
Other,2,1,NotTire
Other,2,0,NotTire
Other,2,2,NotTire
Other,2,0,NotTire
Other,2,1,NotTire
Other,2,2,NotTire
Other,2,0,NotTire
Other,2,1,NotTire
Other,2,0,NotTire
Other,2,0,NotTire
Ford,2,2,NotTire
Ford,2,1,NotTire
Ford,2,1,NotTire
Ford,2,2,NotTire
Ford,2,3,NotTire
Ford,2,1,NotTire
Ford,2,4,NotTire
Ford,2,7,NotTire
Ford,2,0,NotTire
Ford,2,0,NotTire
Ford,2,0,NotTire
Ford,2,0,NotTire
Ford,2,1,NotTire
Ford,2,0,NotTire
Ford,2,2,NotTire
Ford,2,2,NotTire
Ford,2,0,NotTire
Ford,2,4,NotTire
Ford,2,0,NotTire
Ford,2,1,NotTire
Ford,2,0,NotTire
Ford,2,0,NotTire
Ford,2,0,NotTire
Ford,2,1,NotTire
Ford,2,4,NotTire
Ford,2,0,NotTire
Ford,2,9,NotTire
Ford,2,1,NotTire
Ford,2,0,NotTire
Ford,2,0,NotTire
Ford,2,0,NotTire
Ford,2,0,NotTire
Ford,2,0,NotTire
Ford,2,1,NotTire
Ford,2,3,NotTire
Ford,2,1,NotTire
Ford,2,0,NotTire
Ford,2,0,NotTire
Ford,2,3,NotTire
Ford,2,0,NotTire
Ford,2,1,NotTire
Ford,2,4,NotTire
Ford,2,2,NotTire
Ford,2,0,NotTire
Ford,2,1,NotTire
Ford,2,2,Tire
Ford,2,1,NotTire
Ford,2,0,NotTire
Ford,2,1,NotTire
Other,0,1,NotTire
Other,0,3,NotTire
Other,0,4,NotTire
Other,0,0,NotTire
Other,0,0,NotTire
Ford,0,0,NotTire
Ford,0,1,NotTire
Other,1,4,NotTire
Other,1,0,NotTire
Other,1,5,NotTire
Other,1,1,NotTire
Other,1,1,NotTire
Other,1,0,NotTire
Other,1,2,NotTire
Other,1,0,NotTire
Other,1,0,NotTire
Other,1,0,NotTire
Other,1,1,NotTire
Other,1,0,NotTire
Other,1,0,NotTire
Other,1,3,NotTire
Other,1,0,NotTire
Other,1,0,NotTire
Other,1,1,NotTire
Other,1,1,NotTire
Other,1,2,NotTire
Other,1,2,NotTire
Other,1,0,NotTire
Other,1,0,NotTire
Other,1,0,NotTire
Other,1,0,NotTire
Other,1,5,NotTire
Other,1,3,NotTire
Other,1,1,NotTire
Other,1,0,NotTire
Other,1,1,NotTire
Other,1,0,NotTire
Other,1,0,NotTire
Other,1,1,NotTire
Other,1,0,NotTire
Other,1,0,NotTire
Other,1,1,NotTire
Other,1,3,NotTire
Other,1,0,NotTire
Other,1,0,NotTire
Other,1,0,NotTire
Other,1,2,NotTire
Other,1,0,NotTire
Other,1,0,NotTire
Other,1,1,NotTire
Other,1,0,NotTire
Other,1,0,NotTire
Other,1,3,NotTire
Other,1,4,NotTire
Other,1,0,NotTire
Other,1,3,NotTire
Other,1,1,NotTire
Other,1,0,NotTire
Other,1,3,NotTire
Other,1,0,NotTire
Other,1,0,NotTire
Other,1,2,NotTire
Other,1,0,NotTire
Other,1,3,NotTire
Other,1,0,NotTire
Other,1,1,NotTire
Other,1,2,NotTire
Other,1,0,NotTire
Other,1,5,NotTire
Other,1,1,NotTire
Other,1,0,NotTire
Other,1,2,NotTire
Other,1,0,NotTire
Other,1,1,NotTire
Other,1,1,NotTire
Other,1,1,NotTire
Other,1,0,NotTire
Other,1,1,NotTire
Other,1,0,NotTire
Other,1,1,NotTire
Other,1,0,NotTire
Other,1,4,NotTire
Other,1,0,NotTire
Other,1,0,NotTire
Other,1,1,NotTire
Other,1,1,NotTire
Other,1,0,NotTire
Other,1,0,NotTire
Other,1,0,NotTire
Other,1,2,NotTire
Other,1,1,NotTire
Other,1,0,NotTire
Other,1,0,NotTire
Other,1,1,NotTire
Other,1,3,NotTire
Other,1,5,NotTire
Other,1,1,NotTire
Other,1,0,NotTire
Other,1,3,NotTire
Other,1,1,NotTire
Other,1,0,NotTire
Other,1,1,NotTire
Other,1,0,NotTire
Other,1,1,NotTire
Other,1,1,NotTire
Other,1,1,NotTire
Other,1,0,NotTire
Other,1,0,NotTire
Other,1,1,NotTire
Other,1,6,NotTire
Other,1,0,NotTire
Other,1,0,NotTire
Other,1,0,NotTire
Other,1,1,NotTire
Ford,1,1,NotTire
Ford,1,3,NotTire
Ford,1,1,NotTire
Ford,1,1,NotTire
Ford,1,0,NotTire
Ford,1,0,NotTire
Ford,1,0,NotTire
Ford,1,0,NotTire
Ford,1,1,NotTire
Ford,1,7,NotTire
