Region,MetropolitanStatus,Exper,Educ,Race,WeeklyEarnings
West,MetropolitanArea,8,16,NotBlack,652.9
Midwest,MetropolitanArea,11,12,NotBlack,540.12
Northeast,MetropolitanArea,5,12,NotBlack,474.83
Midwest,MetropolitanArea,17,7,Black,370.37
South,MetropolitanArea,19,15,NotBlack,112.23
Northeast,MetropolitanArea,18,11,NotBlack,266.88
Northeast,MetropolitanArea,19,16,NotBlack,1187.08
West,NotMetropolitanArea,29,16,NotBlack,188.6
Northeast,MetropolitanArea,24,16,Black,593.54
Northeast,MetropolitanArea,22,16,NotBlack,1241.69
Northeast,MetropolitanArea,7,15,NotBlack,546.06
Northeast,NotMetropolitanArea,17,12,NotBlack,510.09
Northeast,MetropolitanArea,19,13,NotBlack,474.83
Northeast,MetropolitanArea,27,18,NotBlack,949.67
Northeast,MetropolitanArea,5,14,NotBlack,569.8
Midwest,MetropolitanArea,30,8,Black,442.39
West,MetropolitanArea,3,17,NotBlack,2136.75
Midwest,MetropolitanArea,17,16,NotBlack,617.28
Northeast,MetropolitanArea,23,13,NotBlack,1540.76
South,NotMetropolitanArea,24,8,NotBlack,379.87
West,MetropolitanArea,1,16,NotBlack,641.03
West,NotMetropolitanArea,20,13,NotBlack,939.65
Northeast,MetropolitanArea,26,18,NotBlack,835.71
South,MetropolitanArea,10,14,NotBlack,593.54
West,NotMetropolitanArea,19,12,NotBlack,1388.89
West,MetropolitanArea,22,18,NotBlack,1187.08
West,MetropolitanArea,7,12,NotBlack,370.37
West,MetropolitanArea,31,15,NotBlack,949.67
West,MetropolitanArea,18,16,NotBlack,1187.08
West,MetropolitanArea,9,16,NotBlack,973.41
Midwest,MetropolitanArea,3,18,NotBlack,679.01
Northeast,MetropolitanArea,31,15,NotBlack,1187.08
West,MetropolitanArea,13,18,NotBlack,1155.1
South,MetropolitanArea,3,12,NotBlack,154.32
Midwest,MetropolitanArea,14,16,NotBlack,617.28
Midwest,NotMetropolitanArea,22,12,NotBlack,783.48
West,NotMetropolitanArea,13,12,NotBlack,339.79
West,MetropolitanArea,5,13,NotBlack,396.34
South,MetropolitanArea,41,14,NotBlack,759.73
Northeast,MetropolitanArea,12,13,NotBlack,261.16
Northeast,MetropolitanArea,6,16,NotBlack,1068.38
Northeast,MetropolitanArea,20,18,NotBlack,2519.5
West,MetropolitanArea,13,12,NotBlack,436.85
West,NotMetropolitanArea,16,12,NotBlack,284.9
South,MetropolitanArea,19,12,Black,197.53
Midwest,MetropolitanArea,11,17,NotBlack,1353.28
South,MetropolitanArea,19,16,NotBlack,308.64
Northeast,MetropolitanArea,17,12,NotBlack,902.18
South,NotMetropolitanArea,18,16,NotBlack,308.64
Midwest,MetropolitanArea,33,12,NotBlack,213.68
South,NotMetropolitanArea,38,12,NotBlack,190.63
South,NotMetropolitanArea,11,12,NotBlack,601.21
Midwest,MetropolitanArea,7,17,NotBlack,1283.95
South,MetropolitanArea,18,16,NotBlack,1068.38
South,MetropolitanArea,18,12,NotBlack,744.91
Midwest,NotMetropolitanArea,3,16,NotBlack,641.03
West,NotMetropolitanArea,21,16,NotBlack,1842.36
Midwest,MetropolitanArea,10,12,NotBlack,213.68
West,MetropolitanArea,39,12,NotBlack,664.77
West,MetropolitanArea,51,5,NotBlack,379.87
South,MetropolitanArea,30,17,NotBlack,1067.81
Midwest,MetropolitanArea,22,14,NotBlack,662.39
South,MetropolitanArea,11,8,NotBlack,257.2
South,MetropolitanArea,32,13,NotBlack,918.75
Midwest,MetropolitanArea,24,16,NotBlack,1423.46
Midwest,MetropolitanArea,11,16,NotBlack,320.99
South,MetropolitanArea,9,14,NotBlack,249.29
West,MetropolitanArea,27,12,NotBlack,747.86
Northeast,MetropolitanArea,2,12,NotBlack,419.75
West,NotMetropolitanArea,1,14,NotBlack,474.45
West,MetropolitanArea,18,14,NotBlack,309.85
Midwest,MetropolitanArea,26,2,NotBlack,854.7
West,NotMetropolitanArea,9,11,NotBlack,451.09
South,NotMetropolitanArea,41,16,NotBlack,588.79
Midwest,NotMetropolitanArea,8,18,NotBlack,514.91
Midwest,NotMetropolitanArea,16,16,NotBlack,356.13
Midwest,MetropolitanArea,23,12,NotBlack,1031.65
Northeast,MetropolitanArea,21,16,NotBlack,854.7
Midwest,MetropolitanArea,22,8,NotBlack,257.2
Midwest,MetropolitanArea,9,16,Black,571.18
Midwest,MetropolitanArea,38,7,NotBlack,484.14
South,MetropolitanArea,37,14,NotBlack,766.46
Northeast,MetropolitanArea,6,14,NotBlack,617.28
Midwest,MetropolitanArea,14,17,NotBlack,997.15
Northeast,MetropolitanArea,26,16,Black,370.37
Northeast,MetropolitanArea,18,12,NotBlack,261.16
South,MetropolitanArea,6,14,NotBlack,522.32
South,NotMetropolitanArea,15,12,NotBlack,474.83
Northeast,MetropolitanArea,23,12,Black,284.9
West,NotMetropolitanArea,5,12,NotBlack,379.87
South,MetropolitanArea,9,13,Black,830.96
South,MetropolitanArea,14,12,NotBlack,664.77
Midwest,MetropolitanArea,21,15,NotBlack,759.73
West,MetropolitanArea,4,10,NotBlack,189.93
West,MetropolitanArea,15,15,NotBlack,666.67
Northeast,MetropolitanArea,37,14,NotBlack,701.23
South,MetropolitanArea,14,14,NotBlack,712.25
Midwest,MetropolitanArea,3,12,NotBlack,1424.5
Midwest,MetropolitanArea,12,14,NotBlack,902.18
Northeast,NotMetropolitanArea,26,10,NotBlack,522.32
Midwest,NotMetropolitanArea,31,12,NotBlack,1187.08
South,MetropolitanArea,19,12,NotBlack,997.15
West,MetropolitanArea,25,14,NotBlack,759.73
South,MetropolitanArea,12,16,NotBlack,216.05
West,NotMetropolitanArea,46,12,NotBlack,182.02
South,MetropolitanArea,11,14,NotBlack,546.06
South,MetropolitanArea,31,11,Black,356.13
Midwest,MetropolitanArea,9,14,NotBlack,705.47
Northeast,MetropolitanArea,20,12,NotBlack,301.04
Northeast,MetropolitanArea,11,17,NotBlack,1258.31
South,MetropolitanArea,41,12,NotBlack,791.39
West,MetropolitanArea,36,9,NotBlack,403.61
South,MetropolitanArea,10,13,NotBlack,631.78
South,MetropolitanArea,7,14,Black,308.64
Midwest,NotMetropolitanArea,12,12,NotBlack,316
South,MetropolitanArea,9,16,NotBlack,329.22
Northeast,MetropolitanArea,32,8,NotBlack,296.3
South,MetropolitanArea,11,16,NotBlack,522.32
Northeast,MetropolitanArea,52,12,NotBlack,949.67
West,NotMetropolitanArea,50,12,NotBlack,85.47
South,MetropolitanArea,14,14,NotBlack,712.25
Midwest,MetropolitanArea,29,12,NotBlack,664.77
West,NotMetropolitanArea,7,14,NotBlack,341.88
South,MetropolitanArea,7,17,NotBlack,261.16
Midwest,MetropolitanArea,26,12,NotBlack,481.96
West,NotMetropolitanArea,13,16,NotBlack,1258.31
South,MetropolitanArea,8,12,Black,296.77
Midwest,MetropolitanArea,36,10,NotBlack,949.67
West,MetropolitanArea,20,6,NotBlack,237.42
South,NotMetropolitanArea,14,13,NotBlack,313.58
South,MetropolitanArea,20,8,NotBlack,284.9
South,MetropolitanArea,5,17,Black,712.25
South,MetropolitanArea,4,16,NotBlack,522.32
Midwest,MetropolitanArea,16,12,NotBlack,469.14
Northeast,MetropolitanArea,15,12,NotBlack,395.06
West,MetropolitanArea,11,12,NotBlack,261.16
West,MetropolitanArea,39,18,NotBlack,2374.15
Midwest,MetropolitanArea,13,16,NotBlack,756.62
Midwest,MetropolitanArea,14,14,Black,712.25
South,NotMetropolitanArea,22,12,NotBlack,1234.57
Midwest,NotMetropolitanArea,12,13,NotBlack,110.3
West,NotMetropolitanArea,13,12,NotBlack,323.69
Midwest,MetropolitanArea,12,16,NotBlack,358.02
Northeast,MetropolitanArea,5,12,NotBlack,261.16
West,MetropolitanArea,4,13,NotBlack,439.22
South,MetropolitanArea,11,12,NotBlack,334.36
South,MetropolitanArea,13,12,NotBlack,474.15
South,MetropolitanArea,14,15,NotBlack,1044.63
Northeast,MetropolitanArea,11,10,Black,949.67
South,NotMetropolitanArea,20,18,NotBlack,638.94
Midwest,MetropolitanArea,20,12,NotBlack,830.96
South,MetropolitanArea,25,16,NotBlack,536.87
South,MetropolitanArea,4,16,NotBlack,370.37
Midwest,MetropolitanArea,13,14,NotBlack,973.41
South,MetropolitanArea,34,9,NotBlack,593.54
South,MetropolitanArea,7,16,NotBlack,2112.48
Midwest,MetropolitanArea,8,16,NotBlack,819.09
Northeast,MetropolitanArea,7,14,NotBlack,688.51
Midwest,MetropolitanArea,21,12,NotBlack,474.83
West,MetropolitanArea,16,18,Black,1424.5
South,NotMetropolitanArea,14,12,NotBlack,356.13
Northeast,MetropolitanArea,39,18,NotBlack,2374.15
South,NotMetropolitanArea,21,13,NotBlack,551.62
West,MetropolitanArea,18,12,NotBlack,356.13
Northeast,MetropolitanArea,20,15,NotBlack,925.93
Midwest,NotMetropolitanArea,0,12,NotBlack,237.42
Midwest,NotMetropolitanArea,9,12,NotBlack,622.03
Northeast,MetropolitanArea,17,12,NotBlack,123.46
Midwest,MetropolitanArea,20,14,NotBlack,1187.08
Midwest,MetropolitanArea,22,12,Black,275.4
Northeast,MetropolitanArea,20,9,NotBlack,377.49
Midwest,NotMetropolitanArea,26,10,NotBlack,527.83
Northeast,MetropolitanArea,18,13,NotBlack,1163.34
South,NotMetropolitanArea,21,12,NotBlack,546.06
Northeast,MetropolitanArea,43,10,NotBlack,525.43
West,MetropolitanArea,9,14,NotBlack,830.96
Midwest,MetropolitanArea,33,9,NotBlack,261.16
Midwest,MetropolitanArea,13,13,NotBlack,913.58
South,MetropolitanArea,7,18,NotBlack,510.45
Midwest,MetropolitanArea,17,16,NotBlack,1219.51
South,MetropolitanArea,36,16,NotBlack,1305.79
Midwest,MetropolitanArea,24,12,NotBlack,688.51
South,MetropolitanArea,16,18,NotBlack,918.8
Northeast,MetropolitanArea,12,16,NotBlack,308.64
West,NotMetropolitanArea,46,9,NotBlack,495.94
West,NotMetropolitanArea,54,3,NotBlack,241.98
Northeast,MetropolitanArea,25,14,NotBlack,759.73
South,NotMetropolitanArea,30,5,NotBlack,387.23
Midwest,MetropolitanArea,2,12,NotBlack,253.88
West,MetropolitanArea,1,16,NotBlack,641.03
Midwest,NotMetropolitanArea,9,16,NotBlack,878.44
Northeast,MetropolitanArea,13,16,NotBlack,1139.6
West,MetropolitanArea,15,12,NotBlack,345.68
South,MetropolitanArea,24,12,NotBlack,593.54
West,MetropolitanArea,12,12,NotBlack,617.28
Northeast,MetropolitanArea,26,12,Black,339.51
West,MetropolitanArea,19,6,NotBlack,284.9
Northeast,MetropolitanArea,15,14,NotBlack,676.64
Midwest,NotMetropolitanArea,8,12,NotBlack,231.48
South,MetropolitanArea,9,12,NotBlack,474.83
South,MetropolitanArea,42,4,NotBlack,209.88
Midwest,MetropolitanArea,24,12,NotBlack,451.09
South,MetropolitanArea,24,12,NotBlack,949.67
South,MetropolitanArea,38,12,NotBlack,925.93
West,NotMetropolitanArea,2,18,NotBlack,221.37
South,MetropolitanArea,17,12,Black,712.25
West,MetropolitanArea,3,16,NotBlack,740.74
West,MetropolitanArea,14,13,NotBlack,641.03
Midwest,NotMetropolitanArea,5,12,NotBlack,522.32
South,MetropolitanArea,5,12,NotBlack,189.93
Northeast,NotMetropolitanArea,6,12,NotBlack,289.65
South,MetropolitanArea,20,16,NotBlack,712.25
Midwest,MetropolitanArea,32,15,NotBlack,997.15
South,NotMetropolitanArea,10,12,NotBlack,823.05
South,MetropolitanArea,12,12,NotBlack,498.58
South,MetropolitanArea,34,12,NotBlack,296.77
South,MetropolitanArea,0,16,Black,452.67
South,MetropolitanArea,7,12,NotBlack,534.19
South,MetropolitanArea,15,2,NotBlack,246.91
South,MetropolitanArea,6,18,NotBlack,716.05
South,MetropolitanArea,1,12,NotBlack,717.5
West,MetropolitanArea,26,14,NotBlack,771.6
South,MetropolitanArea,36,11,NotBlack,743.51
South,MetropolitanArea,39,12,NotBlack,448.93
Midwest,MetropolitanArea,20,18,NotBlack,1068.38
South,MetropolitanArea,19,18,NotBlack,902.18
Midwest,NotMetropolitanArea,6,12,NotBlack,284.9
South,NotMetropolitanArea,11,12,NotBlack,415.48
South,MetropolitanArea,41,8,NotBlack,524.69
Midwest,MetropolitanArea,0,18,NotBlack,465.8
South,MetropolitanArea,29,13,NotBlack,830.96
West,MetropolitanArea,20,16,NotBlack,2374.15
South,MetropolitanArea,29,1,NotBlack,1194.93
Northeast,MetropolitanArea,9,18,NotBlack,593.54
Northeast,MetropolitanArea,31,5,Black,209.88
Northeast,MetropolitanArea,39,11,NotBlack,745.01
South,NotMetropolitanArea,23,8,NotBlack,71.23
Northeast,MetropolitanArea,5,16,NotBlack,474.83
South,MetropolitanArea,32,12,NotBlack,268.71
Midwest,NotMetropolitanArea,13,12,NotBlack,569.8
Northeast,MetropolitanArea,13,16,NotBlack,692.81
Northeast,NotMetropolitanArea,12,12,NotBlack,617.28
Northeast,NotMetropolitanArea,12,16,NotBlack,546.06
Midwest,MetropolitanArea,17,10,Black,246.91
West,MetropolitanArea,10,12,NotBlack,352.73
West,MetropolitanArea,23,13,NotBlack,370.37
South,MetropolitanArea,16,11,Black,546.06
Midwest,NotMetropolitanArea,33,12,NotBlack,469.21
West,MetropolitanArea,7,14,NotBlack,271.12
Northeast,MetropolitanArea,19,18,NotBlack,1068.38
Midwest,NotMetropolitanArea,37,12,NotBlack,308.64
West,MetropolitanArea,19,12,NotBlack,697.17
South,MetropolitanArea,14,8,NotBlack,261.44
Northeast,MetropolitanArea,26,12,NotBlack,451.09
West,MetropolitanArea,6,14,NotBlack,688.51
West,MetropolitanArea,2,12,NotBlack,493.83
West,MetropolitanArea,41,18,NotBlack,1115.86
Northeast,NotMetropolitanArea,18,13,NotBlack,740.74
Northeast,NotMetropolitanArea,3,15,NotBlack,373.96
Northeast,MetropolitanArea,50,8,NotBlack,326.31
West,NotMetropolitanArea,11,7,NotBlack,189.93
West,MetropolitanArea,6,12,NotBlack,284.9
West,MetropolitanArea,34,12,NotBlack,589.03
South,MetropolitanArea,41,8,NotBlack,320.99
Northeast,MetropolitanArea,7,9,Black,259.26
Midwest,MetropolitanArea,15,16,NotBlack,351.38
West,MetropolitanArea,23,16,NotBlack,522.32
Midwest,NotMetropolitanArea,27,12,NotBlack,284.9
Northeast,MetropolitanArea,24,12,NotBlack,830.96
South,NotMetropolitanArea,10,12,NotBlack,101.16
Northeast,MetropolitanArea,28,12,NotBlack,759.73
South,MetropolitanArea,3,14,NotBlack,98.77
South,NotMetropolitanArea,36,10,Black,284.9
West,MetropolitanArea,25,6,NotBlack,332.38
Midwest,MetropolitanArea,8,12,NotBlack,279.84
Midwest,MetropolitanArea,36,14,NotBlack,928.3
Midwest,MetropolitanArea,33,12,NotBlack,534.19
Midwest,NotMetropolitanArea,5,14,NotBlack,415.48
South,MetropolitanArea,28,18,NotBlack,1305.79
Northeast,MetropolitanArea,13,18,NotBlack,712.25
Northeast,MetropolitanArea,37,9,NotBlack,322.89
South,MetropolitanArea,10,16,NotBlack,288.07
West,NotMetropolitanArea,27,14,NotBlack,949.67
West,MetropolitanArea,1,16,NotBlack,427.35
West,MetropolitanArea,46,14,NotBlack,807.22
Northeast,MetropolitanArea,22,12,NotBlack,652.9
West,MetropolitanArea,12,18,NotBlack,2041.79
West,MetropolitanArea,16,11,NotBlack,649.81
South,MetropolitanArea,26,13,NotBlack,712.25
South,MetropolitanArea,22,12,Black,356.13
South,NotMetropolitanArea,39,5,NotBlack,593.54
Northeast,MetropolitanArea,19,12,Black,937.8
West,MetropolitanArea,3,12,NotBlack,189.93
Northeast,NotMetropolitanArea,15,12,NotBlack,543.21
West,NotMetropolitanArea,23,12,NotBlack,940.17
West,MetropolitanArea,33,12,NotBlack,334.36
Midwest,MetropolitanArea,10,14,NotBlack,802.47
West,MetropolitanArea,26,18,NotBlack,2018.04
South,MetropolitanArea,2,15,NotBlack,313.39
South,MetropolitanArea,54,5,NotBlack,498.58
Midwest,MetropolitanArea,40,12,NotBlack,1139.6
Midwest,MetropolitanArea,29,12,NotBlack,830.96
Northeast,NotMetropolitanArea,14,9,NotBlack,688.51
Midwest,NotMetropolitanArea,18,12,NotBlack,712.25
Midwest,MetropolitanArea,18,12,NotBlack,481.96
West,MetropolitanArea,27,12,NotBlack,830.96
Midwest,NotMetropolitanArea,10,12,NotBlack,353.58
Midwest,MetropolitanArea,3,12,NotBlack,249.78
Midwest,MetropolitanArea,16,18,NotBlack,925.93
Midwest,MetropolitanArea,32,11,Black,664.77
Midwest,NotMetropolitanArea,33,18,NotBlack,997.15
South,MetropolitanArea,37,10,NotBlack,431.53
Midwest,MetropolitanArea,28,12,NotBlack,382.41
Midwest,MetropolitanArea,29,17,NotBlack,522.32
Midwest,NotMetropolitanArea,10,12,NotBlack,206.87
Midwest,MetropolitanArea,10,12,Black,474.83
Midwest,NotMetropolitanArea,13,12,NotBlack,669.52
Northeast,MetropolitanArea,30,12,NotBlack,546.06
Northeast,MetropolitanArea,8,13,NotBlack,664.77
Midwest,NotMetropolitanArea,8,14,NotBlack,204.18
Midwest,NotMetropolitanArea,4,12,NotBlack,181.07
Northeast,MetropolitanArea,21,14,NotBlack,1153.85
Northeast,MetropolitanArea,25,10,NotBlack,213.68
West,MetropolitanArea,38,11,NotBlack,807.22
Northeast,MetropolitanArea,13,12,NotBlack,795.35
South,MetropolitanArea,19,14,NotBlack,854.7
Northeast,MetropolitanArea,14,18,NotBlack,1424.5
West,MetropolitanArea,13,16,NotBlack,1092.12
Midwest,MetropolitanArea,19,11,NotBlack,411.32
South,MetropolitanArea,29,12,NotBlack,949.67
South,MetropolitanArea,23,12,NotBlack,807.22
West,NotMetropolitanArea,20,14,NotBlack,712.25
West,MetropolitanArea,36,14,NotBlack,10288
Northeast,MetropolitanArea,9,10,Black,617.28
West,NotMetropolitanArea,6,18,NotBlack,434.47
South,MetropolitanArea,35,12,NotBlack,284.9
Northeast,MetropolitanArea,12,12,NotBlack,830.96
Midwest,MetropolitanArea,7,12,Black,949.67
Midwest,MetropolitanArea,38,14,NotBlack,641.03
Midwest,MetropolitanArea,0,13,NotBlack,261.16
Northeast,MetropolitanArea,4,13,NotBlack,427.35
West,MetropolitanArea,10,12,NotBlack,546.06
South,NotMetropolitanArea,4,12,NotBlack,159.26
South,MetropolitanArea,4,12,NotBlack,284.9
South,MetropolitanArea,37,8,NotBlack,664.77
Northeast,MetropolitanArea,17,18,NotBlack,1115.86
South,MetropolitanArea,3,16,Black,419.75
Northeast,MetropolitanArea,17,18,NotBlack,830.96
South,NotMetropolitanArea,6,14,NotBlack,396.21
West,MetropolitanArea,6,12,NotBlack,209.4
Northeast,MetropolitanArea,17,17,NotBlack,266.62
Midwest,MetropolitanArea,42,12,NotBlack,1151.01
South,MetropolitanArea,27,15,NotBlack,1044.63
West,MetropolitanArea,3,16,NotBlack,676.64
Northeast,MetropolitanArea,12,18,NotBlack,546.06
Midwest,MetropolitanArea,2,13,NotBlack,332.38
Midwest,NotMetropolitanArea,21,12,NotBlack,403.61
Northeast,MetropolitanArea,12,16,NotBlack,593.54
Midwest,MetropolitanArea,19,12,Black,522.32
Northeast,MetropolitanArea,4,12,NotBlack,237.42
South,MetropolitanArea,19,14,Black,468.28
West,MetropolitanArea,33,13,NotBlack,1234.57
Midwest,NotMetropolitanArea,17,12,NotBlack,664.77
South,MetropolitanArea,11,16,NotBlack,997.15
West,MetropolitanArea,20,18,NotBlack,1187.08
Midwest,NotMetropolitanArea,27,8,NotBlack,148.15
Midwest,MetropolitanArea,5,12,NotBlack,284.9
West,MetropolitanArea,30,6,NotBlack,664.77
Midwest,MetropolitanArea,23,12,NotBlack,223.17
Northeast,MetropolitanArea,16,16,NotBlack,1305.79
Midwest,NotMetropolitanArea,33,12,NotBlack,427.35
Northeast,MetropolitanArea,10,15,NotBlack,1044.63
Midwest,MetropolitanArea,32,12,NotBlack,664.77
West,MetropolitanArea,8,12,NotBlack,617.28
West,MetropolitanArea,27,11,NotBlack,538.14
South,NotMetropolitanArea,33,7,NotBlack,474.83
West,MetropolitanArea,12,14,Black,61.73
Northeast,MetropolitanArea,51,8,NotBlack,459.72
Midwest,MetropolitanArea,22,12,NotBlack,522.32
South,MetropolitanArea,28,12,NotBlack,1018.52
West,MetropolitanArea,10,14,NotBlack,830.96
Northeast,MetropolitanArea,7,14,NotBlack,315.82
South,MetropolitanArea,19,12,Black,237.42
Northeast,MetropolitanArea,22,12,NotBlack,641.03
Midwest,NotMetropolitanArea,12,17,NotBlack,178.38
Midwest,MetropolitanArea,0,16,NotBlack,178.7
West,NotMetropolitanArea,10,12,NotBlack,529.1
South,NotMetropolitanArea,3,12,NotBlack,284.9
West,MetropolitanArea,2,18,NotBlack,700.38
Midwest,MetropolitanArea,25,12,NotBlack,665.76
Midwest,NotMetropolitanArea,18,12,NotBlack,74.79
South,MetropolitanArea,15,12,NotBlack,641.03
Northeast,MetropolitanArea,13,14,NotBlack,691.36
Midwest,MetropolitanArea,22,13,NotBlack,606.91
West,MetropolitanArea,18,12,Black,949.67
Northeast,MetropolitanArea,11,14,NotBlack,666.67
Northeast,MetropolitanArea,17,12,NotBlack,481.48
West,NotMetropolitanArea,2,12,NotBlack,474.83
South,MetropolitanArea,8,14,NotBlack,244.39
Midwest,NotMetropolitanArea,5,12,NotBlack,307.69
Midwest,NotMetropolitanArea,8,12,NotBlack,226.34
West,MetropolitanArea,2,14,NotBlack,153.09
South,NotMetropolitanArea,18,15,NotBlack,813.69
South,NotMetropolitanArea,33,18,Black,1068.38
Midwest,MetropolitanArea,11,15,NotBlack,962.96
South,MetropolitanArea,23,16,NotBlack,844.02
Midwest,MetropolitanArea,38,12,NotBlack,696.42
South,NotMetropolitanArea,11,12,NotBlack,641.03
South,NotMetropolitanArea,1,14,NotBlack,161.75
West,MetropolitanArea,40,12,NotBlack,617.28
West,MetropolitanArea,15,12,NotBlack,735.99
Northeast,MetropolitanArea,20,12,Black,522.32
Northeast,MetropolitanArea,30,12,NotBlack,477.21
South,MetropolitanArea,10,12,Black,237.42
Midwest,NotMetropolitanArea,10,13,NotBlack,493.83
South,MetropolitanArea,25,16,NotBlack,820.75
West,MetropolitanArea,29,3,NotBlack,257.08
Midwest,MetropolitanArea,5,13,NotBlack,546.06
South,NotMetropolitanArea,13,12,Black,617.28
West,MetropolitanArea,0,12,NotBlack,360.08
South,MetropolitanArea,31,8,NotBlack,1563.79
Midwest,MetropolitanArea,29,17,NotBlack,866.57
Midwest,NotMetropolitanArea,42,12,NotBlack,194.68
West,NotMetropolitanArea,7,11,NotBlack,337.13
Midwest,MetropolitanArea,18,12,NotBlack,296.77
South,MetropolitanArea,12,16,NotBlack,1020.89
South,MetropolitanArea,18,12,NotBlack,688.51
South,NotMetropolitanArea,3,12,NotBlack,237.42
South,MetropolitanArea,12,16,NotBlack,1344.78
South,NotMetropolitanArea,11,9,NotBlack,282.92
Northeast,NotMetropolitanArea,11,12,NotBlack,427.35
South,MetropolitanArea,31,13,NotBlack,902.18
South,MetropolitanArea,32,12,NotBlack,593.54
Midwest,MetropolitanArea,11,14,Black,712.25
Midwest,MetropolitanArea,18,12,NotBlack,830.96
South,NotMetropolitanArea,25,14,NotBlack,830.96
Northeast,MetropolitanArea,39,12,NotBlack,735.99
Northeast,MetropolitanArea,7,11,NotBlack,307.43
South,MetropolitanArea,29,13,NotBlack,1210.83
West,MetropolitanArea,5,12,NotBlack,514.4
Midwest,MetropolitanArea,11,7,NotBlack,130.58
Northeast,NotMetropolitanArea,44,10,NotBlack,440.95
Northeast,MetropolitanArea,41,8,NotBlack,679.01
Northeast,MetropolitanArea,54,6,NotBlack,1424.5
South,MetropolitanArea,35,12,NotBlack,498.58
South,NotMetropolitanArea,15,13,NotBlack,961.54
West,MetropolitanArea,6,13,NotBlack,349.79
South,MetropolitanArea,2,12,Black,209.19
Northeast,MetropolitanArea,49,12,NotBlack,830.96
Northeast,MetropolitanArea,5,16,NotBlack,593.54
South,NotMetropolitanArea,33,6,NotBlack,142.45
West,MetropolitanArea,12,15,NotBlack,759.73
South,MetropolitanArea,15,9,NotBlack,474.83
South,MetropolitanArea,11,12,NotBlack,261.16
Northeast,MetropolitanArea,5,16,NotBlack,641.03
South,MetropolitanArea,0,13,NotBlack,183.18
West,NotMetropolitanArea,16,17,NotBlack,543.21
Midwest,MetropolitanArea,45,12,NotBlack,949.67
Midwest,MetropolitanArea,40,12,NotBlack,783.48
South,MetropolitanArea,20,18,NotBlack,1377.02
South,NotMetropolitanArea,14,12,NotBlack,569.8
West,MetropolitanArea,39,12,NotBlack,712.25
South,NotMetropolitanArea,33,12,NotBlack,537.75
South,MetropolitanArea,32,9,NotBlack,474.83
South,MetropolitanArea,33,16,NotBlack,854.7
Midwest,MetropolitanArea,32,12,NotBlack,830.96
West,MetropolitanArea,36,18,NotBlack,1353.28
West,MetropolitanArea,9,16,NotBlack,901
Midwest,MetropolitanArea,24,9,NotBlack,427.35
West,MetropolitanArea,24,12,NotBlack,949.67
Midwest,MetropolitanArea,5,12,NotBlack,235.42
Midwest,NotMetropolitanArea,17,12,NotBlack,807.22
West,MetropolitanArea,13,16,NotBlack,316.56
South,MetropolitanArea,14,12,NotBlack,679.01
Midwest,MetropolitanArea,23,12,NotBlack,546.06
Northeast,NotMetropolitanArea,18,13,NotBlack,747.86
Midwest,MetropolitanArea,37,12,NotBlack,664.77
Midwest,MetropolitanArea,13,12,NotBlack,593.54
South,MetropolitanArea,2,18,NotBlack,261.16
South,MetropolitanArea,10,12,NotBlack,293.21
South,MetropolitanArea,12,13,NotBlack,474.83
West,MetropolitanArea,32,17,NotBlack,997.15
South,MetropolitanArea,25,12,NotBlack,740.74
South,MetropolitanArea,12,12,NotBlack,830.96
West,NotMetropolitanArea,10,14,NotBlack,690.88
West,MetropolitanArea,16,13,NotBlack,593.54
West,MetropolitanArea,32,13,NotBlack,688.51
West,MetropolitanArea,37,12,NotBlack,1899.34
South,MetropolitanArea,6,12,NotBlack,543.21
Midwest,NotMetropolitanArea,24,12,NotBlack,1122.33
South,MetropolitanArea,4,16,NotBlack,641.03
West,MetropolitanArea,25,14,NotBlack,830.96
Northeast,MetropolitanArea,13,12,NotBlack,712.25
South,NotMetropolitanArea,25,12,NotBlack,712.25
Midwest,MetropolitanArea,38,8,NotBlack,593.54
West,MetropolitanArea,5,16,NotBlack,293.83
South,NotMetropolitanArea,4,12,NotBlack,336.75
South,MetropolitanArea,25,18,NotBlack,1187.08
Midwest,MetropolitanArea,42,12,NotBlack,1291.99
Midwest,MetropolitanArea,24,12,NotBlack,451.09
Northeast,MetropolitanArea,8,13,NotBlack,569.8
Northeast,NotMetropolitanArea,2,12,NotBlack,308.64
West,NotMetropolitanArea,15,15,NotBlack,854.7
South,MetropolitanArea,42,12,NotBlack,411.02
West,MetropolitanArea,14,17,NotBlack,813.69
West,MetropolitanArea,10,14,NotBlack,546.06
South,MetropolitanArea,4,18,Black,648.15
Midwest,MetropolitanArea,13,12,NotBlack,783.48
Midwest,MetropolitanArea,16,10,NotBlack,197.53
Northeast,MetropolitanArea,29,8,NotBlack,403.61
West,MetropolitanArea,3,14,NotBlack,284.9
South,MetropolitanArea,17,17,NotBlack,163.58
South,NotMetropolitanArea,0,12,NotBlack,204.49
West,MetropolitanArea,13,12,NotBlack,360.08
Northeast,MetropolitanArea,23,12,NotBlack,404.02
Northeast,MetropolitanArea,35,12,NotBlack,819.52
Midwest,MetropolitanArea,15,17,NotBlack,1198.26
Northeast,MetropolitanArea,26,18,NotBlack,1329.53
West,MetropolitanArea,0,18,NotBlack,284.9
West,NotMetropolitanArea,24,16,NotBlack,1187.08
South,NotMetropolitanArea,20,16,NotBlack,154.32
Northeast,MetropolitanArea,1,12,NotBlack,1471.89
