Subject,Gender,AFQT,Educ,Income2005
2470,male,67.455,12,46500
2471,female,38.305,12,20000
2473,female,97.301,12,42000
2474,female,84.254,14,10574
2475,male,74.784,12,56000
2477,male,75.661,15,33000
2478,female,37.129,12,20376
2479,male,69.480,12,25000
2483,female,21.622,12,29000
2485,female,25.739,11,18000
2489,male,57.850,13,30000
2494,male,79.940,16,72000
2523,female,90.558,14,48000
2526,male,58.333,17,80000
2527,male,9.203,12,60000
2528,female,13.091,12,6000
2529,female,28.439,12,5000
2530,female,18.716,12,27000
2535,male,24.830,12,41000
2537,male,35.987,12,13100
2539,male,29.224,12,38000
2540,male,30.170,12,25000
2541,male,98.399,12,70000
2542,female,62.877,13,12800
2544,female,38.630,16,98000
2545,male,75.455,16,103000
2547,male,42.818,12,52000
2549,female,92.726,18,38000
2550,male,65.344,16,36660
2551,female,99.523,16,39500
2552,female,86.171,16,33500
2553,male,72.096,12,39800
2556,female,70.610,12,19000
2557,male,93.207,16,96000
2558,female,74.219,19,61000
2559,female,71.891,14,49000
2564,female,30.568,12,16000
2565,female,97.161,16,44000
2566,female,74.666,14,32000
2568,male,76.751,14,25000
2569,female,88.401,18,24000
2570,female,75.897,16,15300
2572,male,66.774,16,70500
2574,male,37.594,12,32000
2578,male,7.222,12,22000
2579,male,98.327,12,26350
2582,male,20.223,12,34000
2584,male,10.007,12,44000
2585,female,51.366,13,56000
2587,male,6.212,7,25500
2588,female,97.318,18,70000
2589,male,94.663,20,125000
2590,female,87.121,16,60000
2591,female,66.724,12,34000
2592,female,43.541,12,22800
2594,male,34.866,12,62000
2602,male,73.986,13,37000
2603,female,86.396,19,41000
2606,female,78.782,16,51000
2607,female,90.608,16,35000
2610,male,81.963,12,25000
2613,male,75.030,13,40000
2614,male,23.741,12,50000
2615,female,76.118,12,17000
2616,male,56.648,14,95000
2620,male,67.777,14,59500
2622,female,93.856,20,33000
2626,female,63.940,20,38000
2628,female,77.623,18,8000
2629,female,58.878,12,39264
2630,male,74.682,17,70000
2633,male,99.581,16,92000
2636,female,58.714,18,40500
2637,male,91.219,16,48000
2642,male,94.600,18,68000
2646,female,74.779,18,90000
2647,male,47.616,14,220904
2649,male,98.587,18,37000
2650,male,57.532,12,15000
2651,female,44.873,12,3983
2652,female,53.648,12,31658
2653,male,4.107,6,20000
2654,female,17.893,12,20000
2655,female,7.355,10,5300
2658,male,4.014,12,8000
2659,female,13.369,12,2000
2661,male,7.370,9,18674
2665,male,21.392,12,24000
2666,male,1.722,9,13700
2669,female,8.169,12,5000
2670,female,30.126,12,23500
2672,female,13.722,12,11000
2675,female,16.569,7,17000
2676,male,2.640,10,27000
2677,female,30.421,13,22000
2679,female,50.680,12,3890
2682,male,5.464,12,12000
2683,female,1.949,11,30000
2684,male,78.514,20,40000
2685,male,87.232,17,58000
2688,male,74.478,14,32000
2689,female,38.206,12,30000
2690,female,34.223,12,28000
2694,male,57.714,15,25000
2695,female,63.262,20,80000
2696,male,47.892,14,46000
2698,female,2.090,6,6000
2699,female,7.961,12,8000
2701,female,25.652,16,88000
2702,male,73.187,16,91500
2703,male,56.056,16,125000
2705,female,1.930,9,14000
2706,female,22.776,12,36500
2707,male,12.320,12,24000
2708,male,13.404,12,25000
2709,female,34.134,12,16257
2710,female,6.748,12,26000
2711,male,31.136,12,30620
2714,male,90.519,16,45000
2716,male,10.747,9,35000
2723,female,34.081,16,62000
2724,male,79.723,18,167252
2725,male,92.116,14,26000
2727,female,67.905,14,30500
2728,male,59.815,10,50000
2729,female,52.886,12,7000
2730,female,19.730,16,10000
2732,male,55.890,12,33955
2736,female,62.998,14,27000
2744,female,37.729,14,4000
2745,male,52.010,12,28000
2746,female,31.161,13,30000
2747,male,13.768,9,9984
2748,female,8.081,12,25000
2760,male,51.839,12,26000
2765,male,46.116,14,72000
2767,male,8.889,14,33000
2770,female,62.129,16,57000
2771,female,30.365,16,10000
2772,male,16.598,12,21000
2773,male,31.630,14,34000
2774,male,68.644,14,60000
2775,female,76.999,12,19500
2780,male,10.370,12,32000
2781,female,56.208,12,18000
2797,male,4.598,12,50000
2800,male,98.512,18,35000
2803,male,18.985,13,58000
2804,female,32.049,16,52000
2809,female,86.026,17,15000
2810,female,49.671,12,8000
2811,male,24.308,12,25000
2813,male,86.520,16,75000
2815,male,53.908,13,35000
2816,male,13.683,12,82000
2823,female,62.369,17,50000
2829,female,4.517,12,32000
2830,male,72.247,12,19000
2832,male,47.307,12,48000
2838,male,95.237,16,69500
2839,male,73.761,13,71000
2840,female,95.131,18,88000
2841,female,96.898,14,50000
2842,male,87.040,14,94000
2845,male,100.000,20,70000
2847,female,99.445,19,48000
2848,female,97.137,16,19285
2851,male,96.763,18,357310
2852,male,33.730,12,33000
2856,female,56.854,14,16000
2858,male,84.767,12,56000
2861,male,97.983,17,124000
2863,female,41.306,12,40000
2864,female,32.795,12,22000
2866,male,57.774,13,120000
2867,female,27.951,11,10000
2868,male,56.211,16,74000
2870,male,74.671,18,126000
2871,male,56.887,18,80000
2877,female,84.187,14,45000
2894,female,94.588,16,166924
2895,male,81.941,16,194031
2896,male,85.579,18,162733
2899,female,62.044,16,30000
2900,female,98.481,18,500
2902,female,98.731,20,33000
2906,male,84.155,19,85000
2910,female,93.168,18,35000
2911,female,4.106,12,2000
2912,male,36.386,12,15000
2913,male,12.978,13,42000
2920,male,52.232,12,75000
2921,male,39.227,12,60000
2928,female,96.193,16,10088
2929,female,84.197,18,46000
2930,female,70.097,16,32000
2936,female,70.882,18,40000
2939,male,98.472,15,65000
2941,male,92.533,20,180621
2942,female,18.324,13,10372
2944,male,64.365,12,32000
2946,female,85.937,16,62000
2948,female,79.666,16,12500
2949,female,52.547,16,20000
2950,male,81.036,16,93000
2952,female,54.754,14,35000
2953,male,33.606,10,85000
2957,male,80.160,20,35000
2959,female,77.435,20,110000
2961,female,78.001,19,68000
2962,male,59.686,16,140000
2971,male,2.081,9,2100
2974,male,31.213,12,89000
2975,male,95.172,14,42000
2976,male,68.200,12,53000
2977,male,40.065,12,40000
2978,female,36.622,12,9000
2980,male,98.312,20,170
2981,male,53.000,13,18300
2984,male,96.417,16,359118
2985,male,90.461,16,100000
2988,male,78.044,16,100000
2990,female,74.992,12,5000
2991,female,60.487,16,45000
2994,male,64.927,12,97200
2995,female,28.057,12,24000
2996,male,68.855,14,60000
2997,male,56.956,12,74000
2998,male,65.906,12,42000
3016,male,79.756,16,85000
3019,male,63.843,18,85000
3020,female,47.078,12,10800
3023,female,35.837,12,30000
3024,male,27.309,13,85000
3025,female,94.201,14,1500
3030,male,9.639,11,28500
3033,male,75.947,18,150000
3035,female,71.321,12,30000
3036,female,84.533,12,52000
3037,male,72.993,12,72000
3039,male,71.201,12,65000
3041,female,92.464,13,12000
3046,female,13.119,12,30000
3047,female,35.153,13,7200
3050,male,3.838,8,60000
3051,female,42.040,12,17000
3054,female,29.399,12,15000
3055,male,18.999,12,30000
3057,female,19.496,12,18000
3058,female,49.827,14,77000
3062,male,82.256,16,282588
3065,female,10.181,12,25000
3077,male,16.973,12,70000
3079,female,55.687,12,30000
3081,female,63.437,12,37000
3082,male,58.906,12,25000
3084,male,89.903,16,183223
3085,female,87.496,16,25000
3089,male,93.403,15,13000
3090,female,73.371,12,31600
3091,female,39.958,14,41000
3094,female,14.147,12,2200
3095,female,42.733,12,18000
3100,male,27.065,12,50000
3107,female,65.348,15,22000
3109,female,98.588,18,58000
3111,female,80.097,18,43000
3112,female,44.232,18,105000
3113,female,40.008,12,40000
3117,female,64.261,14,87000
3118,female,35.994,12,28000
3120,female,34.968,13,1200
3127,male,16.094,12,22000
3134,female,21.288,12,6000
3137,male,85.855,18,120000
3138,male,37.729,12,50000
3140,male,52.478,13,73000
3141,male,94.082,16,80000
3142,male,100.000,18,106000
3143,female,50.223,16,53000
3145,female,80.710,16,5000
3146,female,74.184,17,62000
3150,female,85.289,16,138000
3151,female,39.186,12,47000
3153,female,79.758,16,151083
3154,female,87.711,16,10000
3157,female,56.562,16,60000
3159,male,69.350,16,40000
3161,male,49.448,15,30000
3163,female,35.413,12,34000
3168,male,90.399,19,115000
3170,male,98.699,19,268323
3171,male,96.789,18,152840
3173,male,96.915,20,125000
3177,male,15.835,12,55000
3192,male,31.785,12,28000
3194,male,25.518,12,40000
3195,male,59.617,12,48000
3196,male,66.428,12,72000
3197,female,43.955,12,31500
3198,female,69.661,19,53600
3199,female,16.749,12,29500
3201,female,88.518,14,32000
3205,female,83.732,16,90000
3208,male,92.189,16,135000
3215,male,68.957,12,40000
3218,female,50.820,13,6000
3219,male,60.974,14,72000
3221,female,87.803,12,67000
3224,male,77.251,18,130000
3225,female,81.344,14,6700
3230,male,8.961,10,80000
3231,female,61.426,14,41600
3232,male,45.018,14,27000
3234,female,64.311,15,30000
3235,male,74.936,12,26000
3236,female,69.055,12,3000
3237,female,45.032,13,42000
3238,female,85.024,19,28000
3239,male,63.447,17,30000
3240,male,96.819,19,46000
3242,female,55.896,12,9000
3243,female,58.532,16,50000
3244,female,82.180,18,24000
3246,male,38.573,12,49400
3249,female,56.140,14,25000
3250,female,99.453,14,12000
3252,female,28.527,12,29000
3254,female,67.565,12,26800
3256,male,97.873,20,80000
3257,male,98.634,18,75000
3263,male,96.452,16,89000
3266,female,44.505,16,250
3267,male,78.896,12,23000
3269,female,47.051,14,17000
3273,female,10.456,12,24000
3277,male,84.126,12,60000
3278,female,60.446,19,147
3281,male,55.405,13,37000
3282,male,33.772,13,52000
3284,male,50.333,15,113000
3285,female,14.453,12,30000
3287,female,39.989,13,1800
3289,male,94.381,16,140000
3290,male,93.795,20,150000
3303,female,94.269,16,18000
3307,male,21.330,15,20000
3308,female,20.264,14,20000
3309,female,92.951,17,54000
3310,male,27.814,12,32000
3311,male,18.024,11,25000
3312,female,6.887,15,24000
3319,male,15.354,10,6000
3321,female,12.579,10,21000
3324,male,30.357,12,96000
3325,female,4.022,12,300
3329,male,70.007,12,45000
3330,male,21.713,13,145000
3331,male,18.388,13,32000
3337,female,89.081,18,89000
3338,female,89.463,16,2000
3341,female,38.607,18,39000
3343,female,24.527,10,19968
3346,male,19.847,12,58000
3347,female,35.431,12,40000
3350,female,59.694,14,10000
3352,female,76.359,16,1200
3353,male,16.881,12,44000
3354,male,32.157,14,10000
3355,female,62.443,14,50000
3356,male,43.776,14,2000
3357,male,63.141,18,150490
3359,male,72.763,15,45000
3360,female,67.272,16,32000
3361,male,75.092,20,703637
3374,male,51.063,12,68000
3375,male,48.318,14,50000
3376,male,74.979,18,73000
3378,female,58.958,16,8220
3379,male,81.031,18,99000
3380,male,90.763,14,900
3381,male,79.141,12,125000
3387,female,65.907,16,45000
3389,male,72.590,12,60000
3390,male,80.348,20,80000
3391,male,100.000,17,30824
3392,male,33.465,13,45000
3393,female,27.639,17,25000
3394,male,65.826,19,85000
3397,female,48.483,12,13000
3401,male,35.316,13,32000
3403,male,52.847,12,120000
3405,male,95.206,13,43500
3406,female,87.896,17,38500
3410,male,73.196,16,65000
3413,female,73.678,12,36000
3417,male,41.461,12,8000
3418,female,46.630,12,46000
3420,male,76.206,14,72000
3421,female,77.549,13,105000
3422,female,75.246,18,2000
3423,female,89.754,16,27000
3424,female,86.745,14,33000
3425,male,79.069,13,77000
3429,female,84.702,16,200
3431,male,100.000,17,171428
3432,female,92.486,13,24626
3433,female,68.906,16,4000
3436,female,0.000,8,8000
3438,female,0.000,7,14000
3440,male,12.346,11,61000
3444,female,25.156,12,19200
3452,female,44.827,12,20000
3455,male,63.061,12,61200
3456,female,39.194,12,10000
3457,female,14.135,14,26000
3458,female,25.830,14,28000
3463,male,63.241,16,57000
3464,male,96.279,16,96000
3465,female,82.154,12,35000
3466,male,88.224,16,60000
3467,female,43.428,12,17000
3468,male,94.705,15,72000
3471,male,18.838,12,40000
3475,female,18.263,12,26000
3477,female,63.210,14,18520
3479,male,39.476,12,80000
3481,female,65.371,14,47000
3482,male,14.447,13,65000
3487,female,34.632,12,39000
3491,female,21.083,12,13000
3492,male,66.416,12,47000
3493,male,56.788,12,40000
3494,male,51.167,13,87000
3495,male,36.121,12,80000
3496,female,63.829,14,24600
3497,male,91.675,15,77000
3502,female,43.096,12,41000
3503,male,56.814,12,88000
3505,female,56.313,14,67000
3506,female,79.063,16,18000
3508,female,21.706,12,18000
3511,female,81.893,12,16000
3513,male,18.312,12,27000
3514,female,74.184,12,24000
3515,male,99.396,18,97000
3521,male,40.802,14,44000
3522,female,13.607,12,500
3524,female,27.020,13,52000
3527,female,58.406,12,3800
3530,male,95.493,16,62000
3531,female,65.807,13,11000
3533,male,85.393,14,135000
3535,female,92.404,19,82376
3537,female,38.672,12,26000
3538,male,67.319,12,33900
3540,male,36.551,11,37000
3543,female,29.695,12,18000
3544,female,5.665,12,3200
3545,female,40.382,14,31000
3546,female,55.054,15,65000
3547,female,40.401,14,35000
3548,female,23.819,14,40000
3549,female,29.121,12,1500
3550,male,62.616,12,25000
3551,female,95.741,16,65000
3552,female,83.704,14,38000
3553,male,78.494,12,55000
3554,female,65.232,10,38000
3558,female,72.743,17,96000
3559,male,83.662,12,60000
3561,male,4.231,12,42000
3562,male,16.231,12,5000
3563,male,25.734,12,34000
3565,female,84.823,12,36000
3567,male,62.489,14,2760
3569,male,19.175,12,42000
3570,male,4.347,9,56000
3572,female,18.677,10,14000
3574,female,98.092,12,47000
3575,male,28.797,12,56000
3579,male,42.908,12,45000
3580,male,75.229,12,36000
3581,male,55.513,16,129000
3582,male,77.911,18,150000
3583,male,99.022,19,100000
3584,female,18.188,12,16000
3585,male,94.650,16,159168
3587,male,76.091,14,43000
3588,male,71.155,18,60000
3589,male,51.560,12,50987
3591,male,77.562,12,4471
3592,male,61.802,12,56000
3597,female,54.584,14,7000
3600,male,57.648,12,60000
3601,female,79.229,16,40000
3606,female,57.872,13,35000
3607,male,32.823,11,16000
3608,male,90.060,16,69000
3609,female,50.181,14,39000
3610,female,18.919,15,7900
3611,female,45.548,12,15000
3614,female,91.863,19,10180
3616,male,91.974,12,35000
3617,male,78.008,16,89000
3619,male,88.649,18,32500
3620,male,38.967,12,32000
3623,male,92.432,16,35000
3625,female,92.207,16,26000
3628,male,50.492,17,189210
3640,male,1.107,12,21000
3641,female,44.391,18,51000
3643,female,33.724,17,38000
3649,female,12.016,12,29400
3650,female,33.934,12,32000
3651,female,50.502,16,65000
3657,male,8.601,11,38000
3660,male,6.285,12,23400
3661,female,38.955,14,4500
3664,male,78.053,18,68000
3666,male,89.195,13,36000
3667,female,76.656,14,6360
3669,female,93.677,16,10000
3676,male,90.283,16,74000
3677,female,90.778,16,60000
3679,female,67.885,15,85000
3686,male,76.418,16,69000
3690,male,97.840,18,138000
3693,male,33.068,9,30000
3694,male,40.937,12,56000
3697,female,23.181,12,5000
3699,female,11.840,12,20477
3705,female,71.213,14,45000
3706,male,37.080,13,42000
3708,male,87.553,12,144000
3709,female,57.749,16,30000
3714,female,64.857,15,25000
3718,female,47.308,15,28013
3719,female,29.347,12,29000
3721,male,83.258,12,52000
3722,male,53.708,12,55000
3723,male,45.716,12,16000
3725,female,40.026,13,23000
3730,female,87.574,14,25275
3732,male,99.473,12,36000
3734,female,83.973,15,30000
3735,female,59.053,12,60000
3736,female,69.238,12,49000
3737,female,44.255,12,58000
3738,female,34.888,12,18000
3739,female,68.557,12,16000
3740,female,16.420,12,20000
3741,female,31.360,12,9300
3742,male,38.276,9,98000
3745,male,95.983,16,32089
3746,female,28.755,12,16390
3751,male,60.681,12,45000
3754,female,81.924,12,33000
3757,male,97.506,18,95000
3758,female,86.305,13,11000
3760,male,54.302,12,33000
3766,male,73.454,15,78000
3770,female,54.943,12,52000
3771,female,87.764,18,32253
3775,female,71.105,16,53000
3780,male,66.841,12,55000
3784,female,35.256,12,29000
3787,female,50.928,15,12000
3789,male,59.009,12,52000
3790,female,39.133,12,22049
3791,female,73.529,14,47000
3792,male,94.762,17,88000
3793,female,49.422,14,55000
3794,female,66.337,15,30000
3796,female,94.245,12,34000
3800,female,65.354,17,8000
3803,male,81.774,18,69000
3804,female,80.927,18,40000
3805,male,78.523,16,95000
3807,male,49.038,15,51000
3809,female,93.854,16,100000
3812,female,100.000,16,100000
3813,female,88.799,14,44000
3814,female,62.096,12,42000
3815,male,90.913,16,263445
3819,female,11.317,12,15000
3821,female,2.531,12,1500
3822,male,6.558,12,5000
3825,male,9.201,12,22000
3829,male,49.060,12,167803
3830,male,44.827,12,45000
3833,male,50.489,12,40000
3836,female,90.790,19,110000
3837,female,57.761,12,35000
3838,male,57.333,12,85000
3844,male,84.585,14,65000
3845,male,54.553,12,24000
3846,female,74.995,12,52000
3847,male,46.544,12,67000
3850,female,64.154,12,32000
3851,female,33.379,12,16000
3852,male,50.215,12,14000
3854,male,67.468,20,169884
3855,female,93.686,20,16500
3860,male,97.808,19,55000
3861,male,91.350,16,25000
3863,male,92.504,19,157957
3865,male,92.807,20,176431
3866,male,74.600,18,35000
3867,female,70.700,14,1200
3868,male,85.012,18,43450
3872,female,96.590,16,30000
3873,male,99.342,20,50000
3874,male,97.670,16,519340
3875,male,90.868,16,92000
3883,male,82.984,15,45000
3884,male,75.101,16,74000
3886,male,99.600,17,101000
3888,male,79.761,13,58000
3889,female,86.544,16,15000
3890,male,83.431,18,150000
3892,male,93.865,16,102000
3894,male,92.888,18,62000
3895,male,93.615,20,20000
3897,female,51.486,17,90000
3898,male,75.594,16,110000
3900,female,26.617,12,32000
3901,male,84.705,15,45000
3903,female,63.919,17,5200
3904,male,74.430,18,51000
3907,male,82.183,13,54000
3908,female,50.191,13,30000
3910,male,69.363,16,40000
3911,female,77.538,18,29000
3912,female,60.383,15,80000
3916,male,77.034,18,97000
3922,female,87.206,16,22000
3929,female,26.367,12,10000
3933,male,3.486,12,50000
3938,female,1.849,12,22000
3949,male,25.725,15,39000
3952,female,33.771,16,50000
3957,male,46.335,12,68000
3958,male,13.954,12,40000
3960,female,16.305,14,38000
3964,female,79.540,17,39500
3965,male,69.890,15,108000
3966,male,78.668,20,155485
3967,male,64.451,16,125000
3972,female,80.035,17,28500
3977,female,16.627,12,600
3978,female,17.848,14,3000
3980,male,100.000,16,444624
3985,male,23.502,13,50000
3989,male,37.626,13,52000
3992,female,36.821,13,39900
3994,male,51.047,12,26000
3995,female,22.435,13,36000
3996,female,5.375,14,40000
4001,female,72.427,13,7800
4004,male,60.943,12,46000
4008,male,13.462,13,79000
4009,male,68.077,14,25000
4010,male,81.673,19,50000
4013,male,13.418,12,36000
4014,male,27.247,12,62000
4015,female,38.207,14,22000
4019,female,96.219,17,99000
4021,female,52.841,13,27300
4022,male,22.701,12,90000
4023,female,99.700,16,65000
4025,male,31.798,12,24000
4028,female,24.289,12,24500
4030,female,53.094,16,15000
4032,male,84.930,12,35000
4035,female,57.901,13,25000
4036,male,44.242,12,52000
4041,female,74.218,13,32000
4042,male,65.827,15,68000
4045,female,29.591,16,50000
4046,male,13.281,12,18000
4047,male,8.404,9,2400
4048,male,79.940,12,25000
4049,female,41.698,12,90000
4051,female,85.097,13,1748
4053,female,52.676,18,50000
4054,female,33.359,14,45000
4055,male,93.952,18,206869
4056,male,68.436,16,50000
4057,female,70.040,16,35000
4060,female,84.638,14,6000
4062,male,78.162,12,52000
4064,male,91.216,12,20000
4065,female,69.495,12,9000
4067,male,40.633,12,30000
4068,male,11.904,8,22000
4071,female,20.078,12,15000
4077,female,60.404,12,15000
4085,female,27.619,12,11000
4088,male,78.525,13,222924
4089,female,43.387,12,20000
4090,male,41.162,12,58000
4092,female,60.810,18,42000
4093,female,76.602,18,65000
4097,female,87.379,12,66000
4098,male,12.622,9,38800
4103,female,40.437,12,36500
4105,female,29.923,12,3408
4106,male,94.695,16,62000
4107,female,97.965,19,52000
4108,female,57.772,16,23900
4112,female,2.455,12,5700
4113,male,8.489,12,9600
4114,male,59.908,12,34000
4124,female,64.006,18,61000
4128,male,38.548,12,40000
4129,male,64.073,14,45000
4130,male,0.094,12,32500
4131,female,80.354,13,50000
4141,male,48.239,12,6000
4142,female,30.605,12,20000
4145,female,28.605,12,25000
4147,female,59.747,16,32624
4148,female,27.311,15,49000
4153,female,50.374,15,75000
4156,male,11.085,9,68000
4159,male,20.127,12,30000
4161,male,58.278,12,45000
4163,female,82.644,12,29000
4164,male,67.035,16,20000
4171,male,92.381,16,90000
4172,male,88.546,16,34900
4173,female,9.084,12,12500
4175,female,1.181,12,26000
4181,male,35.322,11,15000
4184,female,42.385,12,25000
4191,male,91.533,18,85300
4196,male,2.393,12,23000
4200,female,17.959,15,32000
4201,male,7.973,13,62000
4205,male,4.197,12,32000
4216,male,71.015,12,48000
4219,female,31.476,14,42000
4220,female,46.677,12,15000
4222,female,73.808,12,23031
4225,male,45.245,16,20000
4226,male,92.621,20,85605
4227,female,88.047,18,47000
4228,female,20.119,13,75000
4230,male,90.242,14,89000
4231,female,53.729,14,10000
4235,male,13.072,10,2000
4236,female,85.846,13,58000
4239,male,37.655,12,48000
4240,male,63.549,12,50000
4242,male,43.806,12,48000
4245,male,64.895,15,75210
4247,male,29.616,13,90000
4249,female,65.798,12,26000
4251,female,25.167,12,62500
4252,female,67.444,14,41000
4254,female,54.546,15,8900
4257,female,46.367,16,34000
4263,male,18.668,12,16000
4265,female,57.462,13,27000
4268,female,82.756,12,84600
4274,female,14.209,12,11550
4278,male,62.811,12,80000
4279,male,65.452,12,150000
4280,female,96.079,16,49000
4285,male,50.641,16,40000
4289,male,95.554,20,162660
4290,female,92.849,20,75419
4292,female,69.935,14,38000
4295,female,41.293,14,76000
4296,female,54.790,16,40000
4297,male,62.172,13,88000
4298,male,92.568,18,91000
4299,male,73.296,16,42000
4300,female,86.907,12,56000
4302,male,80.481,20,53000
4303,male,53.555,12,32000
4306,female,86.339,18,32000
4310,female,53.549,13,40000
4312,male,1.645,12,18000
4314,male,32.908,12,30000
4316,male,31.008,14,8500
4318,male,70.744,14,32000
4323,female,37.618,13,15500
4324,male,12.131,12,58000
4326,female,60.762,12,13200
4327,male,78.064,12,38000
4330,male,6.546,14,50000
4333,male,39.194,12,20000
4335,male,15.933,11,67000
4337,female,68.129,14,23000
4338,male,58.604,12,22000
4339,female,65.355,12,12000
4345,female,34.151,12,14000
4348,male,61.514,14,93000
4350,male,90.927,16,26000
4352,female,82.053,16,30000
4353,female,67.705,16,120000
4354,female,51.380,15,20000
4355,male,68.338,16,22000
4358,male,95.835,15,50000
4366,female,78.596,15,70000
4372,female,96.974,18,102500
4374,male,22.964,12,30000
4379,female,84.654,13,38000
4382,male,98.695,16,18000
4386,female,22.421,12,19900
4390,male,25.824,12,34000
4391,female,62.689,13,3500
4392,female,76.762,16,37000
4407,male,93.654,16,185662
4408,female,77.518,18,92000
4409,male,29.568,13,50000
4410,male,58.528,16,63000
4413,female,11.248,16,30000
4417,female,4.607,10,19000
4424,female,86.364,19,93000
4425,female,93.673,18,22000
4426,male,95.855,16,211052
4427,male,52.997,12,45000
4428,female,99.032,19,42000
4429,male,93.797,19,49938
4430,male,76.715,15,48000
4438,female,31.428,13,95000
4447,female,81.671,14,45291
4448,male,94.559,16,95000
4459,female,38.478,12,9000
4461,male,9.581,12,18000
4465,female,63.042,14,15000
4466,male,46.534,16,80000
4468,male,63.044,13,79000
4469,female,14.771,12,31200
4470,male,60.473,18,75000
4471,male,93.330,20,140000
4474,female,8.147,10,30700
4476,female,21.407,8,25000
4478,female,85.068,14,53000
4480,male,87.942,16,202617
4487,female,73.850,12,33000
4488,female,94.247,13,108000
4496,female,60.869,12,47000
4498,male,61.509,12,39000
4499,female,51.094,14,54300
4503,male,4.853,11,18000
4505,female,22.243,12,25000
4506,female,17.592,14,30000
4508,male,57.865,16,72000
4509,male,98.905,14,72899
4511,male,68.723,14,125000
4513,male,72.061,15,48000
4514,male,83.129,15,125000
4517,male,26.623,16,146000
4518,male,30.349,15,70000
4519,male,38.736,12,50000
4520,male,49.905,12,40000
4524,male,65.975,12,50000
4528,female,65.668,14,62987
4531,male,66.623,16,113000
4532,male,70.375,16,73000
4534,female,72.163,13,35000
4536,female,57.342,13,11000
4538,female,41.962,12,40000
4540,male,32.671,16,57000
4541,female,7.177,12,35000
4542,male,7.817,13,34000
4543,female,18.514,12,1800
4544,female,2.960,12,12000
4548,male,89.282,16,100000
4557,female,4.899,12,6580
4560,female,64.810,14,21000
4561,female,63.671,12,16000
4563,male,43.186,12,60000
4565,female,42.885,16,98000
4566,male,74.431,12,90000
4569,male,76.485,12,85000
4570,female,84.593,17,72000
4571,female,48.110,14,27359
4576,female,35.674,18,16000
4579,male,84.059,14,35000
4582,female,55.052,13,50000
4583,male,70.638,12,21000
4586,male,85.959,12,38154
4589,female,35.236,12,38200
4590,female,74.952,17,58000
4592,female,35.574,17,48000
4594,female,35.760,12,25000
4595,male,41.056,14,95000
4596,male,66.351,12,65000
4601,male,17.388,12,30000
4602,female,60.716,14,10000
4604,female,42.318,12,27412
4606,male,83.831,16,15000
4607,male,58.250,17,55000
4609,male,91.857,20,194757
4619,male,12.411,12,9500
4621,male,66.439,12,24000
4623,male,22.535,12,62000
4624,female,38.467,15,27581
4625,female,81.014,15,77000
4626,female,65.198,20,130000
4630,male,44.750,12,130000
4632,female,60.639,16,45000
4633,male,35.588,13,90000
4634,male,68.487,18,355767
4635,male,92.940,17,70000
4636,male,31.028,14,99000
4637,female,1.320,12,25000
4638,female,4.875,12,17000
4641,female,63.720,12,18000
4642,male,55.007,13,90000
4643,male,24.298,14,56000
4646,male,36.390,12,24000
4651,female,49.157,13,25000
4652,male,92.296,16,60000
4662,female,98.483,16,52000
4665,female,83.307,14,15000
4668,male,81.304,16,209400
4669,male,30.372,14,40000
4675,female,48.409,13,38000
4676,male,86.921,12,45000
4678,female,14.358,12,5000
4680,male,71.684,12,14000
4681,male,10.844,10,3000
4683,female,74.499,18,10000
4686,female,85.163,17,84000
4687,male,84.843,13,68651
4692,female,97.585,19,29000
4694,female,69.189,15,4000
4695,male,92.725,16,91500
4698,male,69.532,16,108000
4699,male,60.140,14,137000
4701,male,59.027,12,197062
4702,male,85.659,14,100000
4704,male,66.998,15,5000
4707,male,65.045,12,72000
4710,male,13.195,12,15000
4711,female,23.091,12,40000
4714,female,64.763,12,45000
4716,male,8.573,12,58000
4717,female,44.228,14,3000
4720,male,50.743,12,67000
4722,male,44.638,12,35000
4724,female,8.594,12,8400
4729,male,45.692,14,15000
4731,male,16.497,11,20017
4732,male,19.224,12,21424
4733,female,16.996,11,12000
4734,female,23.500,12,12000
4738,male,59.362,14,75000
4742,female,100.000,16,30000
4746,female,44.275,12,36000
4747,male,11.038,12,12000
4752,male,60.219,12,42000
4753,female,89.164,16,33000
4754,female,87.349,18,67000
4755,male,56.643,12,54000
4756,male,100.000,18,163271
4758,female,84.623,18,60000
4759,male,41.732,12,62000
4760,male,95.519,17,34000
4762,female,39.656,12,8600
4764,male,31.668,12,55000
4765,male,66.229,12,70000
4767,male,100.000,19,40000
4768,female,88.406,13,30000
4770,male,56.987,12,31000
4772,female,45.131,12,24000
4774,female,44.272,12,4800
4776,male,11.451,12,41000
4777,female,34.099,12,22000
4778,female,29.236,12,26000
4779,male,16.440,12,27000
4780,female,34.125,12,25000
4788,male,43.564,12,66000
4790,female,44.281,12,13000
4793,male,86.859,16,115000
4795,female,89.109,16,70000
4798,female,90.344,19,90000
4799,male,93.854,19,40500
4803,female,82.637,13,19000
4804,female,53.937,12,12000
4805,male,61.977,15,90000
4810,female,74.194,13,50000
4812,female,98.187,16,80000
4813,male,62.750,14,74000
4815,female,90.394,14,58000
4817,female,60.664,12,35000
4818,male,81.962,12,21000
4820,female,79.014,16,25000
4822,female,44.296,12,30775
4825,male,81.855,14,42000
4826,female,71.626,18,57000
4828,male,83.353,16,66768
4829,male,90.563,16,126000
