Subject,IQquartile,Income2005
2566,3rdQuartile,32000
2568,3rdQuartile,25000
2569,4thQuartile,24000
2570,3rdQuartile,15300
2572,3rdQuartile,70500
2574,2ndQuartile,32000
2578,1stQuartile,22000
2579,4thQuartile,26350
2582,1stQuartile,34000
2584,1stQuartile,44000
2585,2ndQuartile,56000
2587,1stQuartile,25500
2588,4thQuartile,70000
2589,4thQuartile,125000
2590,4thQuartile,60000
2591,3rdQuartile,34000
2592,2ndQuartile,22800
2594,2ndQuartile,62000
2602,3rdQuartile,37000
2603,4thQuartile,41000
2606,4thQuartile,51000
2607,4thQuartile,35000
2610,4thQuartile,25000
2613,3rdQuartile,40000
2614,1stQuartile,50000
2615,3rdQuartile,17000
2616,2ndQuartile,95000
2620,3rdQuartile,59500
2622,4thQuartile,33000
2626,3rdQuartile,38000
2628,3rdQuartile,8000
2629,3rdQuartile,39264
2630,3rdQuartile,70000
2633,4thQuartile,92000
2636,3rdQuartile,40500
2637,4thQuartile,48000
2642,4thQuartile,68000
2646,3rdQuartile,90000
2647,2ndQuartile,220904
2649,4thQuartile,37000
2650,3rdQuartile,15000
2651,2ndQuartile,3983
2652,2ndQuartile,31658
2653,1stQuartile,20000
2654,1stQuartile,20000
2655,1stQuartile,5300
2658,1stQuartile,8000
2659,1stQuartile,2000
2661,1stQuartile,18674
2665,1stQuartile,24000
2666,1stQuartile,13700
2669,1stQuartile,5000
2670,1stQuartile,23500
2672,1stQuartile,11000
2675,1stQuartile,17000
2676,1stQuartile,27000
2677,1stQuartile,22000
2679,2ndQuartile,3890
2682,1stQuartile,12000
2683,1stQuartile,30000
2684,4thQuartile,40000
2685,4thQuartile,58000
2688,3rdQuartile,32000
2689,2ndQuartile,30000
2690,2ndQuartile,28000
2694,3rdQuartile,25000
2695,3rdQuartile,80000
2696,2ndQuartile,46000
2698,1stQuartile,6000
2699,1stQuartile,8000
2701,1stQuartile,88000
2702,3rdQuartile,91500
2703,2ndQuartile,125000
2705,1stQuartile,14000
2706,1stQuartile,36500
2707,1stQuartile,24000
2708,1stQuartile,25000
2709,2ndQuartile,16257
2710,1stQuartile,26000
2711,1stQuartile,30620
2714,4thQuartile,45000
2716,1stQuartile,35000
2723,2ndQuartile,62000
2724,4thQuartile,167252
2725,4thQuartile,26000
2727,3rdQuartile,30500
2728,3rdQuartile,50000
2729,2ndQuartile,7000
2730,1stQuartile,10000
2732,2ndQuartile,33955
2736,3rdQuartile,27000
2744,2ndQuartile,4000
2745,2ndQuartile,28000
2746,1stQuartile,30000
2747,1stQuartile,9984
2748,1stQuartile,25000
2760,2ndQuartile,26000
2765,2ndQuartile,72000
2767,1stQuartile,33000
2770,3rdQuartile,57000
2771,1stQuartile,10000
2772,1stQuartile,21000
2773,2ndQuartile,34000
2774,3rdQuartile,60000
2775,3rdQuartile,19500
2780,1stQuartile,32000
2781,2ndQuartile,18000
2797,1stQuartile,50000
2800,4thQuartile,35000
2803,1stQuartile,58000
2804,2ndQuartile,52000
2809,4thQuartile,15000
2810,2ndQuartile,8000
2811,1stQuartile,25000
2813,4thQuartile,75000
2815,2ndQuartile,35000
2816,1stQuartile,82000
2823,3rdQuartile,50000
2829,1stQuartile,32000
2830,3rdQuartile,19000
2832,2ndQuartile,48000
2838,4thQuartile,69500
2839,3rdQuartile,71000
2840,4thQuartile,88000
2841,4thQuartile,50000
2842,4thQuartile,94000
2845,4thQuartile,70000
2847,4thQuartile,48000
2848,4thQuartile,19285
2851,4thQuartile,357310
2852,2ndQuartile,33000
2856,3rdQuartile,16000
2858,4thQuartile,56000
2861,4thQuartile,124000
2863,2ndQuartile,40000
2864,2ndQuartile,22000
2866,3rdQuartile,120000
2867,1stQuartile,10000
2868,2ndQuartile,74000
2870,3rdQuartile,126000
2871,3rdQuartile,80000
2877,4thQuartile,45000
2894,4thQuartile,166924
2895,4thQuartile,194031
2896,4thQuartile,162733
2899,3rdQuartile,30000
2900,4thQuartile,500
2902,4thQuartile,33000
2906,4thQuartile,85000
2910,4thQuartile,35000
2911,1stQuartile,2000
2912,2ndQuartile,15000
2913,1stQuartile,42000
2920,2ndQuartile,75000
2921,2ndQuartile,60000
2928,4thQuartile,10088
2929,4thQuartile,46000
2930,3rdQuartile,32000
2936,3rdQuartile,40000
2939,4thQuartile,65000
2941,4thQuartile,180621
2942,1stQuartile,10372
2944,3rdQuartile,32000
2946,4thQuartile,62000
2948,4thQuartile,12500
2949,2ndQuartile,20000
2950,4thQuartile,93000
2952,2ndQuartile,35000
2953,2ndQuartile,85000
2957,4thQuartile,35000
2959,3rdQuartile,110000
2961,3rdQuartile,68000
2962,3rdQuartile,140000
2971,1stQuartile,2100
2974,1stQuartile,89000
2975,4thQuartile,42000
2976,3rdQuartile,53000
2977,2ndQuartile,40000
2978,2ndQuartile,9000
2980,4thQuartile,170
2981,2ndQuartile,18300
2984,4thQuartile,359118
2985,4thQuartile,100000
2988,3rdQuartile,100000
2990,3rdQuartile,5000
2991,3rdQuartile,45000
2994,3rdQuartile,97200
2995,1stQuartile,24000
2996,3rdQuartile,60000
2997,3rdQuartile,74000
2998,3rdQuartile,42000
3016,4thQuartile,85000
3019,3rdQuartile,85000
3020,2ndQuartile,10800
3023,2ndQuartile,30000
3024,1stQuartile,85000
3025,4thQuartile,1500
3030,1stQuartile,28500
3033,3rdQuartile,150000
3035,3rdQuartile,30000
3036,4thQuartile,52000
3037,3rdQuartile,72000
3039,3rdQuartile,65000
3041,4thQuartile,12000
3046,1stQuartile,30000
3047,2ndQuartile,7200
3050,1stQuartile,60000
3051,2ndQuartile,17000
3054,1stQuartile,15000
3055,1stQuartile,30000
3057,1stQuartile,18000
3058,2ndQuartile,77000
3062,4thQuartile,282588
3065,1stQuartile,25000
3077,1stQuartile,70000
3079,2ndQuartile,30000
3081,3rdQuartile,37000
3082,3rdQuartile,25000
3084,4thQuartile,183223
3085,4thQuartile,25000
3089,4thQuartile,13000
3090,3rdQuartile,31600
3091,2ndQuartile,41000
3094,1stQuartile,2200
3095,2ndQuartile,18000
3100,1stQuartile,50000
3107,3rdQuartile,22000
3109,4thQuartile,58000
3111,4thQuartile,43000
3112,2ndQuartile,105000
3113,2ndQuartile,40000
3117,3rdQuartile,87000
3118,2ndQuartile,28000
3120,2ndQuartile,1200
3127,1stQuartile,22000
3134,1stQuartile,6000
3137,4thQuartile,120000
3138,2ndQuartile,50000
3140,2ndQuartile,73000
3141,4thQuartile,80000
3142,4thQuartile,106000
3143,2ndQuartile,53000
3145,4thQuartile,5000
3146,3rdQuartile,62000
3150,4thQuartile,138000
3151,2ndQuartile,47000
3153,4thQuartile,151083
3154,4thQuartile,10000
3157,2ndQuartile,60000
3159,3rdQuartile,40000
3161,2ndQuartile,30000
3163,2ndQuartile,34000
3168,4thQuartile,115000
3170,4thQuartile,268323
3171,4thQuartile,152840
3173,4thQuartile,125000
3177,1stQuartile,55000
3192,2ndQuartile,28000
3194,1stQuartile,40000
3195,3rdQuartile,48000
3196,3rdQuartile,72000
3197,2ndQuartile,31500
3198,3rdQuartile,53600
3199,1stQuartile,29500
3201,4thQuartile,32000
3205,4thQuartile,90000
3208,4thQuartile,135000
3215,3rdQuartile,40000
3218,2ndQuartile,6000
3219,3rdQuartile,72000
3221,4thQuartile,67000
3224,3rdQuartile,130000
3225,4thQuartile,6700
3230,1stQuartile,80000
3231,3rdQuartile,41600
3232,2ndQuartile,27000
3234,3rdQuartile,30000
3235,3rdQuartile,26000
3236,3rdQuartile,3000
3237,2ndQuartile,42000
3238,4thQuartile,28000
3239,3rdQuartile,30000
3240,4thQuartile,46000
3242,2ndQuartile,9000
3243,3rdQuartile,50000
3244,4thQuartile,24000
3246,2ndQuartile,49400
3249,2ndQuartile,25000
3250,4thQuartile,12000
3252,1stQuartile,29000
3254,3rdQuartile,26800
3256,4thQuartile,80000
3257,4thQuartile,75000
3263,4thQuartile,89000
3266,2ndQuartile,250
3267,4thQuartile,23000
3269,2ndQuartile,17000
3273,1stQuartile,24000
3277,4thQuartile,60000
3278,3rdQuartile,147
3281,2ndQuartile,37000
3282,2ndQuartile,52000
3284,2ndQuartile,113000
3285,1stQuartile,30000
3287,2ndQuartile,1800
3289,4thQuartile,140000
3290,4thQuartile,150000
3303,4thQuartile,18000
3307,1stQuartile,20000
3308,1stQuartile,20000
3309,4thQuartile,54000
3310,1stQuartile,32000
3311,1stQuartile,25000
3312,1stQuartile,24000
3319,1stQuartile,6000
3321,1stQuartile,21000
3324,1stQuartile,96000
3325,1stQuartile,300
3329,3rdQuartile,45000
3330,1stQuartile,145000
3331,1stQuartile,32000
3337,4thQuartile,89000
3338,4thQuartile,2000
3341,2ndQuartile,39000
3343,1stQuartile,19968
3346,1stQuartile,58000
3347,2ndQuartile,40000
3350,3rdQuartile,10000
3352,3rdQuartile,1200
3353,1stQuartile,44000
3354,2ndQuartile,10000
3355,3rdQuartile,50000
3356,2ndQuartile,2000
3357,3rdQuartile,150490
3359,3rdQuartile,45000
3360,3rdQuartile,32000
3361,3rdQuartile,703637
3374,2ndQuartile,68000
3375,2ndQuartile,50000
3376,3rdQuartile,73000
3378,3rdQuartile,8220
3379,4thQuartile,99000
3380,4thQuartile,900
3381,4thQuartile,125000
3387,3rdQuartile,45000
3389,3rdQuartile,60000
3390,4thQuartile,80000
3391,4thQuartile,30824
3392,2ndQuartile,45000
3393,1stQuartile,25000
3394,3rdQuartile,85000
3397,2ndQuartile,13000
3401,2ndQuartile,32000
3403,2ndQuartile,120000
3405,4thQuartile,43500
3406,4thQuartile,38500
3410,3rdQuartile,65000
3413,3rdQuartile,36000
3417,2ndQuartile,8000
3418,2ndQuartile,46000
3420,3rdQuartile,72000
3421,3rdQuartile,105000
3422,3rdQuartile,2000
3423,4thQuartile,27000
3424,4thQuartile,33000
3425,4thQuartile,77000
3429,4thQuartile,200
3431,4thQuartile,171428
3432,4thQuartile,24626
3433,3rdQuartile,4000
3436,1stQuartile,8000
3438,1stQuartile,14000
3440,1stQuartile,61000
3444,1stQuartile,19200
3452,2ndQuartile,20000
3455,3rdQuartile,61200
3456,2ndQuartile,10000
3457,1stQuartile,26000
3458,1stQuartile,28000
3463,3rdQuartile,57000
3464,4thQuartile,96000
3465,4thQuartile,35000
3466,4thQuartile,60000
3467,2ndQuartile,17000
3468,4thQuartile,72000
3471,1stQuartile,40000
3475,1stQuartile,26000
3477,3rdQuartile,18520
3479,2ndQuartile,80000
3481,3rdQuartile,47000
3482,1stQuartile,65000
3487,2ndQuartile,39000
3491,1stQuartile,13000
3492,3rdQuartile,47000
3493,2ndQuartile,40000
3494,2ndQuartile,87000
3495,2ndQuartile,80000
3496,3rdQuartile,24600
3497,4thQuartile,77000
3502,2ndQuartile,41000
3503,3rdQuartile,88000
3505,2ndQuartile,67000
3506,4thQuartile,18000
3508,1stQuartile,18000
3511,4thQuartile,16000
3513,1stQuartile,27000
3514,3rdQuartile,24000
3515,4thQuartile,97000
3521,2ndQuartile,44000
3522,1stQuartile,500
3524,1stQuartile,52000
3527,3rdQuartile,3800
3530,4thQuartile,62000
3531,3rdQuartile,11000
3533,4thQuartile,135000
3535,4thQuartile,82376
3537,2ndQuartile,26000
3538,3rdQuartile,33900
3540,2ndQuartile,37000
3543,1stQuartile,18000
3544,1stQuartile,3200
3545,2ndQuartile,31000
3546,2ndQuartile,65000
3547,2ndQuartile,35000
3548,1stQuartile,40000
3549,1stQuartile,1500
3550,3rdQuartile,25000
3551,4thQuartile,65000
3552,4thQuartile,38000
3553,4thQuartile,55000
3554,3rdQuartile,38000
3558,3rdQuartile,96000
3559,4thQuartile,60000
3561,1stQuartile,42000
3562,1stQuartile,5000
3563,1stQuartile,34000
3565,4thQuartile,36000
3567,3rdQuartile,2760
3569,1stQuartile,42000
3570,1stQuartile,56000
3572,1stQuartile,14000
3574,4thQuartile,47000
3575,1stQuartile,56000
3579,2ndQuartile,45000
3580,3rdQuartile,36000
3581,2ndQuartile,129000
3582,3rdQuartile,150000
3583,4thQuartile,100000
3584,1stQuartile,16000
3585,4thQuartile,159168
3587,3rdQuartile,43000
3588,3rdQuartile,60000
3589,2ndQuartile,50987
3591,3rdQuartile,4471
3592,3rdQuartile,56000
3597,2ndQuartile,7000
3600,3rdQuartile,60000
3601,4thQuartile,40000
3606,3rdQuartile,35000
3607,2ndQuartile,16000
3608,4thQuartile,69000
3609,2ndQuartile,39000
3610,1stQuartile,7900
3611,2ndQuartile,15000
3614,4thQuartile,10180
3616,4thQuartile,35000
3617,3rdQuartile,89000
3619,4thQuartile,32500
3620,2ndQuartile,32000
3623,4thQuartile,35000
3625,4thQuartile,26000
3628,2ndQuartile,189210
3640,1stQuartile,21000
3641,2ndQuartile,51000
3643,2ndQuartile,38000
3649,1stQuartile,29400
3650,2ndQuartile,32000
3651,2ndQuartile,65000
3657,1stQuartile,38000
3660,1stQuartile,23400
3661,2ndQuartile,4500
3664,3rdQuartile,68000
3666,4thQuartile,36000
3667,3rdQuartile,6360
3669,4thQuartile,10000
3676,4thQuartile,74000
3677,4thQuartile,60000
3679,3rdQuartile,85000
3686,3rdQuartile,69000
3690,4thQuartile,138000
3693,2ndQuartile,30000
3694,2ndQuartile,56000
3697,1stQuartile,5000
3699,1stQuartile,20477
3705,3rdQuartile,45000
3706,2ndQuartile,42000
3708,4thQuartile,144000
3709,3rdQuartile,30000
3714,3rdQuartile,25000
3718,2ndQuartile,28013
3719,1stQuartile,29000
3721,4thQuartile,52000
3722,2ndQuartile,55000
3723,2ndQuartile,16000
3725,2ndQuartile,23000
3730,4thQuartile,25275
3732,4thQuartile,36000
3734,4thQuartile,30000
3735,3rdQuartile,60000
3736,3rdQuartile,49000
3737,2ndQuartile,58000
3738,2ndQuartile,18000
3739,3rdQuartile,16000
3740,1stQuartile,20000
3741,1stQuartile,9300
3742,2ndQuartile,98000
3745,4thQuartile,32089
3746,1stQuartile,16390
3751,3rdQuartile,45000
3754,4thQuartile,33000
3757,4thQuartile,95000
3758,4thQuartile,11000
3760,2ndQuartile,33000
3766,3rdQuartile,78000
3770,2ndQuartile,52000
3771,4thQuartile,32253
3775,3rdQuartile,53000
3780,3rdQuartile,55000
3784,2ndQuartile,29000
3787,2ndQuartile,12000
3789,3rdQuartile,52000
3790,2ndQuartile,22049
3791,3rdQuartile,47000
3792,4thQuartile,88000
3793,2ndQuartile,55000
3794,3rdQuartile,30000
3796,4thQuartile,34000
3800,3rdQuartile,8000
3803,4thQuartile,69000
3804,4thQuartile,40000
3805,4thQuartile,95000
3807,2ndQuartile,51000
3809,4thQuartile,100000
3812,4thQuartile,100000
3813,4thQuartile,44000
3814,3rdQuartile,42000
3815,4thQuartile,263445
3819,1stQuartile,15000
3821,1stQuartile,1500
3822,1stQuartile,5000
3825,1stQuartile,22000
3829,2ndQuartile,167803
3830,2ndQuartile,45000
3833,2ndQuartile,40000
3836,4thQuartile,110000
3837,3rdQuartile,35000
3838,3rdQuartile,85000
3844,4thQuartile,65000
3845,2ndQuartile,24000
3846,3rdQuartile,52000
3847,2ndQuartile,67000
3850,3rdQuartile,32000
3851,2ndQuartile,16000
3852,2ndQuartile,14000
3854,3rdQuartile,169884
3855,4thQuartile,16500
3860,4thQuartile,55000
3861,4thQuartile,25000
3863,4thQuartile,157957
3865,4thQuartile,176431
3866,3rdQuartile,35000
3867,3rdQuartile,1200
3868,4thQuartile,43450
3872,4thQuartile,30000
3873,4thQuartile,50000
3874,4thQuartile,519340
3875,4thQuartile,92000
3883,4thQuartile,45000
3884,3rdQuartile,74000
3886,4thQuartile,101000
3888,4thQuartile,58000
3889,4thQuartile,15000
3890,4thQuartile,150000
3892,4thQuartile,102000
3894,4thQuartile,62000
3895,4thQuartile,20000
3897,2ndQuartile,90000
3898,3rdQuartile,110000
3900,1stQuartile,32000
3901,4thQuartile,45000
3903,3rdQuartile,5200
3904,3rdQuartile,51000
3907,4thQuartile,54000
3908,2ndQuartile,30000
3910,3rdQuartile,40000
3911,3rdQuartile,29000
3912,3rdQuartile,80000
3916,3rdQuartile,97000
3922,4thQuartile,22000
3929,1stQuartile,10000
3933,1stQuartile,50000
3938,1stQuartile,22000
3949,1stQuartile,39000
3952,2ndQuartile,50000
3957,2ndQuartile,68000
3958,1stQuartile,40000
3960,1stQuartile,38000
3964,4thQuartile,39500
3965,3rdQuartile,108000
3966,4thQuartile,155485
3967,3rdQuartile,125000
3972,4thQuartile,28500
3977,1stQuartile,600
3978,1stQuartile,3000
3980,4thQuartile,444624
3985,1stQuartile,50000
3989,2ndQuartile,52000
3992,2ndQuartile,39900
3994,2ndQuartile,26000
3995,1stQuartile,36000
3996,1stQuartile,40000
4001,3rdQuartile,7800
4004,3rdQuartile,46000
4008,1stQuartile,79000
4009,3rdQuartile,25000
4010,4thQuartile,50000
4013,1stQuartile,36000
4014,1stQuartile,62000
4015,2ndQuartile,22000
4019,4thQuartile,99000
4021,2ndQuartile,27300
4022,1stQuartile,90000
4023,4thQuartile,65000
4025,2ndQuartile,24000
4028,1stQuartile,24500
4030,2ndQuartile,15000
4032,4thQuartile,35000
4035,3rdQuartile,25000
4036,2ndQuartile,52000
4041,3rdQuartile,32000
4042,3rdQuartile,68000
4045,1stQuartile,50000
4046,1stQuartile,18000
4047,1stQuartile,2400
4048,4thQuartile,25000
4049,2ndQuartile,90000
4051,4thQuartile,1748
4053,2ndQuartile,50000
4054,2ndQuartile,45000
4055,4thQuartile,206869
4056,3rdQuartile,50000
4057,3rdQuartile,35000
4060,4thQuartile,6000
4062,4thQuartile,52000
4064,4thQuartile,20000
4065,3rdQuartile,9000
4067,2ndQuartile,30000
4068,1stQuartile,22000
4071,1stQuartile,15000
4077,3rdQuartile,15000
4085,1stQuartile,11000
4088,4thQuartile,222924
4089,2ndQuartile,20000
4090,2ndQuartile,58000
4092,3rdQuartile,42000
4093,3rdQuartile,65000
4097,4thQuartile,66000
4098,1stQuartile,38800
4103,2ndQuartile,36500
4105,1stQuartile,3408
4106,4thQuartile,62000
4107,4thQuartile,52000
4108,3rdQuartile,23900
4112,1stQuartile,5700
4113,1stQuartile,9600
4114,3rdQuartile,34000
4124,3rdQuartile,61000
4128,2ndQuartile,40000
4129,3rdQuartile,45000
4130,1stQuartile,32500
4131,4thQuartile,50000
4141,2ndQuartile,6000
4142,1stQuartile,20000
4145,1stQuartile,25000
4147,3rdQuartile,32624
4148,1stQuartile,49000
4153,2ndQuartile,75000
4156,1stQuartile,68000
4159,1stQuartile,30000
4161,3rdQuartile,45000
4163,4thQuartile,29000
4164,3rdQuartile,20000
4171,4thQuartile,90000
4172,4thQuartile,34900
4173,1stQuartile,12500
4175,1stQuartile,26000
4181,2ndQuartile,15000
4184,2ndQuartile,25000
4191,4thQuartile,85300
4196,1stQuartile,23000
4200,1stQuartile,32000
4201,1stQuartile,62000
4205,1stQuartile,32000
4216,3rdQuartile,48000
4219,2ndQuartile,42000
4220,2ndQuartile,15000
4222,3rdQuartile,23031
4225,2ndQuartile,20000
4226,4thQuartile,85605
4227,4thQuartile,47000
4228,1stQuartile,75000
4230,4thQuartile,89000
4231,2ndQuartile,10000
4235,1stQuartile,2000
4236,4thQuartile,58000
4239,2ndQuartile,48000
4240,3rdQuartile,50000
4242,2ndQuartile,48000
4245,3rdQuartile,75210
4247,1stQuartile,90000
4249,3rdQuartile,26000
4251,1stQuartile,62500
4252,3rdQuartile,41000
4254,2ndQuartile,8900
4257,2ndQuartile,34000
4263,1stQuartile,16000
4265,3rdQuartile,27000
4268,4thQuartile,84600
4274,1stQuartile,11550
4278,3rdQuartile,80000
4279,3rdQuartile,150000
4280,4thQuartile,49000
4285,2ndQuartile,40000
4289,4thQuartile,162660
4290,4thQuartile,75419
4292,3rdQuartile,38000
4295,2ndQuartile,76000
4296,2ndQuartile,40000
4297,3rdQuartile,88000
4298,4thQuartile,91000
4299,3rdQuartile,42000
4300,4thQuartile,56000
4302,4thQuartile,53000
4303,2ndQuartile,32000
4306,4thQuartile,32000
4310,2ndQuartile,40000
4312,1stQuartile,18000
4314,2ndQuartile,30000
4316,1stQuartile,8500
4318,3rdQuartile,32000
4323,2ndQuartile,15500
4324,1stQuartile,58000
4326,3rdQuartile,13200
4327,3rdQuartile,38000
4330,1stQuartile,50000
4333,2ndQuartile,20000
4335,1stQuartile,67000
4337,3rdQuartile,23000
4338,3rdQuartile,22000
4339,3rdQuartile,12000
4345,2ndQuartile,14000
4348,3rdQuartile,93000
4350,4thQuartile,26000
4352,4thQuartile,30000
4353,3rdQuartile,120000
4354,2ndQuartile,20000
4355,3rdQuartile,22000
4358,4thQuartile,50000
4366,4thQuartile,70000
4372,4thQuartile,102500
4374,1stQuartile,30000
4379,4thQuartile,38000
4382,4thQuartile,18000
4386,1stQuartile,19900
4390,1stQuartile,34000
4391,3rdQuartile,3500
4392,3rdQuartile,37000
4407,4thQuartile,185662
4408,3rdQuartile,92000
4409,1stQuartile,50000
4410,3rdQuartile,63000
4413,1stQuartile,30000
4417,1stQuartile,19000
4424,4thQuartile,93000
4425,4thQuartile,22000
4426,4thQuartile,211052
4427,2ndQuartile,45000
4428,4thQuartile,42000
4429,4thQuartile,49938
4430,3rdQuartile,48000
4438,1stQuartile,95000
4447,4thQuartile,45291
4448,4thQuartile,95000
4459,2ndQuartile,9000
4461,1stQuartile,18000
4465,3rdQuartile,15000
4466,2ndQuartile,80000
4468,3rdQuartile,79000
4469,1stQuartile,31200
4470,3rdQuartile,75000
4471,4thQuartile,140000
4474,1stQuartile,30700
4476,1stQuartile,25000
4478,4thQuartile,53000
4480,4thQuartile,202617
4487,3rdQuartile,33000
4488,4thQuartile,108000
4496,3rdQuartile,47000
4498,3rdQuartile,39000
4499,2ndQuartile,54300
4503,1stQuartile,18000
4505,1stQuartile,25000
4506,1stQuartile,30000
4508,3rdQuartile,72000
4509,4thQuartile,72899
4511,3rdQuartile,125000
4513,3rdQuartile,48000
4514,4thQuartile,125000
4517,1stQuartile,146000
4518,1stQuartile,70000
4519,2ndQuartile,50000
4520,2ndQuartile,40000
4524,3rdQuartile,50000
4528,3rdQuartile,62987
4531,3rdQuartile,113000
4532,3rdQuartile,73000
4534,3rdQuartile,35000
4536,3rdQuartile,11000
4538,2ndQuartile,40000
4540,2ndQuartile,57000
4541,1stQuartile,35000
4542,1stQuartile,34000
4543,1stQuartile,1800
4544,1stQuartile,12000
4548,4thQuartile,100000
4557,1stQuartile,6580
4560,3rdQuartile,21000
4561,3rdQuartile,16000
4563,2ndQuartile,60000
4565,2ndQuartile,98000
4566,3rdQuartile,90000
4569,3rdQuartile,85000
4570,4thQuartile,72000
4571,2ndQuartile,27359
4576,2ndQuartile,16000
4579,4thQuartile,35000
4582,2ndQuartile,50000
4583,3rdQuartile,21000
4586,4thQuartile,38154
4589,2ndQuartile,38200
4590,3rdQuartile,58000
4592,2ndQuartile,48000
4594,2ndQuartile,25000
4595,2ndQuartile,95000
4596,3rdQuartile,65000
4601,1stQuartile,30000
4602,3rdQuartile,10000
4604,2ndQuartile,27412
4606,4thQuartile,15000
4607,3rdQuartile,55000
4609,4thQuartile,194757
4619,1stQuartile,9500
4621,3rdQuartile,24000
4623,1stQuartile,62000
4624,2ndQuartile,27581
4625,4thQuartile,77000
4626,3rdQuartile,130000
4630,2ndQuartile,130000
4632,3rdQuartile,45000
4633,2ndQuartile,90000
4634,3rdQuartile,355767
4635,4thQuartile,70000
4636,1stQuartile,99000
4637,1stQuartile,25000
4638,1stQuartile,17000
4641,3rdQuartile,18000
4642,2ndQuartile,90000
4643,1stQuartile,56000
4646,2ndQuartile,24000
4651,2ndQuartile,25000
4652,4thQuartile,60000
4662,4thQuartile,52000
4665,4thQuartile,15000
4668,4thQuartile,209400
4669,1stQuartile,40000
4675,2ndQuartile,38000
4676,4thQuartile,45000
4678,1stQuartile,5000
4680,3rdQuartile,14000
4681,1stQuartile,3000
4683,3rdQuartile,10000
4686,4thQuartile,84000
4687,4thQuartile,68651
4692,4thQuartile,29000
4694,3rdQuartile,4000
4695,4thQuartile,91500
4698,3rdQuartile,108000
4699,3rdQuartile,137000
4701,3rdQuartile,197062
4702,4thQuartile,100000
4704,3rdQuartile,5000
4707,3rdQuartile,72000
4710,1stQuartile,15000
4711,1stQuartile,40000
4714,3rdQuartile,45000
4716,1stQuartile,58000
4717,2ndQuartile,3000
4720,2ndQuartile,67000
4722,2ndQuartile,35000
4724,1stQuartile,8400
4729,2ndQuartile,15000
4731,1stQuartile,20017
4732,1stQuartile,21424
4733,1stQuartile,12000
4734,1stQuartile,12000
4738,3rdQuartile,75000
4742,4thQuartile,30000
4746,2ndQuartile,36000
4747,1stQuartile,12000
4752,3rdQuartile,42000
4753,4thQuartile,33000
4754,4thQuartile,67000
4755,2ndQuartile,54000
4756,4thQuartile,163271
4758,4thQuartile,60000
4759,2ndQuartile,62000
4760,4thQuartile,34000
4762,2ndQuartile,8600
4764,2ndQuartile,55000
4765,3rdQuartile,70000
4767,4thQuartile,40000
4768,4thQuartile,30000
4770,3rdQuartile,31000
4772,2ndQuartile,24000
4774,2ndQuartile,4800
4776,1stQuartile,41000
4777,2ndQuartile,22000
4778,1stQuartile,26000
4779,1stQuartile,27000
4780,2ndQuartile,25000
4788,2ndQuartile,66000
4790,2ndQuartile,13000
4793,4thQuartile,115000
4795,4thQuartile,70000
4798,4thQuartile,90000
4799,4thQuartile,40500
4803,4thQuartile,19000
4804,2ndQuartile,12000
4805,3rdQuartile,90000
4810,3rdQuartile,50000
4812,4thQuartile,80000
4813,3rdQuartile,74000
4815,4thQuartile,58000
4817,3rdQuartile,35000
4818,4thQuartile,21000
4820,4thQuartile,25000
4822,2ndQuartile,30775
4825,4thQuartile,42000
4826,3rdQuartile,57000
4828,4thQuartile,66768
4829,4thQuartile,126000
4830,4thQuartile,344856
4831,4thQuartile,54500
4832,3rdQuartile,57000
4834,2ndQuartile,80000
4839,3rdQuartile,14000
4840,4thQuartile,24226
4842,2ndQuartile,37000
4843,2ndQuartile,45000
4844,1stQuartile,6000
4849,2ndQuartile,20000
4856,3rdQuartile,60000
4858,3rdQuartile,64000
4859,4thQuartile,36000
4862,4thQuartile,39000
4864,2ndQuartile,8575
4865,3rdQuartile,25000
4870,4thQuartile,6000
4871,4thQuartile,34000
4872,1stQuartile,56000
4873,4thQuartile,55000
4876,3rdQuartile,35000
4879,3rdQuartile,26500
4880,2ndQuartile,27000
4881,3rdQuartile,80000
4883,2ndQuartile,47000
4884,3rdQuartile,33000
4888,3rdQuartile,38083
4889,4thQuartile,65000
4890,2ndQuartile,22000
4892,2ndQuartile,72000
4894,3rdQuartile,81000
4896,4thQuartile,90000
4899,1stQuartile,20000
4900,2ndQuartile,50000
4901,1stQuartile,32000
4906,1stQuartile,7300
4907,4thQuartile,188255
4911,3rdQuartile,6000
4914,1stQuartile,29000
4919,2ndQuartile,52000
4921,4thQuartile,92500
4922,3rdQuartile,17000
4923,1stQuartile,22000
4924,2ndQuartile,33500
4926,2ndQuartile,48000
4927,4thQuartile,159193
4929,2ndQuartile,17900
4930,2ndQuartile,18839
4931,4thQuartile,33000
4933,3rdQuartile,39000
4934,1stQuartile,25000
4937,1stQuartile,22000
4939,3rdQuartile,41000
4942,1stQuartile,54000
4943,1stQuartile,42000
4944,4thQuartile,75000
4945,1stQuartile,35000
4946,1stQuartile,43000
4948,1stQuartile,18000
4952,1stQuartile,26000
4953,3rdQuartile,22000
4954,3rdQuartile,78000
4955,3rdQuartile,40000
4960,1stQuartile,60000
4962,3rdQuartile,36000
4966,2ndQuartile,32000
4967,3rdQuartile,32500
4968,4thQuartile,66948
4972,2ndQuartile,3000
4975,4thQuartile,60000
4976,4thQuartile,94000
4979,3rdQuartile,58000
4981,1stQuartile,35100
4983,1stQuartile,8000
4986,1stQuartile,410008
4987,4thQuartile,15000
