Gender,Arith,Word,Parag,Math,AFQT
female,8,20,8,3,8.1
female,22,30,11,9,44.3
male,30,35,15,25,100.0
male,29,35,12,19,83.2
female,19,31,13,9,44.4
male,3,16,5,5,2.5
female,12,20,6,13,27.0
female,11,23,12,9,36.5
male,11,18,9,6,24.9
female,20,35,14,20,86.1
female,10,26,11,10,40.4
male,23,21,10,18,57.0
female,9,28,10,13,46.7
female,21,32,12,9,61.3
female,7,9,2,4,0.3
male,19,34,12,14,68.6
female,6,26,7,7,14.8
female,13,27,12,17,61.4
male,25,35,12,21,78.7
female,10,29,13,10,44.0
female,24,30,12,20,73.4
female,13,22,10,10,53.6
male,10,6,2,4,2.0
male,17,12,5,9,25.8
female,11,25,11,8,25.3
female,10,31,13,8,45.8
female,7,22,5,1,6.8
male,14,17,9,6,17.5
male,14,21,10,9,24.0
male,19,33,12,16,53.6
female,15,31,10,14,39.9
male,11,16,8,8,22.2
female,13,28,13,10,36.4
male,12,7,5,3,7.9
female,9,21,11,9,24.6
male,27,28,12,15,68.3
female,20,34,15,10,74.7
male,15,28,11,9,37.6
male,21,33,13,21,74.5
male,7,9,3,7,10.4
female,8,12,4,5,4.5
female,25,20,15,19,70.1
male,19,28,13,10,64.4
female,27,33,13,23,88.5
male,11,15,11,9,27.8
male,12,24,8,8,18.4
female,16,27,11,18,67.3
male,12,27,13,6,35.3
male,21,27,10,10,39.0
female,16,26,10,10,33.9
female,16,32,14,9,64.2
female,7,19,9,10,26.6
female,22,31,14,17,74.2
female,11,13,6,8,18.0
male,5,5,3,8,4.2
male,23,25,8,15,53.6
female,23,34,15,17,86.3
male,20,29,14,18,70.7
male,9,24,9,8,23.7
female,18,33,11,12,47.6
male,24,28,13,11,70.5
female,25,31,13,11,48.5
female,17,20,12,11,49.0
male,9,24,9,6,26.5
female,9,20,9,12,24.5
female,23,32,13,20,68.2
male,27,35,14,24,96.0
male,26,23,13,20,69.6
female,23,27,14,22,87.8
male,27,29,14,24,88.6
male,4,6,1,2,0.1
female,18,33,15,10,64.1
male,11,26,12,5,31.9
female,14,29,14,11,59.7
female,19,35,13,17,71.4
male,29,33,13,24,85.9
female,21,26,14,10,51.9
female,29,29,13,24,88.9
female,19,29,14,12,64.9
male,13,31,14,18,75.7
female,22,34,14,20,93.9
male,5,13,9,5,8.9
male,14,29,9,12,33.7
female,30,35,14,23,98.7
female,26,34,14,22,86.7
female,26,32,13,21,81.9
male,20,24,12,10,54.3
female,18,31,13,15,73.9
female,29,35,14,18,89.2
male,28,33,11,15,67.2
female,17,33,14,17,81.7
male,19,23,12,13,49.0
female,29,35,14,22,98.6
male,28,34,15,24,98.2
female,14,19,9,12,37.5
female,21,32,15,22,81.9
female,26,28,12,22,56.2
female,26,33,13,18,86.2
female,15,30,12,14,43.3
female,17,28,13,16,60.2
male,20,32,13,10,56.3
female,14,27,9,9,35.0
male,23,33,12,19,67.3
male,19,22,13,12,55.9
female,26,28,14,14,71.2
male,15,28,13,12,77.2
female,27,30,14,25,80.3
female,12,24,12,8,23.9
female,30,35,14,24,99.2
female,29,34,13,24,91.4
female,16,22,10,10,44.6
female,14,21,9,11,35.1
male,20,34,14,11,71.5
male,28,32,13,21,77.2
male,16,8,5,12,20.2
female,20,28,11,22,66.7
male,13,24,8,15,31.6
female,12,28,13,8,35.4
male,23,9,5,9,25.7
female,25,35,15,20,94.2
male,20,22,12,17,59.9
female,16,32,12,12,46.4
male,12,21,7,6,25.8
male,7,7,4,10,7.8
male,28,34,13,24,95.5
female,30,34,14,25,95.4
male,18,28,12,16,44.1
male,9,21,7,10,26.2
female,15,20,11,10,46.1
female,14,29,11,16,50.9
female,24,33,12,18,69.0
female,18,29,14,14,55.1
male,20,31,11,16,60.6
male,28,32,13,23,88.5
female,12,17,13,10,27.6
female,7,13,9,10,15.4
female,9,24,5,9,24.0
male,15,31,13,13,72.8
male,13,28,13,15,60.4
female,18,20,12,9,36.2
male,19,29,13,9,51.0
female,15,21,9,10,31.1
male,11,33,14,10,53.5
male,11,16,7,6,13.5
male,24,29,7,9,41.4
male,4,12,5,4,1.7
female,16,32,12,10,50.6
female,20,35,13,19,87.2
female,22,29,13,16,74.4
male,9,15,5,8,10.9
female,16,32,13,13,64.5
male,30,34,13,22,96.3
female,21,27,10,21,71.0
female,7,15,5,5,4.9
male,10,21,11,6,18.2
female,17,32,13,17,65.2
female,18,26,12,18,55.5
male,25,30,12,24,81.1
female,16,25,13,6,34.8
male,6,11,5,8,7.6
female,28,33,13,20,89.2
female,29,33,15,19,90.6
male,9,12,6,7,10.7
male,29,35,14,24,98.5
male,19,19,13,13,53.9
female,25,28,15,25,93.2
female,14,25,13,11,54.8
male,27,27,13,23,80.2
female,26,30,13,19,82.2
female,15,24,11,15,40.4
female,13,32,13,11,57.9
male,25,35,14,21,92.0
male,30,33,13,25,92.4
female,16,29,10,20,57.8
male,29,31,13,18,74.6
male,23,34,14,15,84.9
female,22,23,12,18,70.0
female,27,33,13,12,72.2
female,12,17,4,4,7.2
male,26,33,14,13,84.1
male,14,26,14,6,44.6
female,17,32,14,9,60.7
female,22,25,15,16,67.7
male,20,24,11,8,25.5
male,8,23,7,5,8.8
male,22,30,14,13,67.7
female,29,34,13,23,88.6
female,25,30,12,13,60.9
male,30,31,15,20,89.8
female,27,34,14,23,91.0
male,22,21,13,16,63.3
male,27,33,15,16,87.4
male,8,12,4,4,3.0
male,22,35,12,12,62.4
female,10,30,10,13,39.6
female,22,35,14,22,85.2
female,13,14,9,9,27.4
female,24,27,13,19,65.3
female,25,31,13,15,74.6
male,16,28,11,10,42.3
male,9,19,6,4,10.9
female,30,32,12,24,87.9
female,13,35,12,4,44.0
female,28,29,12,22,80.0
female,12,27,10,14,39.2
female,23,31,13,23,83.3
male,27,32,13,21,73.3
female,11,22,9,7,27.3
male,26,25,9,15,42.9
male,16,34,13,10,65.3
female,13,26,13,13,39.0
female,13,21,11,17,35.2
female,20,32,12,21,70.5
male,10,24,11,9,29.3
female,14,28,15,13,64.1
male,7,4,4,5,2.0
male,16,33,12,18,71.8
male,13,19,7,3,17.5
male,11,19,6,8,18.4
male,21,25,13,8,56.5
female,29,32,13,22,73.7
female,25,31,14,23,84.8
male,22,31,15,16,75.2
male,27,33,13,22,89.2
male,29,35,14,23,99.5
female,12,18,10,8,22.4
male,7,14,6,10,13.4
female,11,21,14,10,44.3
male,27,33,15,24,92.0
female,18,25,14,14,74.5
male,26,30,14,20,81.9
male,21,27,12,11,56.3
male,25,29,11,17,60.4
female,18,25,9,11,37.5
male,11,16,8,5,10.8
female,24,29,12,23,70.7
female,25,34,15,19,84.0
female,16,21,13,14,52.7
female,8,15,6,15,22.8
female,16,30,12,13,40.4
male,8,18,6,7,12.6
male,26,27,12,22,65.3
male,17,30,13,16,69.1
female,21,31,13,12,56.3
male,12,26,8,8,30.8
female,20,26,14,8,54.9
male,27,35,11,21,81.3
male,22,31,14,19,82.5
male,29,35,15,25,99.1
male,21,12,8,6,22.7
male,12,15,5,9,22.2
male,22,28,12,13,74.0
male,28,34,15,25,98.6
female,16,31,11,16,63.4
male,17,30,11,16,55.4
male,11,29,10,11,36.6
female,17,35,14,22,76.8
female,21,27,8,13,55.4
male,17,23,14,12,55.6
male,30,31,12,21,75.2
male,29,33,15,24,97.6
female,13,23,7,5,12.8
male,17,28,14,13,51.5
male,23,29,13,18,69.3
male,16,25,8,7,29.2
female,12,23,10,7,22.1
female,16,33,11,14,48.1
male,6,27,7,10,19.2
female,18,29,9,12,50.5
female,15,30,12,11,57.3
male,7,11,3,8,7.5
male,9,10,5,6,5.4
male,25,27,13,18,77.2
male,13,22,10,11,29.2
female,28,35,13,25,92.7
female,21,32,12,17,63.9
female,21,31,12,21,83.7
female,24,14,13,20,65.2
female,15,20,7,9,33.7
male,7,16,5,7,8.6
female,8,13,6,8,16.3
female,21,26,15,19,69.9
male,27,28,10,22,78.1
female,27,33,14,19,84.7
female,14,30,12,12,48.4
female,18,23,12,11,31.4
male,13,16,11,10,37.2
female,18,26,11,20,49.1
male,28,32,13,22,91.9
female,14,24,11,8,28.0
female,14,27,15,12,64.1
female,23,32,11,13,54.7
female,9,26,11,11,45.8
male,19,34,10,12,57.4
male,29,29,11,24,86.0
female,13,29,12,8,35.2
male,19,30,14,21,76.2
female,21,29,12,19,76.6
female,28,30,14,23,83.8
male,11,23,9,7,21.7
female,19,33,14,18,87.9
female,15,29,12,12,54.5
male,9,16,4,8,12.6
male,13,18,6,11,31.5
male,9,26,8,7,19.0
male,25,30,10,17,60.1
female,25,33,14,23,86.4
male,22,18,9,11,37.5
male,30,34,14,25,96.9
female,9,18,8,8,14.1
female,12,31,12,6,38.6
female,16,23,9,12,34.6
female,13,34,12,13,50.2
male,10,18,12,8,25.7
male,18,24,13,13,61.5
male,27,32,13,21,92.9
female,16,34,11,18,62.8
male,30,35,13,24,91.1
female,21,32,15,19,78.9
male,24,29,9,23,68.5
male,13,28,9,18,52.1
male,8,17,11,10,24.3
female,19,33,13,16,65.2
female,19,28,10,8,31.0
female,20,29,13,11,58.9
female,24,24,11,14,48.5
female,30,34,15,25,99.5
female,24,33,14,20,79.5
male,23,30,13,23,72.2
male,24,30,13,18,72.1
female,17,29,13,6,36.8
female,28,32,14,20,81.8
male,11,20,13,7,27.3
male,20,32,14,21,93.6
female,16,29,13,13,62.8
female,8,27,13,8,34.5
male,22,16,7,18,38.6
male,10,26,8,9,30.4
male,24,28,11,12,46.0
female,12,30,11,4,25.7
female,24,27,12,24,79.6
male,18,31,10,14,45.5
female,8,21,7,11,43.5
female,20,25,15,13,61.3
female,23,28,14,20,85.3
female,8,9,4,5,2.5
female,28,31,14,19,79.6
female,14,30,13,8,40.8
male,15,22,13,15,53.4
male,30,26,12,22,73.7
male,18,20,11,6,30.2
male,16,26,7,16,42.5
female,18,25,14,10,61.5
male,20,29,10,14,48.5
male,9,19,8,8,20.6
male,18,23,13,11,45.3
female,23,31,13,22,88.8
male,21,33,15,12,69.7
male,15,22,15,6,44.1
male,5,28,9,8,14.2
male,29,31,14,16,75.0
male,27,34,12,20,78.5
female,6,25,10,18,41.3
female,15,34,13,20,70.9
male,21,18,9,11,40.1
female,18,23,11,13,40.0
male,24,32,12,13,69.4
male,11,25,9,10,25.5
male,20,34,14,9,69.0
female,17,33,11,11,35.4
male,8,22,8,10,18.8
male,24,31,12,12,56.8
female,10,17,7,10,23.8
female,26,30,12,22,79.2
female,27,35,12,20,80.9
male,19,25,10,13,50.5
male,15,34,13,12,69.4
male,5,13,10,6,14.0
female,6,11,4,7,5.4
male,23,31,12,6,38.5
male,13,25,12,11,50.6
female,19,30,13,22,54.8
female,16,30,11,12,53.5
male,26,29,11,11,49.9
female,17,30,12,18,42.0
male,11,15,10,10,30.4
female,14,15,5,11,23.1
male,29,35,15,25,100.0
female,19,27,12,12,64.7
female,25,24,12,22,64.4
female,27,34,15,22,97.6
male,16,33,12,9,45.6
male,20,24,4,9,21.7
female,16,30,12,14,43.9
female,15,25,10,12,44.8
male,13,30,9,15,51.6
female,9,10,6,6,7.0
male,7,6,4,2,1.0
male,18,29,12,16,66.3
female,13,19,8,7,19.7
female,16,26,10,17,47.6
male,23,33,13,12,61.2
male,21,30,11,11,68.3
male,7,14,7,3,15.9
female,16,22,10,9,36.9
male,28,25,13,13,66.3
male,16,25,15,12,63.6
female,27,35,14,22,88.3
male,27,29,13,16,72.2
female,15,20,14,10,53.3
female,22,23,12,20,58.7
male,30,34,14,20,93.9
female,18,26,11,7,49.0
female,21,34,14,23,92.6
female,30,30,14,19,80.6
female,16,22,11,12,31.5
male,17,23,10,13,61.6
male,14,18,7,8,21.5
male,16,31,15,18,80.7
male,15,22,10,8,24.8
female,23,28,15,21,86.4
female,16,22,8,9,40.0
female,19,28,12,10,43.1
female,13,31,13,15,67.4
male,13,18,7,3,11.5
male,22,30,13,18,60.5
male,10,25,10,8,26.6
female,7,24,11,7,22.3
female,12,28,10,10,39.7
female,22,31,9,12,61.4
female,14,28,15,21,78.1
female,19,35,13,19,76.6
female,19,29,14,20,77.7
male,18,28,12,17,64.5
male,21,28,14,13,75.3
male,23,26,11,19,65.1
female,12,29,12,9,36.9
female,26,30,13,22,85.3
male,19,30,14,12,66.4
male,8,20,10,7,18.8
male,27,34,15,15,88.9
female,16,27,11,12,45.2
male,24,33,14,22,85.6
female,24,29,13,16,73.0
female,24,33,15,22,97.3
male,11,15,5,7,13.0
male,25,34,14,25,95.2
male,18,33,12,22,65.9
female,18,27,11,15,45.0
male,9,11,0,7,4.2
male,7,22,10,3,19.2
male,20,31,11,14,37.1
female,19,31,12,17,62.1
female,24,26,12,20,60.8
female,9,24,10,13,31.5
male,27,25,13,19,73.3
female,29,35,15,24,99.0
male,21,31,9,15,60.2
male,26,32,15,22,81.9
female,10,27,9,11,31.4
female,11,33,14,12,58.2
female,16,29,9,10,48.0
male,23,25,14,16,71.8
male,24,30,15,21,77.4
male,23,21,12,12,58.3
male,12,28,12,9,50.8
female,25,32,12,14,72.8
female,24,35,14,18,88.1
male,4,22,10,8,15.9
male,19,21,9,6,23.1
male,19,33,14,18,74.4
female,17,32,13,15,75.5
male,29,33,13,21,89.7
male,19,31,11,16,65.3
female,12,33,13,12,63.2
female,14,28,12,10,43.7
female,17,29,12,12,47.9
female,20,24,13,15,56.0
male,5,11,5,8,6.6
male,25,24,12,10,49.4
male,22,34,12,11,62.0
female,29,28,15,15,80.1
male,22,34,14,19,76.1
male,7,16,3,4,2.9
female,14,24,13,15,52.0
male,18,19,14,13,54.8
male,19,23,11,18,52.0
male,12,17,6,5,12.9
male,24,31,14,24,85.0
male,28,31,13,22,95.2
female,10,18,7,9,18.8
female,21,29,13,22,71.2
female,20,26,13,12,44.4
male,15,25,11,14,47.2
male,25,29,13,16,66.5
male,20,29,14,11,72.0
male,7,28,8,9,28.8
male,5,22,7,5,10.0
female,30,33,15,24,97.2
male,9,8,6,8,10.0
male,13,17,7,6,16.9
male,15,25,10,12,40.8
female,25,29,15,20,88.8
male,30,35,13,23,94.3
male,21,18,13,12,51.9
male,16,33,15,17,75.4
female,19,27,14,10,64.4
female,21,34,14,21,85.9
male,12,17,7,8,22.3
male,15,32,12,15,55.8
male,29,32,14,19,88.3
female,14,23,8,9,36.1
male,23,19,5,11,34.3
male,15,29,10,11,26.8
female,20,30,14,15,74.6
female,16,23,12,9,42.9
male,27,29,15,19,82.5
female,13,18,12,9,30.6
female,15,35,14,14,77.5
female,12,26,7,7,25.3
male,23,34,12,19,81.5
female,17,32,13,11,62.9
female,18,23,11,19,58.2
male,30,31,14,23,95.2
male,21,34,14,16,79.3
male,14,13,6,7,16.2
male,29,32,14,24,90.5
female,27,35,14,17,84.2
female,18,28,11,17,60.5
male,27,29,11,17,70.0
male,28,32,12,18,72.8
female,21,33,11,19,65.9
male,11,30,11,10,33.5
male,23,28,12,12,42.9
female,22,30,15,11,71.2
male,11,27,14,13,60.7
male,17,27,7,9,44.8
male,26,34,12,24,83.0
male,29,33,14,21,84.7
female,11,22,10,13,33.4
male,23,27,11,16,64.1
male,15,27,13,11,58.3
male,17,20,13,12,53.0
female,18,27,13,12,60.6
male,28,30,14,21,86.9
female,19,27,12,14,64.8
male,17,25,12,9,54.7
female,24,30,14,19,78.1
female,22,25,15,16,70.0
male,4,8,2,5,0.2
male,30,35,14,23,97.5
female,8,24,12,14,48.3
male,28,30,13,22,86.5
male,11,27,13,7,41.8
male,24,31,12,12,54.3
female,9,27,13,10,31.2
female,20,30,15,15,81.7
female,27,31,14,22,89.2
female,18,34,13,12,67.3
male,11,8,7,6,11.4
male,6,29,10,6,23.3
male,18,31,14,13,78.7
female,21,32,15,18,92.0
female,14,26,9,6,29.2
male,12,20,8,5,15.7
female,19,32,11,20,67.8
male,24,29,10,14,51.7
male,30,34,14,24,92.4
female,20,28,15,12,63.4
male,16,20,10,14,47.9
female,26,35,15,12,84.2
male,29,33,15,22,96.8
female,13,20,12,11,46.6
male,20,30,13,18,60.9
female,19,32,13,13,53.1
female,28,34,14,20,97.1
male,21,30,11,21,56.8
male,8,18,7,8,16.7
female,15,32,13,15,48.9
male,21,27,13,16,67.5
female,14,17,10,13,37.1
male,30,32,14,12,83.2
male,30,34,14,23,97.4
male,11,25,10,7,34.0
male,25,33,14,24,90.3
male,13,14,4,6,10.8
female,30,35,14,24,97.7
female,10,25,11,13,39.2
female,22,34,11,17,65.4
male,18,28,13,14,66.4
female,29,35,14,25,98.1
female,25,31,13,20,73.5
female,23,32,15,19,88.0
female,18,33,14,15,60.9
male,25,25,12,14,50.4
female,7,24,7,8,23.1
male,12,24,10,10,35.8
male,13,16,4,7,15.3
female,17,29,12,17,47.3
male,16,23,6,9,19.6
male,11,30,8,7,31.5
male,8,15,5,7,6.8
male,21,28,12,17,55.8
female,14,19,8,7,28.3
male,19,14,1,9,15.4
female,27,33,15,21,91.5
female,18,30,12,18,51.9
male,26,35,15,20,95.3
male,20,9,9,10,27.8
male,10,19,8,10,29.4
male,21,33,14,15,69.6
female,14,21,11,13,31.2
male,18,27,8,8,26.9
female,27,35,14,21,90.6
male,30,34,14,21,91.2
male,14,28,10,10,47.3
female,29,34,15,24,99.4
male,28,26,12,21,59.6
male,16,28,11,14,71.0
male,19,21,11,11,37.7
male,12,27,13,8,43.8
male,26,32,13,12,76.7
male,25,32,13,20,72.1
female,12,25,11,14,35.6
male,26,26,13,13,51.6
female,15,27,12,13,39.3
female,17,33,14,15,59.4
female,30,30,12,25,77.5
female,18,33,13,11,71.9
female,19,32,14,15,69.2
female,9,26,9,14,27.3
female,30,35,14,22,96.1
male,29,35,13,23,88.0
male,22,34,14,22,88.0
male,20,26,10,10,38.6
male,27,32,15,23,93.8
male,29,32,12,21,86.9
female,16,25,13,12,46.5
male,16,25,12,20,59.0
male,17,30,11,7,41.8
male,19,32,11,18,49.0
female,21,34,14,10,61.2
male,6,11,5,5,2.9
male,12,26,7,7,14.7
female,20,30,10,16,68.6
male,9,26,10,10,21.8
female,28,32,15,20,90.0
female,16,24,9,8,31.8
male,11,19,7,7,17.7
female,21,30,14,21,66.1
male,9,16,4,8,7.1
male,15,21,8,16,36.7
male,16,20,6,6,15.6
male,12,28,7,7,24.7
male,18,24,9,16,51.2
male,15,27,5,11,37.9
female,29,30,14,19,88.2
male,17,30,15,13,61.2
female,28,33,15,25,95.9
male,17,29,13,6,38.5
male,25,30,11,21,61.3
female,13,28,13,13,55.6
male,17,16,9,7,23.7
male,20,28,14,11,59.8
male,7,12,3,7,4.6
female,22,33,12,14,62.4
female,29,35,14,23,96.9
male,11,30,11,7,27.1
male,14,26,13,12,37.7
female,22,32,12,21,58.5
female,24,31,12,18,62.4
male,10,33,15,6,48.3
male,30,35,14,25,99.3
male,7,10,5,4,3.5
female,15,22,9,15,33.8
male,16,20,11,5,23.5
male,22,29,12,23,81.7
female,18,18,10,10,29.6
female,14,31,12,15,52.7
male,26,29,12,21,68.4
female,20,30,13,22,80.4
male,22,24,11,21,63.5
male,10,17,5,2,6.5
male,28,35,15,18,95.8
male,16,29,8,12,29.6
male,19,25,9,13,38.7
male,18,27,14,11,66.0
female,18,28,10,13,55.1
female,28,34,12,19,74.2
male,20,30,13,14,55.4
male,17,28,11,12,41.9
male,13,21,10,6,15.2
male,12,12,3,7,12.4
male,8,25,10,4,11.6
male,12,25,10,9,24.8
male,13,20,8,12,29.7
male,14,22,8,15,40.5
male,18,28,13,18,62.7
male,10,16,4,6,14.6
male,24,25,12,21,70.4
male,6,4,3,6,1.8
male,24,28,11,14,51.6
female,27,33,11,21,62.5
female,28,30,15,17,84.6
female,11,26,12,20,45.2
female,25,31,13,23,78.8
female,20,27,11,13,44.4
male,21,29,9,13,49.0
male,20,30,13,17,74.4
male,12,21,10,6,20.7
male,18,33,12,10,49.4
female,29,25,13,23,67.2
female,14,26,13,13,58.0
female,20,33,11,15,59.8
female,21,30,13,15,73.0
female,6,26,14,14,45.8
female,29,35,15,22,98.1
female,10,17,9,11,25.3
female,26,32,11,16,70.6
male,10,21,9,9,25.0
female,11,20,12,8,27.2
male,19,27,13,20,67.9
female,24,35,12,15,66.6
female,15,22,11,15,47.8
male,26,33,14,21,90.0
male,21,29,13,10,56.9
male,30,35,13,24,89.9
male,24,25,10,15,37.2
male,19,33,11,14,61.7
female,22,24,9,19,53.2
male,13,25,10,8,42.8
female,8,18,11,14,32.0
female,30,34,14,13,84.5
male,15,22,9,11,33.8
female,10,25,11,6,27.0
male,26,35,14,14,83.3
female,19,28,13,14,54.9
male,23,28,14,13,59.0
female,20,26,12,18,75.0
male,11,21,12,8,37.6
male,13,20,11,11,44.2
male,19,26,14,21,78.2
female,30,34,14,25,98.0
female,30,35,15,24,98.5
female,12,27,12,10,38.7
female,28,30,13,24,91.4
male,13,22,10,12,30.5
male,29,28,14,20,71.1
male,26,31,12,14,72.6
male,23,20,10,14,47.4
female,17,14,13,12,60.8
male,8,9,8,7,8.5
male,18,34,11,13,66.9
female,12,16,8,7,23.1
female,18,28,14,18,79.8
female,27,34,15,24,94.2
male,11,24,8,6,15.1
male,24,31,14,21,78.6
female,18,29,12,16,64.3
male,12,26,11,6,34.1
male,19,33,10,16,66.0
female,16,32,12,13,59.3
male,24,26,14,12,68.2
female,20,23,11,20,50.2
female,23,33,12,20,71.1
male,22,33,13,24,80.5
female,21,35,15,18,85.1
female,23,31,13,22,84.3
female,30,35,13,21,93.5
female,28,34,13,20,87.9
male,26,32,12,22,83.5
female,21,34,13,24,82.8
female,18,32,13,19,69.7
male,11,28,11,7,32.1
male,30,35,14,24,97.3
female,17,26,14,20,69.9
female,25,35,14,25,93.0
male,22,31,15,15,82.2
male,22,22,12,14,56.6
male,6,21,5,6,13.5
male,12,18,8,8,27.0
male,7,14,7,7,9.0
female,10,25,11,9,36.7
female,18,22,10,12,51.1
male,26,33,15,23,95.5
male,25,31,12,20,73.2
male,9,25,11,10,34.1
male,30,35,14,25,99.4
male,21,29,12,16,64.4
male,11,27,14,8,35.0
male,7,21,10,11,28.7
female,19,32,11,21,66.7
male,23,31,9,16,55.8
male,19,34,14,14,73.6
female,17,21,8,11,40.9
male,16,26,12,9,39.9
female,25,33,14,17,72.0
male,28,32,13,22,87.5
male,14,11,7,9,24.6
male,9,14,8,9,15.8
male,29,24,14,20,78.5
male,15,31,12,11,53.7
male,20,26,11,14,66.8
female,20,31,12,11,49.4
male,30,34,14,25,97.8
male,21,31,12,19,58.3
male,16,25,11,8,31.7
female,29,31,14,25,89.9
male,26,34,14,21,83.5
male,23,32,13,19,88.7
male,11,23,8,7,27.7
male,19,31,14,19,81.4
male,22,24,12,16,63.1
female,26,35,15,18,91.6
female,19,27,12,14,46.1
female,12,13,4,11,17.8
female,11,19,8,12,28.0
male,23,21,14,9,51.8
male,8,22,6,9,21.8
male,14,21,12,17,49.7
female,9,18,7,9,16.6
male,21,28,13,18,74.8
female,16,30,12,13,51.4
male,25,31,13,22,84.8
male,9,13,4,4,4.3
male,19,28,8,9,28.8
male,24,23,12,18,61.8
male,20,27,11,13,40.9
female,25,33,13,21,86.9
male,14,20,7,7,24.3
female,10,18,9,9,28.0
female,18,26,12,10,52.6
male,25,26,13,14,61.6
male,27,34,15,14,85.9
male,13,29,10,8,32.7
male,9,13,4,9,11.7
male,19,26,11,9,45.8
female,18,21,14,20,72.3
male,24,27,12,15,77.7
male,20,34,12,19,79.3
female,28,33,13,22,92.1
male,27,35,15,21,94.1
male,19,30,14,16,68.0
female,20,23,13,22,62.1
male,17,25,14,12,63.2
male,13,20,9,12,32.7
female,20,32,13,15,71.6
male,28,30,12,25,77.9
male,26,31,14,20,91.4
male,16,34,14,22,81.5
male,17,17,11,11,39.0
male,26,29,12,10,63.9
male,20,27,13,9,38.0
male,12,27,9,12,41.8
male,26,34,14,20,88.0
female,25,33,13,20,76.6
female,22,34,13,21,77.7
male,21,29,10,23,70.9
male,28,35,15,19,94.1
male,26,31,12,13,58.2
male,28,32,11,23,84.7
female,20,32,13,22,77.3
female,27,26,14,14,68.2
male,30,34,12,24,87.2
male,11,24,8,4,19.0
female,28,35,15,24,98.6
male,11,17,4,8,19.8
female,21,26,11,10,44.3
male,15,35,15,14,79.8
male,19,24,10,8,41.2
female,26,33,14,21,85.8
male,8,20,5,5,12.1
female,22,33,14,21,75.0
male,12,8,5,6,8.6
female,25,33,15,22,90.4
male,14,29,14,14,70.5
male,25,32,14,20,85.1
male,28,29,13,14,70.0
male,14,29,14,18,70.0
female,26,33,13,21,80.8
male,16,29,14,11,65.7
male,28,34,14,24,97.9
male,21,26,12,18,52.2
male,19,32,11,15,60.1
male,22,30,14,18,67.8
female,26,35,12,17,84.2
female,26,30,13,21,82.4
female,9,26,13,8,37.7
male,29,33,15,20,93.1
male,20,29,13,14,51.9
male,12,15,8,5,16.1
male,12,24,8,11,30.9
female,17,34,13,17,72.6
male,30,33,15,22,97.5
male,18,25,13,11,54.8
male,23,30,13,18,55.4
female,13,30,13,16,48.1
male,24,32,11,16,67.5
male,26,35,11,21,79.4
male,24,20,11,13,43.4
female,9,19,2,8,13.2
male,12,29,10,12,28.7
male,24,27,12,17,71.0
female,25,34,15,7,75.6
male,9,16,5,3,9.2
female,23,34,14,22,87.1
male,26,34,12,22,68.6
male,15,26,8,10,39.2
male,24,35,11,18,68.9
male,5,19,5,4,3.8
female,12,27,10,19,56.6
male,23,34,15,17,84.1
male,30,32,12,19,72.6
male,20,32,14,19,88.2
male,26,35,13,18,83.7
male,7,34,13,24,71.2
male,27,29,12,22,57.6
female,23,33,14,25,90.8
female,18,24,13,14,59.1
male,21,28,4,13,43.2
male,30,35,12,25,92.3
female,24,35,13,21,84.6
male,25,30,13,16,72.9
male,15,25,8,7,21.2
female,27,34,14,21,92.2
female,7,19,12,3,18.6
male,16,26,12,12,46.5
male,24,22,8,21,50.6
male,26,32,13,14,70.6
male,20,32,13,7,51.8
male,10,6,4,3,7.4
female,11,21,9,9,18.3
female,20,24,11,12,43.3
male,18,29,14,12,60.1
male,14,27,14,6,38.2
male,30,31,14,25,95.9
male,17,32,9,15,43.5
female,20,35,15,22,88.0
female,21,31,12,16,65.9
female,13,25,15,16,62.2
female,18,33,12,23,74.2
male,14,16,6,6,12.3
female,19,30,13,17,64.0
male,24,30,12,17,63.1
male,23,33,10,18,64.4
female,24,34,15,17,85.0
female,20,34,11,13,54.8
female,21,29,15,10,67.3
female,15,21,11,6,35.6
male,26,29,10,22,65.8
male,17,28,9,10,34.9
female,5,28,11,12,34.1
female,25,29,13,23,85.9
female,15,34,14,17,74.2
male,28,33,15,23,95.5
male,27,35,15,19,92.9
male,11,18,10,6,27.2
male,27,35,14,23,94.7
male,8,7,4,10,8.0
male,16,12,4,8,22.5
male,23,27,10,13,41.7
female,22,30,12,19,75.1
female,26,29,15,14,80.7
female,14,28,12,17,60.1
female,25,31,14,18,66.3
female,7,19,11,8,25.2
female,26,33,13,18,65.7
female,28,35,15,25,99.2
female,22,30,13,16,70.8
female,12,31,8,10,45.3
male,22,34,13,13,72.9
male,18,22,11,7,35.6
male,25,32,12,9,58.5
male,14,22,9,8,18.0
male,16,26,10,12,50.3
male,18,21,9,9,43.1
female,24,30,12,15,54.8
female,17,28,14,20,67.0
male,27,33,13,22,77.3
female,7,23,10,7,24.4
female,27,32,15,22,92.2
male,24,31,13,18,75.4
male,27,35,15,22,96.8
male,25,29,14,19,82.5
male,14,34,11,11,59.3
male,30,35,15,23,99.4
male,21,28,10,13,59.7
female,19,34,14,18,72.9
female,28,31,13,19,77.4
female,25,31,15,18,81.5
male,26,34,12,24,83.2
female,28,33,13,18,86.5
male,9,15,2,6,8.0
female,14,30,11,13,52.0
male,23,23,11,11,43.4
male,14,19,9,15,35.8
male,27,21,11,20,58.9
male,14,23,10,14,39.3
