Subject,AFQT,Educ,Income2005
2863,41.306,12,40000
2864,32.795,12,22000
2866,57.774,13,120000
2867,27.951,11,10000
2868,56.211,16,74000
2870,74.671,18,126000
2871,56.887,18,80000
2877,84.187,14,45000
2894,94.588,16,166924
2895,81.941,16,194031
2896,85.579,18,162733
2899,62.044,16,30000
2900,98.481,18,500
2902,98.731,20,33000
2906,84.155,19,85000
2910,93.168,18,35000
2911,4.106,12,2000
2912,36.386,12,15000
2913,12.978,13,42000
2920,52.232,12,75000
2921,39.227,12,60000
2928,96.193,16,10088
2929,84.197,18,46000
2930,70.097,16,32000
2936,70.882,18,40000
2939,98.472,15,65000
2941,92.533,20,180621
2942,18.324,13,10372
2944,64.365,12,32000
2946,85.937,16,62000
2948,79.666,16,12500
2949,52.547,16,20000
2950,81.036,16,93000
2952,54.754,14,35000
2953,33.606,10,85000
2957,80.16,20,35000
2959,77.435,20,110000
2961,78.001,19,68000
2962,59.686,16,140000
2971,2.081,9,2100
2974,31.213,12,89000
2975,95.172,14,42000
2976,68.2,12,53000
2977,40.065,12,40000
2978,36.622,12,9000
2980,98.312,20,170
2981,53,13,18300
2984,96.417,16,359118
2985,90.461,16,100000
2988,78.044,16,100000
2990,74.992,12,5000
2991,60.487,16,45000
2994,64.927,12,97200
2995,28.057,12,24000
2996,68.855,14,60000
2997,56.956,12,74000
2998,65.906,12,42000
3016,79.756,16,85000
3019,63.843,18,85000
3020,47.078,12,10800
3023,35.837,12,30000
3024,27.309,13,85000
3025,94.201,14,1500
3030,9.639,11,28500
3033,75.947,18,150000
3035,71.321,12,30000
3036,84.533,12,52000
3037,72.993,12,72000
3039,71.201,12,65000
3041,92.464,13,12000
3046,13.119,12,30000
3047,35.153,13,7200
3050,3.838,8,60000
3051,42.04,12,17000
3054,29.399,12,15000
3055,18.999,12,30000
3057,19.496,12,18000
3058,49.827,14,77000
3062,82.256,16,282588
3065,10.181,12,25000
3077,16.973,12,70000
3079,55.687,12,30000
3081,63.437,12,37000
3082,58.906,12,25000
3084,89.903,16,183223
3085,87.496,16,25000
3089,93.403,15,13000
3090,73.371,12,31600
3091,39.958,14,41000
3094,14.147,12,2200
3095,42.733,12,18000
3100,27.065,12,50000
3107,65.348,15,22000
3109,98.588,18,58000
3111,80.097,18,43000
3112,44.232,18,105000
3113,40.008,12,40000
3117,64.261,14,87000
3118,35.994,12,28000
3120,34.968,13,1200
3127,16.094,12,22000
3134,21.288,12,6000
3137,85.855,18,120000
3138,37.729,12,50000
3140,52.478,13,73000
3141,94.082,16,80000
3142,100,18,106000
3143,50.223,16,53000
3145,80.71,16,5000
3146,74.184,17,62000
3150,85.289,16,138000
3151,39.186,12,47000
3153,79.758,16,151083
3154,87.711,16,10000
3157,56.562,16,60000
3159,69.35,16,40000
3161,49.448,15,30000
3163,35.413,12,34000
3168,90.399,19,115000
3170,98.699,19,268323
3171,96.789,18,152840
3173,96.915,20,125000
3177,15.835,12,55000
3192,31.785,12,28000
3194,25.518,12,40000
3195,59.617,12,48000
3196,66.428,12,72000
3197,43.955,12,31500
3198,69.661,19,53600
3199,16.749,12,29500
3201,88.518,14,32000
3205,83.732,16,90000
3208,92.189,16,135000
3215,68.957,12,40000
3218,50.82,13,6000
3219,60.974,14,72000
3221,87.803,12,67000
3224,77.251,18,130000
3225,81.344,14,6700
3230,8.961,10,80000
3231,61.426,14,41600
3232,45.018,14,27000
3234,64.311,15,30000
3235,74.936,12,26000
3236,69.055,12,3000
3237,45.032,13,42000
3238,85.024,19,28000
3239,63.447,17,30000
3240,96.819,19,46000
3242,55.896,12,9000
3243,58.532,16,50000
3244,82.18,18,24000
3246,38.573,12,49400
3249,56.14,14,25000
3250,99.453,14,12000
3252,28.527,12,29000
3254,67.565,12,26800
3256,97.873,20,80000
3257,98.634,18,75000
3263,96.452,16,89000
3266,44.505,16,250
3267,78.896,12,23000
3269,47.051,14,17000
3273,10.456,12,24000
3277,84.126,12,60000
3278,60.446,19,147
3281,55.405,13,37000
3282,33.772,13,52000
3284,50.333,15,113000
3285,14.453,12,30000
3287,39.989,13,1800
3289,94.381,16,140000
3290,93.795,20,150000
3303,94.269,16,18000
3307,21.33,15,20000
3308,20.264,14,20000
3309,92.951,17,54000
3310,27.814,12,32000
3311,18.024,11,25000
3312,6.887,15,24000
3319,15.354,10,6000
3321,12.579,10,21000
3324,30.357,12,96000
3325,4.022,12,300
3329,70.007,12,45000
3330,21.713,13,145000
3331,18.388,13,32000
3337,89.081,18,89000
3338,89.463,16,2000
3341,38.607,18,39000
3343,24.527,10,19968
3346,19.847,12,58000
3347,35.431,12,40000
3350,59.694,14,10000
3352,76.359,16,1200
3353,16.881,12,44000
3354,32.157,14,10000
3355,62.443,14,50000
3356,43.776,14,2000
3357,63.141,18,150490
3359,72.763,15,45000
3360,67.272,16,32000
3361,75.092,20,703637
3374,51.063,12,68000
3375,48.318,14,50000
3376,74.979,18,73000
3378,58.958,16,8220
3379,81.031,18,99000
3380,90.763,14,900
3381,79.141,12,125000
3387,65.907,16,45000
3389,72.59,12,60000
3390,80.348,20,80000
3391,100,17,30824
3392,33.465,13,45000
3393,27.639,17,25000
3394,65.826,19,85000
3397,48.483,12,13000
3401,35.316,13,32000
3403,52.847,12,120000
3405,95.206,13,43500
3406,87.896,17,38500
3410,73.196,16,65000
3413,73.678,12,36000
3417,41.461,12,8000
3418,46.63,12,46000
3420,76.206,14,72000
3421,77.549,13,105000
3422,75.246,18,2000
3423,89.754,16,27000
3424,86.745,14,33000
3425,79.069,13,77000
3429,84.702,16,200
3431,100,17,171428
3432,92.486,13,24626
3433,68.906,16,4000
3436,0,8,8000
3438,0,7,14000
3440,12.346,11,61000
3444,25.156,12,19200
3452,44.827,12,20000
3455,63.061,12,61200
3456,39.194,12,10000
3457,14.135,14,26000
3458,25.83,14,28000
3463,63.241,16,57000
3464,96.279,16,96000
3465,82.154,12,35000
3466,88.224,16,60000
3467,43.428,12,17000
3468,94.705,15,72000
3471,18.838,12,40000
3475,18.263,12,26000
3477,63.21,14,18520
3479,39.476,12,80000
3481,65.371,14,47000
3482,14.447,13,65000
3487,34.632,12,39000
3491,21.083,12,13000
3492,66.416,12,47000
3493,56.788,12,40000
3494,51.167,13,87000
3495,36.121,12,80000
3496,63.829,14,24600
3497,91.675,15,77000
3502,43.096,12,41000
3503,56.814,12,88000
3505,56.313,14,67000
3506,79.063,16,18000
3508,21.706,12,18000
3511,81.893,12,16000
3513,18.312,12,27000
3514,74.184,12,24000
3515,99.396,18,97000
3521,40.802,14,44000
3522,13.607,12,500
3524,27.02,13,52000
3527,58.406,12,3800
3530,95.493,16,62000
3531,65.807,13,11000
3533,85.393,14,135000
3535,92.404,19,82376
3537,38.672,12,26000
3538,67.319,12,33900
3540,36.551,11,37000
3543,29.695,12,18000
3544,5.665,12,3200
3545,40.382,14,31000
3546,55.054,15,65000
3547,40.401,14,35000
3548,23.819,14,40000
3549,29.121,12,1500
3550,62.616,12,25000
3551,95.741,16,65000
3552,83.704,14,38000
3553,78.494,12,55000
3554,65.232,10,38000
3558,72.743,17,96000
3559,83.662,12,60000
3561,4.231,12,42000
3562,16.231,12,5000
3563,25.734,12,34000
3565,84.823,12,36000
3567,62.489,14,2760
3569,19.175,12,42000
3570,4.347,9,56000
3572,18.677,10,14000
3574,98.092,12,47000
3575,28.797,12,56000
3579,42.908,12,45000
3580,75.229,12,36000
3581,55.513,16,129000
3582,77.911,18,150000
3583,99.022,19,100000
3584,18.188,12,16000
3585,94.65,16,159168
3587,76.091,14,43000
3588,71.155,18,60000
3589,51.56,12,50987
3591,77.562,12,4471
3592,61.802,12,56000
3597,54.584,14,7000
3600,57.648,12,60000
3601,79.229,16,40000
3606,57.872,13,35000
3607,32.823,11,16000
3608,90.06,16,69000
3609,50.181,14,39000
3610,18.919,15,7900
3611,45.548,12,15000
3614,91.863,19,10180
3616,91.974,12,35000
3617,78.008,16,89000
3619,88.649,18,32500
3620,38.967,12,32000
3623,92.432,16,35000
3625,92.207,16,26000
3628,50.492,17,189210
3640,1.107,12,21000
3641,44.391,18,51000
3643,33.724,17,38000
3649,12.016,12,29400
3650,33.934,12,32000
3651,50.502,16,65000
3657,8.601,11,38000
3660,6.285,12,23400
3661,38.955,14,4500
3664,78.053,18,68000
3666,89.195,13,36000
3667,76.656,14,6360
3669,93.677,16,10000
3676,90.283,16,74000
3677,90.778,16,60000
3679,67.885,15,85000
3686,76.418,16,69000
3690,97.84,18,138000
3693,33.068,9,30000
3694,40.937,12,56000
3697,23.181,12,5000
3699,11.84,12,20477
3705,71.213,14,45000
3706,37.08,13,42000
3708,87.553,12,144000
3709,57.749,16,30000
3714,64.857,15,25000
3718,47.308,15,28013
3719,29.347,12,29000
3721,83.258,12,52000
3722,53.708,12,55000
3723,45.716,12,16000
3725,40.026,13,23000
3730,87.574,14,25275
3732,99.473,12,36000
3734,83.973,15,30000
3735,59.053,12,60000
3736,69.238,12,49000
3737,44.255,12,58000
3738,34.888,12,18000
3739,68.557,12,16000
3740,16.42,12,20000
3741,31.36,12,9300
3742,38.276,9,98000
3745,95.983,16,32089
3746,28.755,12,16390
3751,60.681,12,45000
3754,81.924,12,33000
3757,97.506,18,95000
3758,86.305,13,11000
3760,54.302,12,33000
3766,73.454,15,78000
3770,54.943,12,52000
3771,87.764,18,32253
3775,71.105,16,53000
3780,66.841,12,55000
3784,35.256,12,29000
3787,50.928,15,12000
3789,59.009,12,52000
3790,39.133,12,22049
3791,73.529,14,47000
3792,94.762,17,88000
3793,49.422,14,55000
3794,66.337,15,30000
3796,94.245,12,34000
3800,65.354,17,8000
3803,81.774,18,69000
3804,80.927,18,40000
3805,78.523,16,95000
3807,49.038,15,51000
3809,93.854,16,100000
3812,100,16,100000
3813,88.799,14,44000
3814,62.096,12,42000
3815,90.913,16,263445
3819,11.317,12,15000
3821,2.531,12,1500
3822,6.558,12,5000
3825,9.201,12,22000
3829,49.06,12,167803
3830,44.827,12,45000
3833,50.489,12,40000
3836,90.79,19,110000
3837,57.761,12,35000
3838,57.333,12,85000
3844,84.585,14,65000
3845,54.553,12,24000
3846,74.995,12,52000
3847,46.544,12,67000
3850,64.154,12,32000
3851,33.379,12,16000
3852,50.215,12,14000
3854,67.468,20,169884
3855,93.686,20,16500
3860,97.808,19,55000
3861,91.35,16,25000
3863,92.504,19,157957
3865,92.807,20,176431
3866,74.6,18,35000
3867,70.7,14,1200
3868,85.012,18,43450
3872,96.59,16,30000
3873,99.342,20,50000
3874,97.67,16,519340
3875,90.868,16,92000
3883,82.984,15,45000
3884,75.101,16,74000
3886,99.6,17,101000
3888,79.761,13,58000
3889,86.544,16,15000
3890,83.431,18,150000
3892,93.865,16,102000
3894,92.888,18,62000
3895,93.615,20,20000
3897,51.486,17,90000
3898,75.594,16,110000
3900,26.617,12,32000
3901,84.705,15,45000
3903,63.919,17,5200
3904,74.43,18,51000
3907,82.183,13,54000
3908,50.191,13,30000
3910,69.363,16,40000
3911,77.538,18,29000
3912,60.383,15,80000
3916,77.034,18,97000
3922,87.206,16,22000
3929,26.367,12,10000
3933,3.486,12,50000
3938,1.849,12,22000
3949,25.725,15,39000
3952,33.771,16,50000
3957,46.335,12,68000
3958,13.954,12,40000
3960,16.305,14,38000
3964,79.54,17,39500
3965,69.89,15,108000
3966,78.668,20,155485
3967,64.451,16,125000
3972,80.035,17,28500
3977,16.627,12,600
3978,17.848,14,3000
3980,100,16,444624
3985,23.502,13,50000
3989,37.626,13,52000
3992,36.821,13,39900
3994,51.047,12,26000
3995,22.435,13,36000
3996,5.375,14,40000
4001,72.427,13,7800
4004,60.943,12,46000
4008,13.462,13,79000
4009,68.077,14,25000
4010,81.673,19,50000
4013,13.418,12,36000
4014,27.247,12,62000
4015,38.207,14,22000
4019,96.219,17,99000
4021,52.841,13,27300
4022,22.701,12,90000
4023,99.7,16,65000
4025,31.798,12,24000
4028,24.289,12,24500
4030,53.094,16,15000
4032,84.93,12,35000
4035,57.901,13,25000
4036,44.242,12,52000
4041,74.218,13,32000
4042,65.827,15,68000
4045,29.591,16,50000
4046,13.281,12,18000
4047,8.404,9,2400
4048,79.94,12,25000
4049,41.698,12,90000
4051,85.097,13,1748
4053,52.676,18,50000
4054,33.359,14,45000
4055,93.952,18,206869
4056,68.436,16,50000
4057,70.04,16,35000
4060,84.638,14,6000
4062,78.162,12,52000
4064,91.216,12,20000
4065,69.495,12,9000
4067,40.633,12,30000
4068,11.904,8,22000
4071,20.078,12,15000
4077,60.404,12,15000
4085,27.619,12,11000
4088,78.525,13,222924
4089,43.387,12,20000
4090,41.162,12,58000
4092,60.81,18,42000
4093,76.602,18,65000
4097,87.379,12,66000
4098,12.622,9,38800
4103,40.437,12,36500
4105,29.923,12,3408
4106,94.695,16,62000
4107,97.965,19,52000
4108,57.772,16,23900
4112,2.455,12,5700
4113,8.489,12,9600
4114,59.908,12,34000
4124,64.006,18,61000
4128,38.548,12,40000
4129,64.073,14,45000
4130,0.094,12,32500
4131,80.354,13,50000
4141,48.239,12,6000
4142,30.605,12,20000
4145,28.605,12,25000
4147,59.747,16,32624
4148,27.311,15,49000
4153,50.374,15,75000
4156,11.085,9,68000
4159,20.127,12,30000
4161,58.278,12,45000
4163,82.644,12,29000
4164,67.035,16,20000
4171,92.381,16,90000
4172,88.546,16,34900
4173,9.084,12,12500
4175,1.181,12,26000
4181,35.322,11,15000
4184,42.385,12,25000
4191,91.533,18,85300
4196,2.393,12,23000
4200,17.959,15,32000
4201,7.973,13,62000
4205,4.197,12,32000
4216,71.015,12,48000
4219,31.476,14,42000
4220,46.677,12,15000
4222,73.808,12,23031
4225,45.245,16,20000
4226,92.621,20,85605
4227,88.047,18,47000
4228,20.119,13,75000
4230,90.242,14,89000
4231,53.729,14,10000
4235,13.072,10,2000
4236,85.846,13,58000
4239,37.655,12,48000
4240,63.549,12,50000
4242,43.806,12,48000
4245,64.895,15,75210
4247,29.616,13,90000
4249,65.798,12,26000
4251,25.167,12,62500
4252,67.444,14,41000
4254,54.546,15,8900
4257,46.367,16,34000
4263,18.668,12,16000
4265,57.462,13,27000
4268,82.756,12,84600
4274,14.209,12,11550
4278,62.811,12,80000
4279,65.452,12,150000
4280,96.079,16,49000
4285,50.641,16,40000
4289,95.554,20,162660
4290,92.849,20,75419
4292,69.935,14,38000
4295,41.293,14,76000
4296,54.79,16,40000
4297,62.172,13,88000
4298,92.568,18,91000
4299,73.296,16,42000
4300,86.907,12,56000
4302,80.481,20,53000
4303,53.555,12,32000
4306,86.339,18,32000
4310,53.549,13,40000
4312,1.645,12,18000
4314,32.908,12,30000
4316,31.008,14,8500
4318,70.744,14,32000
4323,37.618,13,15500
4324,12.131,12,58000
4326,60.762,12,13200
4327,78.064,12,38000
4330,6.546,14,50000
4333,39.194,12,20000
4335,15.933,11,67000
4337,68.129,14,23000
4338,58.604,12,22000
4339,65.355,12,12000
4345,34.151,12,14000
4348,61.514,14,93000
4350,90.927,16,26000
4352,82.053,16,30000
4353,67.705,16,120000
4354,51.38,15,20000
4355,68.338,16,22000
4358,95.835,15,50000
4366,78.596,15,70000
4372,96.974,18,102500
4374,22.964,12,30000
4379,84.654,13,38000
4382,98.695,16,18000
4386,22.421,12,19900
4390,25.824,12,34000
4391,62.689,13,3500
4392,76.762,16,37000
4407,93.654,16,185662
4408,77.518,18,92000
4409,29.568,13,50000
4410,58.528,16,63000
4413,11.248,16,30000
4417,4.607,10,19000
4424,86.364,19,93000
4425,93.673,18,22000
4426,95.855,16,211052
4427,52.997,12,45000
4428,99.032,19,42000
4429,93.797,19,49938
4430,76.715,15,48000
4438,31.428,13,95000
4447,81.671,14,45291
4448,94.559,16,95000
4459,38.478,12,9000
4461,9.581,12,18000
4465,63.042,14,15000
4466,46.534,16,80000
4468,63.044,13,79000
4469,14.771,12,31200
4470,60.473,18,75000
4471,93.33,20,140000
4474,8.147,10,30700
4476,21.407,8,25000
4478,85.068,14,53000
4480,87.942,16,202617
4487,73.85,12,33000
4488,94.247,13,108000
4496,60.869,12,47000
4498,61.509,12,39000
4499,51.094,14,54300
4503,4.853,11,18000
4505,22.243,12,25000
4506,17.592,14,30000
4508,57.865,16,72000
4509,98.905,14,72899
4511,68.723,14,125000
4513,72.061,15,48000
4514,83.129,15,125000
4517,26.623,16,146000
4518,30.349,15,70000
4519,38.736,12,50000
4520,49.905,12,40000
4524,65.975,12,50000
4528,65.668,14,62987
4531,66.623,16,113000
4532,70.375,16,73000
4534,72.163,13,35000
4536,57.342,13,11000
4538,41.962,12,40000
4540,32.671,16,57000
4541,7.177,12,35000
4542,7.817,13,34000
4543,18.514,12,1800
4544,2.96,12,12000
4548,89.282,16,100000
4557,4.899,12,6580
4560,64.81,14,21000
4561,63.671,12,16000
4563,43.186,12,60000
4565,42.885,16,98000
4566,74.431,12,90000
4569,76.485,12,85000
4570,84.593,17,72000
4571,48.11,14,27359
4576,35.674,18,16000
4579,84.059,14,35000
4582,55.052,13,50000
4583,70.638,12,21000
4586,85.959,12,38154
4589,35.236,12,38200
4590,74.952,17,58000
4592,35.574,17,48000
4594,35.76,12,25000
4595,41.056,14,95000
4596,66.351,12,65000
4601,17.388,12,30000
4602,60.716,14,10000
4604,42.318,12,27412
4606,83.831,16,15000
4607,58.25,17,55000
4609,91.857,20,194757
4619,12.411,12,9500
4621,66.439,12,24000
4623,22.535,12,62000
4624,38.467,15,27581
4625,81.014,15,77000
4626,65.198,20,130000
4630,44.75,12,130000
4632,60.639,16,45000
4633,35.588,13,90000
4634,68.487,18,355767
4635,92.94,17,70000
4636,31.028,14,99000
4637,1.32,12,25000
4638,4.875,12,17000
4641,63.72,12,18000
4642,55.007,13,90000
4643,24.298,14,56000
4646,36.39,12,24000
4651,49.157,13,25000
4652,92.296,16,60000
4662,98.483,16,52000
4665,83.307,14,15000
4668,81.304,16,209400
4669,30.372,14,40000
4675,48.409,13,38000
4676,86.921,12,45000
4678,14.358,12,5000
4680,71.684,12,14000
4681,10.844,10,3000
4683,74.499,18,10000
4686,85.163,17,84000
4687,84.843,13,68651
4692,97.585,19,29000
4694,69.189,15,4000
4695,92.725,16,91500
4698,69.532,16,108000
4699,60.14,14,137000
4701,59.027,12,197062
4702,85.659,14,100000
4704,66.998,15,5000
4707,65.045,12,72000
4710,13.195,12,15000
4711,23.091,12,40000
4714,64.763,12,45000
4716,8.573,12,58000
4717,44.228,14,3000
4720,50.743,12,67000
4722,44.638,12,35000
4724,8.594,12,8400
4729,45.692,14,15000
4731,16.497,11,20017
4732,19.224,12,21424
4733,16.996,11,12000
4734,23.5,12,12000
4738,59.362,14,75000
4742,100,16,30000
4746,44.275,12,36000
4747,11.038,12,12000
4752,60.219,12,42000
4753,89.164,16,33000
4754,87.349,18,67000
4755,56.643,12,54000
4756,100,18,163271
4758,84.623,18,60000
4759,41.732,12,62000
4760,95.519,17,34000
4762,39.656,12,8600
4764,31.668,12,55000
4765,66.229,12,70000
4767,100,19,40000
4768,88.406,13,30000
4770,56.987,12,31000
4772,45.131,12,24000
4774,44.272,12,4800
4776,11.451,12,41000
4777,34.099,12,22000
4778,29.236,12,26000
4779,16.44,12,27000
4780,34.125,12,25000
4788,43.564,12,66000
4790,44.281,12,13000
4793,86.859,16,115000
4795,89.109,16,70000
4798,90.344,19,90000
4799,93.854,19,40500
4803,82.637,13,19000
4804,53.937,12,12000
4805,61.977,15,90000
4810,74.194,13,50000
4812,98.187,16,80000
4813,62.75,14,74000
4815,90.394,14,58000
4817,60.664,12,35000
4818,81.962,12,21000
4820,79.014,16,25000
4822,44.296,12,30775
4825,81.855,14,42000
4826,71.626,18,57000
4828,83.353,16,66768
4829,90.563,16,126000
4830,93.01,16,344856
4831,95.503,18,54500
4832,77.854,14,57000
4834,56.188,16,80000
4839,62.465,13,14000
4840,84.43,15,24226
4842,55.403,18,37000
4843,54.678,16,45000
4844,30.696,14,6000
4849,44.859,12,20000
4856,72.897,14,60000
4858,75.431,12,64000
4859,91.95,14,36000
4862,92.938,13,39000
4864,41.211,12,8575
4865,69.395,15,25000
4870,81.774,18,6000
4871,95.394,16,34000
4872,28.043,17,56000
4873,89.918,16,55000
4876,67.661,12,35000
4879,65.964,12,26500
4880,53.053,14,27000
4881,66.586,14,80000
4883,50.386,13,47000
4884,67.232,12,33000
4888,57.352,12,38083
4889,78.181,14,65000
4890,38.555,13,22000
4892,56.759,16,72000
4894,77.629,16,81000
4896,80.642,16,90000
4899,15.864,14,20000
4900,55.398,12,50000
4901,23.682,11,32000
4906,8.811,12,7300
4907,86.847,20,188255
4911,70.097,12,6000
4914,25.611,12,29000
4919,38.709,18,52000
4921,92.503,20,92500
4922,63.204,13,17000
4923,22.076,10,22000
4924,43.271,13,33500
4926,51.554,12,48000
4927,83.641,16,159193
4929,49.657,14,17900
4930,41.842,13,18839
4931,81.658,14,33000
4933,62.784,15,39000
4934,23.927,12,25000
4937,7.135,8,22000
4939,60.522,16,41000
4942,13.494,12,54000
4943,31.353,14,42000
4944,82.469,16,75000
4945,25.492,12,35000
4946,2.893,8,43000
4948,26.901,12,18000
4952,23.721,12,26000
4953,74.689,13,22000
4954,73.712,18,78000
4955,64.713,12,40000
4960,21.164,10,60000
4962,74.484,13,36000
4966,47.582,12,32000
4967,64.114,13,32500
4968,90.36,14,66948
4972,33.643,13,3000
4975,92.247,18,60000
4976,85.066,15,94000
4979,70.51,12,58000
4981,27.358,14,35100
4983,21.009,12,8000
4986,16.841,12,410008
4987,86.508,15,15000
4992,32.249,12,30000
4997,75.073,15,62000
4998,80.394,20,69600
5001,67.504,17,30000
5003,70.669,19,228453
5007,18.04,12,63000
5012,87.153,20,215765
5017,84.38,14,115000
5020,91.144,17,39000
5021,94.331,17,44000
5022,79.135,15,80000
5023,78.873,19,39000
5025,64.441,13,40000
5026,58.229,15,42000
5028,96.183,17,153447
5029,100,16,120000
5037,25.844,14,18230
5041,13.195,12,14000
5042,11.369,13,29000
5043,36.172,13,29993
5053,18.631,13,60000
5054,44.084,20,34000
5055,52.035,14,43000
5060,17.529,12,24314
5062,77.171,13,25000
5085,9.128,12,9600
5091,72.251,20,56400
5094,22.029,13,10000
5095,73.751,20,20000
5096,73.407,18,30000
5097,47.006,12,119000
5099,97.61,16,40000
5101,57.477,15,11000
5102,48.968,14,33000
5106,23.45,12,120000
5107,89.381,19,152683
5108,98.645,16,33000
5115,46.56,12,27400
5125,77.314,14,3000
5128,56.945,11,29000
5131,78.06,12,21213
5132,41.062,10,26000
5134,47.968,15,42000
5139,17.763,12,15000
5140,60.402,16,10800
5143,80.74,17,62000
5145,81.861,12,36000
5149,72.306,13,6000
5151,53.96,13,89000
5156,58.127,13,100000
5158,41.879,12,50000
5159,36.433,12,1200
5161,55.622,12,37000
5162,80.536,12,100000
5166,98.687,16,75000
5168,73.682,18,23000
5170,83.498,20,55000
5174,84.442,13,65000
5176,31.449,12,38000
5178,70.507,13,25000
5179,53.747,12,23000
5180,61.711,12,3563
5184,37.165,12,38000
5185,91.441,20,57000
5186,42.843,12,29000
5187,60.646,13,34500
5188,53.09,16,46000
5189,48.596,12,27000
5191,75.345,14,20000
5192,24.074,12,30000
5193,52.58,16,56000
5194,70.467,12,32000
5195,56.535,12,28398
5197,72.335,17,123000
5199,62.924,15,15000
5208,75.701,12,25000
5211,10.875,12,35718
5212,72.412,17,20000
5219,33.664,12,83000
5221,8.837,14,35000
5222,46.218,17,80000
5226,83.809,16,85000
5227,45.579,13,40000
5229,31.929,14,32530
5231,13.348,12,12000
5235,13.793,14,70000
5236,85.912,12,8400
5238,21.71,12,22000
5244,46.534,16,60000
5245,70.64,20,200977
5246,46.743,15,31000
5247,55.115,12,26000
5248,38.094,14,96000
5249,56.267,13,36000
5250,88.662,16,55000
5251,15.176,12,50000
5252,38.32,12,9000
5254,48.244,13,120000
5255,12.777,13,37100
5256,30.913,13,68000
5257,21.706,12,40000
5258,34.971,12,33800
5259,27.434,15,3500
5262,45.691,12,11500
5263,67.67,14,35000
5264,4.008,16,65000
5266,55.998,14,98000
5267,12.39,13,50000
5268,75.256,12,11548
5269,19.642,11,30000
5272,28.603,12,20000
5274,42.704,13,6000
5277,17.534,13,10000
5278,27.724,12,55000
5287,79.838,16,3200
5288,22.097,12,37500
5289,88.294,16,40264
5291,15.276,12,47500
5294,27.953,12,16000
5299,78.135,18,45000
5300,50.321,15,63000
5301,86.332,12,29479
5307,22.362,12,28000
5308,4.171,13,11000
5310,84.207,19,59800
5311,34.37,12,10000
5315,52.155,14,16000
5316,85.107,12,58000
5317,76.53,12,7200
5318,75.732,14,20000
5325,88.694,20,600
5326,88.59,16,35000
5327,60.895,12,35000
5329,20.657,13,51000
5330,64.846,14,30000
5332,83.449,15,25000
5333,54.144,14,29000
5334,59.959,16,75000
5338,52.599,12,21939
5340,20.057,14,10000
5341,91.407,16,52000
5342,71.119,16,95000
5349,55.017,13,5250
5350,12.563,14,36500
5351,84.304,18,53000
5352,63.248,16,110000
5353,62.412,12,3200
5356,69.093,12,36800
5357,26.187,12,34000
5358,81.396,14,55000
5360,55.327,13,14000
5361,44.732,15,3000
5362,61.583,12,56000
5363,30.514,10,52000
5365,18.621,15,65000
5366,89.755,12,35000
5372,87.078,16,12000
5373,90.958,16,35000
5374,76.589,16,38400
5376,83.858,12,12000
5377,85.856,14,56000
5381,97.117,16,46000
5385,49.694,12,8000
5388,93.238,16,18000
5389,93.533,17,53000
5390,71.096,14,52000
5391,43.898,17,40000
5392,72.595,14,52000
5393,82.352,16,59850
5394,71.79,18,42000
5395,63.289,17,35000
5397,71.14,15,23699
5398,82.62,16,135000
5401,87.434,12,35000
5402,11.551,12,50000
5404,56.704,13,29500
5406,48.5,16,32000
5408,44.815,14,40000
5410,81.45,16,57000
5416,97.935,16,15000
5417,79.36,12,196680
5418,50.639,16,60000
5419,87.22,17,81000
5420,91.807,16,125000
5421,80.022,12,13000
5427,49.099,13,38000
5428,69.959,14,45000
5430,75.195,16,37000
5435,60.361,12,36000
5436,38.439,12,29000
5439,95.516,16,110000
5440,91.857,12,38000
5441,31.355,14,150000
5442,29.679,15,6800
5445,37.721,14,14000
5446,10.31,9,9600
5447,4.747,8,27300
5450,19.937,12,8500
5451,24.754,12,50000
5453,32.426,13,6000
5456,15.308,12,25000
5461,0.587,8,71776
5469,1.294,9,7200
5470,54.755,12,43000
5474,60.055,16,62000
5476,0.838,12,26000
5484,25.56,12,900
5485,23.139,16,47000
5486,22.735,12,20500
5488,11.841,11,350
5489,97.069,20,91000
5491,47.421,12,52000
5493,32.743,12,56000
5494,50.188,12,29800
5499,29.66,12,50000
5500,51.599,14,40000
5502,16.864,12,16000
5504,74.158,16,95000
5505,14.718,12,22050
5508,21.049,12,20000
5510,11.307,12,20000
5511,60.755,14,28000
5512,63.118,13,55000
5513,99.484,16,25000
5514,46.876,12,10000
5516,25.347,12,22500
5518,6.995,14,40000
5519,4.096,8,18000
5521,85.656,12,18560
5522,61.117,12,3000
5524,25.036,12,1300
5528,27.961,12,38000
5531,66.286,12,110000
5537,6.803,12,19000
5538,14.114,12,15000
5539,82.93,12,25000
5540,31.907,14,125000
5543,85.677,17,133000
5544,14.701,12,10056
5545,42.853,12,16000
5546,48.99,12,32000
5550,6.054,12,11000
5551,21.62,12,29000
5555,56.039,12,14000
5558,0.162,12,45000
5565,37.489,16,36000
5566,39.633,12,25000
5568,64.088,14,38000
5572,61.264,12,31000
5573,46.741,12,24000
5575,64.673,12,15785
5576,46.125,12,34000
5580,35.796,12,47000
5581,31.716,12,22000
5585,26.982,12,54000
5590,77.376,16,42000
5591,67.935,16,65000
5592,98.198,19,33000
5594,73.884,20,79000
5599,60.292,16,82000
5603,10.81,9,36000
5604,1.042,9,40000
5607,28.205,12,30000
5609,10.186,14,24000
5611,34.301,13,18000
