Subject,Imagazine,Inewspaper,Ilibrary,MotherEd,FatherEd,FamilyIncome78,Race,Gender,Educ,Science,Arith,Word,Parag,Numer,Coding,Auto,Math,Mechanic,Elec,AFQT,Income2005,Esteem1,Esteem2,Esteem3,Esteem4,Esteem5,Esteem6,Esteem7,Esteem8,Esteem9,Esteem10
1721,0,0,0,2,2,37000,1,male,12,9,10,12,5,46,30,10,4,6,5,7.672,80000,1,1,4,1,4,1,1,4,4,4
1725,1,1,1,9,9,15000,3,female,11,10,7,16,8,29,37,9,5,6,6,7.182,25000,1,1,4,1,4,1,2,2,2,2
1729,0,1,0,9,12,9700,1,female,12,12,20,17,11,37,49,7,8,13,10,30.508,24000,2,2,3,2,2,3,2,3,2,2
1730,0,1,1,12,12,14000,3,female,17,20,24,35,12,45,63,14,15,13,11,66.596,52000,1,1,4,1,4,2,2,3,4,4
1733,1,1,1,17,12,14000,3,female,16,15,25,26,15,47,58,14,24,11,5,84.465,115000,1,1,4,1,4,1,1,2,4,4
1735,1,1,1,16,16,20000,3,female,17,11,21,32,13,30,58,8,11,15,6,63.611,3000,2,2,3,2,3,2,2,3,3,3
1739,1,1,1,12,20,40000,3,male,15,23,30,32,15,37,59,25,25,25,16,95.901,10000,2,2,4,2,1,2,2,3,2,4
1740,1,1,1,12,20,40000,3,female,16,18,12,31,14,43,48,13,12,10,11,49.857,19000,2,2,3,2,3,2,2,3,3,3
1744,1,1,1,14,12,32000,3,male,13,18,24,32,11,26,10,18,16,23,16,67.544,60000,2,2,3,2,3,2,2,1,3,3
1746,1,1,1,15,16,3715,3,male,19,25,29,33,14,50,66,22,25,22,17,96.851,116000,1,1,4,1,4,1,1,4,4,4
1750,0,1,1,11,16,7000,1,male,12,13,15,25,11,41,63,13,14,18,9,47.189,44000,1,1,3,2,3,1,1,3,3,3
1751,0,0,0,10,15,7000,1,female,13,13,7,15,5,32,45,9,5,11,8,4.888,35000,2,1,4,1,3,2,3,3,2,3
1758,1,1,1,14,13,25000,2,female,15,6,6,16,5,27,44,5,5,8,3,5.654,13000,1,1,3,1,3,1,2,3,3,3
1763,1,0,1,14,13,17596,1,male,16,17,19,30,13,35,41,20,21,14,15,69.733,22000,1,1,3,2,3,1,2,2,3,4
1766,1,1,1,14,17,4022,3,female,16,13,25,34,13,46,67,9,22,20,8,78.662,12000,1,1,4,2,4,2,2,3,2,4
1768,0,1,0,10,10,20000,3,female,12,16,14,27,11,34,36,10,11,11,10,36.71,8000,2,2,3,2,3,3,2,2,2,2
1769,0,0,0,10,10,20000,3,female,12,13,12,21,11,29,42,7,4,10,9,27.375,29515,2,2,3,2,3,2,2,3,3,3
1775,1,1,1,9,10,27000,1,female,13,10,14,21,9,42,18,10,11,14,8,35.079,34000,2,2,3,2,3,2,2,3,3,3
1778,1,1,1,12,15,12312,3,female,14,15,21,23,12,46,49,7,13,13,7,46.099,8000,1,1,4,1,3,2,3,3,3,3
1779,0,1,0,12,12,18000,1,male,11,12,13,21,6,33,50,16,13,9,12,28.861,74000,1,1,4,2,4,1,2,1,4,4
1780,1,1,1,14,20,16000,3,male,14,20,30,26,12,40,49,15,22,22,15,73.734,40000,1,1,4,1,4,1,2,4,4,4
1781,1,1,1,11,11,4000,3,male,15,15,23,29,12,39,17,22,9,23,17,39.081,100000,2,2,3,2,3,2,2,3,3,3
1784,0,1,1,12,15,5000,3,male,15,23,23,34,12,26,35,18,19,15,16,81.518,45000,2,2,3,2,3,2,3,2,2,3
1785,0,1,1,8,12,6000,3,female,15,8,12,11,5,26,8,10,7,8,3,9.875,29000,2,2,3,2,3,3,3,2,2,2
1786,0,1,1,8,12,6000,3,female,12,12,14,17,10,36,30,8,13,10,11,37.054,46800,1,1,3,1,3,2,2,3,3,3
1787,1,1,1,12,12,10000,3,female,17,10,15,22,11,30,55,9,15,9,6,47.805,52000,1,1,4,2,4,2,2,4,4,4
1788,0,1,1,12,12,18000,3,male,12,15,24,27,12,38,50,18,15,23,11,77.653,56856,1,1,4,2,4,1,2,4,4,4
1790,1,1,1,13,15,8800,3,male,12,23,20,34,14,26,52,22,11,22,17,71.533,34000,1,1,3,1,4,1,1,4,4,4
1792,1,1,1,12,12,24000,3,male,14,21,26,32,13,36,51,21,20,21,15,87.518,15000,1,1,4,1,4,1,1,3,3,4
1795,1,1,1,12,16,18700,3,female,20,14,17,30,12,49,55,13,11,9,13,40.415,108888,2,2,4,2,4,2,2,4,4,4
1797,0,1,0,12,11,0,3,female,9,17,16,31,11,38,50,15,12,12,13,56.703,3040,1,1,4,1,4,2,2,4,2,4
1798,1,1,1,13,14,21200,3,female,15,21,21,31,14,33,38,9,22,16,10,85.903,27100,1,1,3,3,3,1,1,2,2,2
1802,1,1,1,12,16,40000,3,male,12,24,26,28,11,37,34,21,20,22,16,77.562,27915,2,2,4,2,4,2,2,3,3,3
1803,1,1,1,12,17,22000,3,female,19,18,20,32,12,49,43,11,21,13,7,70.548,36000,1,1,3,2,3,2,2,2,2,2
1804,1,1,1,13,16,40000,3,female,17,20,29,34,14,50,77,13,20,16,11,91.449,12000,1,1,4,2,4,2,2,2,3,3
1808,1,1,1,12,12,3840,3,female,16,21,28,33,14,49,63,11,22,14,12,89.408,125000,1,1,4,1,4,2,2,4,4,4
1810,1,1,1,12,12,75001,3,male,13,19,17,25,12,44,45,21,9,15,11,53.687,155867,2,2,4,2,4,2,2,4,4,4
1819,0,1,1,10,11,22000,1,male,15,14,26,29,14,50,59,20,18,22,10,79.036,29000,1,1,4,1,4,2,2,3,3,4
1820,0,0,0,6,6,8000,1,male,8,15,11,27,1,13,38,10,4,9,8,13.65,8000,1,2,3,3,2,2,3,2,2,3
1824,0,1,1,8,8,20300,1,female,9,11,8,10,5,8,44,8,7,10,7,6.023,19000,2,2,3,2,3,2,2,3,3,3
1826,0,1,1,12,8,5600,3,female,12,16,17,32,13,47,60,11,11,6,10,62.879,45000,1,2,4,1,4,1,2,4,4,4
1831,0,1,1,11,6,900,2,female,15,14,7,23,10,29,50,8,7,5,3,24.374,64000,1,1,4,1,4,1,1,4,4,4
1835,0,0,1,2,0,5000,1,male,12,14,18,20,11,30,38,23,6,20,13,30.175,40000,1,1,4,1,4,1,1,3,1,1
1836,1,0,1,2,0,5000,1,male,14,17,18,24,9,50,59,15,16,16,12,51.237,50000,2,2,3,2,3,2,2,3,3,3
1837,0,0,1,2,0,5000,1,male,13,13,14,17,9,32,48,16,6,12,13,17.492,32000,1,2,3,2,3,2,2,4,3,3
1838,0,1,0,8,6,12000,1,female,12,10,6,15,11,40,53,8,7,7,4,13.046,17000,2,2,3,2,4,2,2,4,4,4
1839,1,1,1,8,8,12000,1,female,12,7,12,11,3,30,22,8,4,6,2,6.12,18000,1,2,3,2,4,1,1,3,3,3
1841,1,1,1,12,13,25000,3,female,20,16,29,34,15,33,63,18,20,14,10,92.678,85000,1,2,3,2,3,2,2,3,3,3
1844,1,0,1,15,18,11270,3,female,18,19,26,35,15,49,82,14,17,19,14,87.281,188404,1,1,4,2,4,2,1,4,4,4
1846,1,1,1,16,16,75001,3,male,18,21,26,32,14,50,75,19,23,14,15,73.252,192896,2,2,3,2,3,2,2,3,3,3
1847,1,1,1,12,10,7000,1,female,14,17,20,32,14,47,54,13,19,10,10,74.288,68000,2,2,4,2,4,2,2,2,3,3
1848,1,1,1,12,12,20000,1,female,13,9,14,26,9,35,50,13,6,6,7,29.189,46000,1,1,4,1,3,1,1,3,3,4
1858,1,1,1,14,18,45000,3,female,18,17,19,32,14,33,37,12,20,18,11,75.798,68000,1,1,4,1,4,2,2,3,4,3
1860,0,1,0,12,12,16420,3,female,12,13,17,22,9,33,49,11,11,12,7,40.414,29000,2,2,4,2,4,2,2,3,4,4
1862,1,1,1,11,12,5000,3,female,12,13,16,21,10,38,52,8,12,6,12,31.547,900,1,1,4,1,4,1,1,4,4,4
1863,1,1,1,12,12,19784,3,female,12,12,20,31,15,45,74,13,10,9,17,61.428,20000,2,2,4,2,4,1,1,4,4,4
1865,0,1,1,11,12,3700,3,female,12,17,7,31,13,30,48,13,5,8,9,27.567,28000,1,1,3,2,4,1,1,2,3,4
1866,0,0,0,10,12,19000,3,female,12,14,21,22,12,42,55,6,11,13,7,42.755,25000,2,2,3,2,3,2,2,3,3,3
1867,0,1,0,10,12,19000,3,male,12,23,26,33,14,40,21,24,21,21,19,89.968,52000,2,2,3,1,3,2,2,3,3,3
1868,0,1,0,12,12,25000,3,female,13,14,12,28,12,38,54,9,11,10,12,35.098,26500,2,2,3,2,3,2,2,3,3,3
1869,0,1,0,12,12,25000,3,male,12,17,15,25,6,34,33,16,4,11,10,26.004,14000,2,2,3,2,3,2,2,3,3,3
1872,0,1,0,8,8,23496,3,male,12,10,10,21,11,16,23,22,6,15,14,18.192,35000,2,2,3,2,3,2,2,3,4,4
1873,0,1,0,8,8,23496,3,male,12,12,10,20,5,23,34,21,5,8,7,16.817,22000,4,1,4,1,4,1,1,1,4,4
1875,1,1,1,12,12,22000,3,male,18,25,30,33,13,46,80,17,25,22,17,90.923,130000,1,1,4,1,4,2,2,4,4,4
1878,0,1,1,12,12,17530,3,female,12,12,15,27,12,24,42,7,9,6,9,29.321,8000,2,2,3,2,3,2,2,3,3,3
1880,1,1,1,12,12,27000,3,female,20,16,29,33,13,50,64,18,24,16,12,88.272,30000,1,1,4,2,3,2,2,4,4,4
1881,1,1,1,12,12,27000,3,male,12,14,16,26,7,33,48,21,16,18,16,42.474,40000,3,2,4,2,3,2,2,4,3,3
1884,0,1,0,12,12,40000,3,male,12,15,11,28,12,43,51,9,6,6,6,42.428,12500,2,2,3,2,3,2,2,3,3,3
1885,1,1,0,12,12,40000,3,female,16,17,17,32,13,40,53,9,17,11,13,65.232,35000,2,2,3,2,3,2,2,3,3,3
1887,1,1,1,8,9,10000,3,male,12,12,7,12,4,16,22,9,9,9,6,9.128,11000,2,2,3,2,3,2,2,3,3,3
1889,1,1,1,8,9,10000,3,male,13,15,16,28,11,29,59,8,10,15,14,42.279,35675,1,1,3,1,4,1,1,4,4,4
1890,0,1,1,8,9,10000,3,male,12,13,7,13,9,20,40,11,4,6,10,13.298,18000,2,2,3,2,3,2,2,2,3,3
1891,0,1,1,12,12,9165,3,male,12,15,23,25,12,30,48,20,10,13,15,46.449,26800,2,2,3,2,3,2,2,3,3,2
1895,1,1,1,12,12,28000,3,male,14,23,24,34,14,39,46,23,20,20,18,84.709,83000,1,1,4,1,4,1,1,4,4,4
1896,1,1,1,12,12,28000,3,female,18,19,25,34,13,38,53,14,22,9,13,85.085,28000,2,2,3,2,3,2,2,3,3,3
1899,1,1,1,10,9,15000,3,male,12,17,14,21,10,18,23,16,9,7,11,24.004,32000,2,2,3,2,3,2,2,3,3,3
1902,1,1,1,12,12,60000,3,female,12,15,18,26,11,38,38,7,7,8,10,48.953,40574,2,2,3,2,3,3,3,2,3,2
1904,1,1,0,11,11,25800,3,female,12,18,27,30,15,49,62,16,23,15,14,86.141,26000,1,1,4,1,4,1,1,4,4,4
1905,1,1,0,11,11,25800,3,female,12,16,18,23,11,45,57,12,19,13,10,58.233,45000,2,2,3,2,2,2,2,3,3,3
1906,1,1,1,17,18,35000,3,female,18,23,29,34,14,48,74,14,25,16,16,97.146,25000,2,2,3,2,3,2,2,3,3,3
1910,1,1,1,12,12,25000,3,male,12,23,23,31,9,34,43,23,16,23,16,55.765,55000,2,2,3,2,3,2,2,3,3,4
1912,1,1,1,10,12,25000,3,female,14,11,12,30,10,39,50,10,16,15,10,49.375,25000,1,1,4,1,4,1,1,4,4,4
1913,1,1,1,10,12,25000,3,female,14,10,15,24,8,36,49,9,9,13,5,41.544,14103,1,1,4,2,4,2,2,3,3,4
1914,1,1,1,16,16,37000,3,male,19,25,26,35,15,44,57,18,20,19,16,95.324,48000,1,1,3,1,4,2,1,4,2,3
1916,1,1,1,16,16,33680,3,male,19,20,21,32,9,35,56,13,18,15,13,66.692,74481,1,1,4,1,4,1,1,4,4,4
1917,1,1,1,12,12,9000,3,male,12,12,20,9,9,15,30,9,10,14,10,27.775,48000,2,2,3,2,3,2,2,3,3,3
1918,1,1,1,12,12,22000,3,male,12,14,24,28,13,42,53,20,19,15,12,74.519,68000,1,1,4,1,4,2,1,3,3,4
1920,1,1,1,13,16,42000,3,male,14,12,23,25,7,38,60,10,17,6,7,57.75,2000,1,1,4,1,4,1,1,4,3,2
1924,1,0,1,11,16,16000,3,male,16,13,14,23,10,38,54,10,14,15,6,39.286,65000,2,2,3,2,3,2,2,3,3,3
1925,0,1,0,12,12,17500,3,male,12,18,25,29,13,50,59,21,16,21,16,66.523,44000,1,1,4,1,4,1,1,3,4,4
1926,1,0,0,12,10,16000,3,female,12,13,12,25,14,26,46,13,6,8,13,31.904,16000,1,1,4,1,3,1,2,2,3,3
1927,0,1,0,12,10,16000,3,female,12,14,17,22,14,47,55,9,12,16,8,53.586,21455,1,1,3,1,3,1,1,3,3,3
1929,0,1,1,12,12,20000,3,female,14,23,30,35,14,50,57,18,23,21,17,95.734,81000,1,1,4,1,4,1,1,4,4,4
1930,1,1,1,12,12,20000,3,male,16,23,30,31,14,42,59,15,23,17,15,95.174,45000,2,1,3,2,4,2,2,3,3,3
1944,0,0,1,12,11,2700,3,male,14,17,28,27,15,45,63,22,18,22,18,82.351,86000,2,2,3,2,3,2,2,3,3,3
1947,1,1,1,10,10,13000,3,female,12,16,15,26,11,35,55,16,10,9,9,41.857,16000,2,2,4,2,3,2,2,4,3,3
1950,1,1,1,12,16,10000,3,male,16,22,15,34,11,45,65,18,19,19,14,63.15,22000,1,1,3,1,4,2,2,1,2,2
1951,1,1,1,12,15,23000,3,female,18,16,16,27,11,40,69,15,12,10,10,45.219,42000,1,1,4,1,4,2,2,4,3,4
1952,1,1,1,12,15,23000,3,male,17,19,16,25,9,35,44,19,10,21,12,46.049,85000,1,1,4,1,3,1,2,3,2,3
1953,1,1,1,18,12,27500,3,female,19,21,26,32,13,39,49,8,20,19,12,87.413,24000,1,1,4,1,4,2,2,2,2,3
1954,1,1,1,16,16,34000,3,female,16,22,24,35,14,49,77,17,19,17,14,87.743,4000,1,1,4,2,4,2,2,4,4,4
1955,1,1,0,12,16,17000,3,male,14,21,26,35,11,40,45,17,21,19,17,79.36,60000,1,1,4,1,4,1,1,4,4,4
1957,1,0,0,12,12,30000,3,male,12,5,13,14,4,10,24,8,6,12,12,10.797,47000,2,1,3,1,3,1,1,3,3,3
1958,1,1,0,13,13,15000,3,male,15,23,21,34,14,36,28,24,16,21,17,79.33,45000,1,1,3,2,3,2,1,3,3,3
1959,1,1,0,8,9,14000,3,male,12,16,10,24,11,28,39,15,9,10,11,29.263,36000,2,1,3,1,3,1,1,3,3,3
1961,1,1,0,12,17,15320,3,male,12,24,22,29,11,43,58,25,13,24,17,48.541,100000,1,1,4,1,4,1,1,4,4,4
1962,0,1,0,12,12,15320,3,female,12,12,8,16,9,22,54,13,7,12,8,10.28,25000,2,2,3,2,4,2,2,3,3,3
1963,1,1,1,12,12,25000,3,male,12,18,22,30,12,50,67,15,19,21,14,63.4,67000,1,1,4,2,4,1,2,4,4,4
1964,0,1,1,12,8,18000,3,male,12,13,14,27,12,21,32,18,9,17,9,29.838,30000,2,2,4,2,4,2,2,3,4,4
1965,1,0,1,12,8,5000,3,female,12,15,16,26,13,39,48,13,15,14,12,52.187,25000,1,1,4,1,4,1,1,4,4,4
1966,1,1,1,17,14,15000,3,male,12,25,24,33,14,36,49,21,22,25,17,85.623,42000,1,1,4,1,4,1,2,4,4,4
1967,1,1,1,17,14,15000,3,female,16,10,18,25,14,26,48,10,10,16,7,61.486,40000,2,2,3,3,3,2,2,3,3,3
1971,1,1,1,12,14,22000,3,male,12,18,16,28,7,29,23,17,17,19,14,51.182,65000,1,1,4,1,4,1,2,3,4,4
1975,1,1,0,12,12,22000,3,male,12,18,16,31,15,37,40,21,18,16,17,80.742,41000,2,2,3,2,4,2,2,3,2,3
1976,1,1,0,9,8,19000,3,female,16,19,14,28,15,36,45,15,13,19,18,64.089,36000,1,1,3,1,3,1,1,3,3,4
1977,1,1,1,12,12,24000,3,male,12,18,15,27,5,22,37,21,11,16,18,37.901,50000,1,1,4,1,4,1,1,3,3,4
1978,1,1,1,12,12,24000,3,male,14,12,10,19,8,22,19,17,10,20,11,29.377,48000,2,2,3,2,3,2,2,3,2,3
1985,1,1,1,12,16,21000,3,female,12,15,10,29,14,45,59,12,14,12,10,59.974,25000,2,2,3,2,3,2,2,3,3,3
1986,1,0,0,12,12,35000,3,female,14,17,20,28,13,49,54,10,15,14,7,69.903,23000,1,1,3,1,4,1,1,4,4,4
1988,1,0,1,17,17,27000,3,male,12,11,12,20,8,8,15,20,5,17,14,15.656,46000,2,1,4,2,4,1,1,3,4,4
1990,0,1,1,12,12,22540,3,female,12,16,26,32,12,47,63,18,22,18,15,63.26,26000,1,1,4,1,4,2,1,4,3,4
1992,1,1,1,12,3,10800,3,male,13,12,10,16,9,26,43,10,9,15,7,24.185,68000,1,1,3,1,3,2,2,3,3,3
1994,1,1,1,12,12,9929,3,female,13,15,24,31,15,47,65,14,21,15,13,75.484,28000,1,1,4,1,4,2,2,4,2,4
1995,1,1,1,12,15,25000,3,female,15,14,19,23,9,36,21,9,7,14,7,33.083,3000,2,1,3,2,3,2,2,2,3,3
1996,1,1,1,9,12,21000,3,male,12,22,19,33,12,40,15,21,16,17,15,53.612,32000,1,1,4,2,4,1,1,2,3,4
1998,1,1,0,11,12,21000,3,male,12,16,21,29,11,49,24,19,11,13,14,59.463,9724,2,2,3,2,4,2,2,3,3,3
1999,0,1,1,16,14,17000,3,female,19,20,19,32,11,32,43,9,20,11,10,67.772,46000,1,1,4,2,4,2,2,3,4,3
2002,1,1,1,12,12,1292,3,female,12,13,15,25,12,31,47,12,6,9,7,35.088,12000,1,1,4,1,4,1,2,4,4,4
2003,0,1,0,12,12,10000,3,female,12,6,6,14,6,26,46,13,9,6,6,13.023,8000,2,1,3,1,4,1,3,1,1,2
2005,1,1,1,12,16,50000,3,male,16,23,24,33,12,44,22,18,22,20,14,84.088,78000,1,1,4,1,4,1,1,3,3,3
2007,1,1,0,12,12,26000,3,male,14,23,25,30,14,44,55,19,22,22,18,92.051,143000,1,1,4,1,4,1,1,4,4,4
2010,1,1,0,16,18,36000,3,male,19,22,21,34,14,45,58,21,19,24,19,75.4,12000,1,1,4,1,4,1,1,4,4,4
2011,1,1,0,12,12,40000,3,female,15,19,19,30,14,41,57,9,14,14,13,70.191,25000,1,1,3,1,4,2,2,3,3,3
2012,1,1,1,12,9,28000,3,female,12,13,15,31,10,32,53,9,14,16,11,39.888,32000,1,1,2,1,3,1,2,3,3,4
2013,1,1,1,12,12,33000,3,female,12,15,28,33,14,45,39,14,19,13,15,86.555,9200,1,1,4,1,4,2,2,4,4,4
2014,1,1,1,12,14,24000,3,male,12,16,25,29,11,39,43,19,21,17,14,54.184,27000,2,2,3,2,3,2,2,3,3,3
2018,1,1,1,12,9,28000,3,male,12,15,22,27,14,30,41,23,16,16,19,72.231,27640,2,2,3,2,3,2,2,3,3,3
2020,1,1,1,12,11,28000,3,male,12,11,8,20,9,23,38,19,8,19,13,23.806,26000,2,2,3,2,4,2,2,2,3,3
2024,1,1,1,17,20,18000,3,male,15,23,29,33,14,42,55,21,23,25,17,89.508,65000,1,1,4,1,3,1,2,4,4,4
2027,1,1,1,10,10,6958,3,female,19,22,30,33,15,44,52,14,23,15,12,93.336,9000,1,1,4,2,4,1,1,4,4,4
2029,1,1,1,16,12,7478,3,male,20,22,26,35,15,33,57,17,23,19,18,93.935,135000,1,1,3,1,3,1,1,3,3,3
2030,1,1,1,10,6,7478,3,female,18,18,22,32,14,35,74,10,20,9,14,77.209,5500,2,2,4,2,4,2,2,4,4,4
2031,1,1,1,12,14,14000,3,male,11,8,7,4,4,15,10,6,5,6,8,2.044,36000,1,1,3,1,4,2,1,3,4,4
2032,1,1,1,12,15,14000,3,male,12,9,11,16,8,25,34,11,8,14,12,22.171,32000,1,1,3,1,4,1,2,3,3,3
2033,1,0,0,12,12,26000,3,male,12,17,25,26,13,48,65,13,11,11,8,66.318,157117,1,2,4,1,4,2,2,3,4,4
2034,0,1,1,11,9,18000,3,male,16,17,21,29,13,43,43,18,10,11,9,56.852,52000,1,1,3,1,3,1,1,3,3,3
2035,1,1,1,11,9,18000,3,female,12,15,16,32,14,40,49,7,16,12,9,78.055,25000,1,1,4,1,4,1,1,4,4,4
2037,1,1,1,17,12,5980,3,female,19,19,22,34,15,49,63,11,17,14,15,91.541,2700,1,1,3,1,3,2,2,4,3,4
2038,1,1,1,13,17,20000,3,male,18,25,28,31,15,42,62,17,25,22,12,97.36,162919,1,1,1,1,1,2,1,1,4,4
2040,1,1,1,12,12,29000,3,male,14,17,24,32,15,32,42,12,13,18,16,85.929,14969,2,2,3,2,3,2,2,2,2,2
2041,1,1,1,12,12,29000,3,male,14,18,19,31,13,23,41,17,13,18,16,72.82,20000,1,1,4,1,4,2,2,2,3,4
2042,1,1,1,16,20,30000,3,female,18,17,24,34,14,47,43,13,24,21,16,91.215,6000,1,1,4,1,4,1,2,4,4,4
2045,1,1,1,13,8,5045,3,male,12,13,13,21,10,27,31,11,15,15,11,56.026,30000,2,2,4,2,4,2,2,4,4,4
2046,1,1,1,13,12,5045,3,female,12,10,10,16,5,27,41,9,6,10,6,27.156,24000,2,2,3,2,3,2,3,3,3,3
2047,1,1,1,12,12,19000,3,male,13,20,19,34,14,37,52,24,14,13,17,73.594,55000,1,1,3,2,3,1,1,3,3,3
2049,1,1,1,12,8,6460,3,female,16,20,29,29,13,42,29,10,24,17,7,88.874,33000,2,2,3,2,3,2,2,3,3,3
2051,0,1,1,12,7,6000,3,male,11,9,9,16,4,26,34,10,3,8,5,6.945,20000,1,1,3,1,3,1,1,3,3,3
2055,1,1,1,12,12,31000,3,male,12,17,29,31,14,34,23,19,11,19,16,68.805,30000,2,2,3,2,3,2,2,3,3,3
2056,1,1,1,12,12,15000,3,male,16,19,19,33,10,37,47,15,14,14,14,57.501,135000,1,1,4,1,4,1,1,4,4,4
2057,1,1,1,12,12,15000,3,female,15,17,11,25,10,25,32,10,7,12,10,31.002,9000,1,1,4,4,4,2,2,2,3,4
2061,0,1,1,11,12,25000,3,female,16,20,29,30,14,48,65,16,19,18,14,88.199,50000,2,2,3,2,3,2,2,3,3,3
2062,1,1,1,11,12,25000,3,female,18,14,17,20,11,47,67,10,10,15,3,39.555,110000,2,2,3,2,3,2,2,3,3,3
2066,0,1,1,10,4,16500,3,female,12,6,10,19,11,18,42,6,7,4,5,27.605,29000,2,1,4,2,4,1,2,4,4,4
2067,1,1,1,12,12,15500,3,male,12,15,24,20,11,28,41,24,13,20,11,43.433,60000,2,2,3,2,3,2,2,3,3,3
2068,1,1,1,15,16,25000,3,female,16,19,18,26,12,40,55,14,18,20,12,55.547,35000,2,1,3,2,4,1,2,4,4,4
2070,1,1,1,12,9,30000,3,female,12,14,9,19,2,43,66,14,8,13,9,13.237,60000,1,1,4,2,3,2,2,4,3,3
2071,1,1,1,12,9,30000,3,female,14,12,24,30,14,44,70,11,19,12,12,88.381,1000,1,1,4,2,4,1,1,3,2,3
2072,1,1,1,12,9,30000,3,female,12,20,30,26,14,48,68,13,22,17,12,89.269,4000,2,2,3,2,3,2,2,3,3,3
2073,1,1,1,12,10,20000,3,female,12,22,26,33,14,45,75,17,21,18,13,85.923,22000,1,1,4,1,4,1,2,1,2,2
2074,1,1,1,12,10,20000,3,female,12,16,20,32,13,46,72,13,22,20,15,77.334,58000,1,1,4,1,1,1,1,4,4,4
2075,1,1,1,10,12,9900,3,male,12,19,28,31,12,40,60,18,19,19,15,59.435,66000,2,2,3,2,3,2,2,2,3,3
2076,1,1,1,10,10,18200,3,female,12,14,19,28,10,38,57,7,8,10,8,30.985,39144,1,1,4,1,4,1,2,1,4,4
2079,1,1,1,12,12,21000,3,female,12,11,11,30,13,22,52,8,7,9,10,38.187,28000,1,1,4,2,4,1,1,4,4,4
2080,1,1,1,11,11,13000,3,male,12,17,26,30,12,44,38,24,17,11,14,59.98,17000,2,2,3,2,3,2,2,1,4,4
2081,0,1,1,7,9,13000,3,male,12,17,24,29,10,34,39,20,14,16,15,51.661,46000,1,1,4,1,4,2,2,3,3,4
2083,0,1,1,12,13,20000,3,female,16,25,29,35,15,49,62,21,19,24,17,94.93,26000,2,2,3,1,3,2,2,2,2,3
2086,1,1,1,12,12,24000,3,male,12,14,18,24,12,27,36,17,14,14,12,39.837,27000,1,1,4,1,4,2,2,2,4,4
2087,0,1,1,12,12,24000,3,male,12,16,20,29,10,32,34,21,14,21,16,48.513,40000,2,2,4,2,4,2,2,3,2,3
2088,1,1,1,12,12,24000,3,female,14,8,23,27,11,49,61,11,21,11,11,56.782,30000,1,1,4,1,4,1,1,4,4,4
2089,0,1,1,12,12,24000,3,male,12,11,9,19,8,37,40,15,8,14,9,20.616,40000,2,2,4,2,4,2,2,4,4,4
2090,0,1,1,12,12,24000,3,male,12,12,12,15,5,32,35,14,9,15,7,22.22,37000,2,2,3,2,3,2,2,3,3,3
2093,0,1,1,12,12,14280,3,male,12,22,21,33,14,32,40,23,15,19,17,69.551,48000,1,1,3,1,3,1,1,3,3,4
2094,1,1,1,10,12,1144,3,female,12,7,5,15,5,23,52,12,8,6,7,7.262,29000,2,1,4,2,3,2,2,3,3,3
2096,1,1,1,12,12,17000,3,male,16,15,18,21,8,44,41,13,13,17,11,32.475,92000,1,1,4,2,4,1,1,4,4,4
2097,0,1,1,12,12,17000,3,male,12,13,23,17,8,49,52,16,11,14,7,34.695,71000,1,1,4,1,4,1,1,4,4,4
2099,1,1,1,12,12,17000,3,female,13,15,15,21,11,38,59,8,6,13,7,35.591,62000,2,2,3,2,3,2,2,3,3,3
2100,1,1,1,12,10,30000,3,male,12,25,30,35,13,44,56,25,24,25,20,89.871,52000,1,1,3,1,4,1,1,4,4,4
2101,1,1,0,12,8,11630,3,male,12,18,29,32,13,40,50,23,22,20,19,81.726,90000,1,1,4,1,4,1,1,4,4,4
2102,1,1,1,12,12,14700,3,female,12,16,10,29,14,38,51,12,9,14,13,41.532,24000,2,2,3,2,3,2,2,3,3,3
2104,0,1,1,12,12,20000,3,female,12,17,24,33,12,48,45,16,18,19,17,68.95,34500,1,1,4,1,4,1,1,4,4,4
2106,1,1,0,12,12,25000,3,male,12,14,24,25,10,45,55,19,15,19,13,37.24,52000,2,2,3,2,3,2,2,3,3,3
2107,1,1,0,12,12,25000,3,male,14,16,28,28,12,49,59,19,24,21,10,73.284,5100,1,1,4,2,4,2,2,3,3,3
2113,1,1,0,10,12,37000,3,male,19,20,30,33,15,49,66,21,23,22,16,96.423,100000,1,1,4,1,4,1,1,4,4,4
2119,1,1,1,12,20,7929,3,female,14,18,25,28,14,42,63,16,18,15,13,60.326,9000,1,1,4,1,4,1,1,4,4,4
2120,1,1,1,12,12,18000,3,female,14,11,12,29,12,38,44,6,10,12,11,51.624,4000,2,2,2,2,2,2,3,2,2,2
2122,1,1,0,10,10,20000,3,male,12,14,13,13,5,3,13,12,3,9,8,9.545,26000,2,2,3,2,3,2,2,3,3,3
2123,1,1,1,12,16,30000,3,female,18,18,17,28,13,37,57,14,16,9,11,60.172,33600,2,2,3,2,3,2,2,3,3,3
2124,1,1,1,12,16,30000,3,female,16,20,20,29,14,35,47,9,19,13,11,84.248,115000,1,1,4,1,4,1,1,4,4,4
2126,0,0,1,12,10,4500,3,female,17,18,24,29,13,50,73,15,16,14,11,72.964,42000,1,1,3,1,4,1,1,3,3,3
2132,1,1,0,11,13,20000,3,female,14,11,23,22,12,43,55,11,12,12,12,55.993,104000,1,1,4,2,4,2,1,3,4,4
