Subject,Arith,Word,Parag,Math,AFQT,Income2005
1971,16,28,7,17,51.182,65000
1975,16,31,15,18,80.742,41000
1976,14,28,15,13,64.089,36000
1977,15,27,5,11,37.901,50000
1978,10,19,8,10,29.377,48000
1985,10,29,14,14,59.974,25000
1986,20,28,13,15,69.903,23000
1988,12,20,8,5,15.656,46000
1990,26,32,12,22,63.26,26000
1992,10,16,9,9,24.185,68000
1994,24,31,15,21,75.484,28000
1995,19,23,9,7,33.083,3000
1996,19,33,12,16,53.612,32000
1998,21,29,11,11,59.463,9724
1999,19,32,11,20,67.772,46000
2002,15,25,12,6,35.088,12000
2003,6,14,6,9,13.023,8000
2005,24,33,12,22,84.088,78000
2007,25,30,14,22,92.051,143000
2010,21,34,14,19,75.4,12000
2011,19,30,14,14,70.191,25000
2012,15,31,10,14,39.888,32000
2013,28,33,14,19,86.555,9200
2014,25,29,11,21,54.184,27000
2018,22,27,14,16,72.231,27640
2020,8,20,9,8,23.806,26000
2024,29,33,14,23,89.508,65000
2027,30,33,15,23,93.336,9000
2029,26,35,15,23,93.935,135000
2030,22,32,14,20,77.209,5500
2031,7,4,4,5,2.044,36000
2032,11,16,8,8,22.171,32000
2033,25,26,13,11,66.318,157117
2034,21,29,13,10,56.852,52000
2035,16,32,14,16,78.055,25000
2037,22,34,15,17,91.541,2700
2038,28,31,15,25,97.36,162919
2040,24,32,15,13,85.929,14969
2041,19,31,13,13,72.82,20000
2042,24,34,14,24,91.215,6000
2045,13,21,10,15,56.026,30000
2046,10,16,5,6,27.156,24000
2047,19,34,14,14,73.594,55000
2049,29,29,13,24,88.874,33000
2051,9,16,4,3,6.945,20000
2055,29,31,14,11,68.805,30000
2056,19,33,10,14,57.501,135000
2057,11,25,10,7,31.002,9000
2061,29,30,14,19,88.199,50000
2062,17,20,11,10,39.555,110000
2066,10,19,11,7,27.605,29000
2067,24,20,11,13,43.433,60000
2068,18,26,12,18,55.547,35000
2070,9,19,2,8,13.237,60000
2071,24,30,14,19,88.381,1000
2072,30,26,14,22,89.269,4000
2073,26,33,14,21,85.923,22000
2074,20,32,13,22,77.334,58000
2075,28,31,12,19,59.435,66000
2076,19,28,10,8,30.985,39144
2079,11,30,13,7,38.187,28000
2080,26,30,12,17,59.98,17000
2081,24,29,10,14,51.661,46000
2083,29,35,15,19,94.93,26000
2086,18,24,12,14,39.837,27000
2087,20,29,10,14,48.513,40000
2088,23,27,11,21,56.782,30000
2089,9,19,8,8,20.616,40000
2090,12,15,5,9,22.22,37000
2093,21,33,14,15,69.551,48000
2094,5,15,5,8,7.262,29000
2096,18,21,8,13,32.475,92000
2097,23,17,8,11,34.695,71000
2099,15,21,11,6,35.591,62000
2100,30,35,13,24,89.871,52000
2101,29,32,13,22,81.726,90000
2102,10,29,14,9,41.532,24000
2104,24,33,12,18,68.95,34500
2106,24,25,10,15,37.24,52000
2107,28,28,12,24,73.284,5100
2113,30,33,15,23,96.423,100000
2119,25,28,14,18,60.326,9000
2120,12,29,12,10,51.624,4000
2122,13,13,5,3,9.545,26000
2123,17,28,13,16,60.172,33600
2124,20,29,14,19,84.248,115000
2126,24,29,13,16,72.964,42000
2132,23,22,12,12,55.993,104000
2133,24,24,11,14,48.488,39400
2134,10,10,7,5,9.566,10000
2135,13,19,2,9,18.212,70000
2136,18,29,14,14,55.103,34500
2138,16,33,12,18,71.84,36000
2140,17,21,8,11,40.889,55000
2144,27,35,15,21,94.079,57000
2145,17,30,15,13,61.172,50000
2146,17,33,13,9,55.691,14000
2147,28,32,13,21,77.202,34000
2148,12,35,13,11,63.751,16557
2152,20,25,13,11,46.721,28000
2153,17,24,10,13,37.209,12000
2156,15,20,14,10,53.265,40500
2157,10,31,13,8,37.901,24000
2158,20,34,14,13,63.872,3600
2159,17,34,14,13,66.343,70000
2163,12,29,10,12,28.73,60000
2164,13,30,14,12,64.628,69000
2165,9,27,12,7,26.635,12000
2167,14,21,11,13,31.225,48000
2168,26,34,14,20,88.021,57600
2169,19,30,14,16,68.018,57000
2172,18,22,11,7,35.637,63000
2173,19,33,11,14,61.735,52000
2178,20,29,14,11,72.005,44000
2180,18,23,13,11,45.257,40000
2182,23,32,14,11,75.725,65000
2187,15,28,8,13,36.06,90000
2188,13,19,7,3,17.457,36000
2190,10,24,12,5,22.95,18000
2194,12,15,7,2,13.425,30000
2196,15,32,13,6,42.225,5280
2200,28,32,14,24,96.691,65000
2201,13,28,13,10,36.411,32000
2202,25,30,12,24,81.08,35000
2203,17,24,6,9,26.932,22500
2204,24,30,12,13,61.699,26074
2205,22,24,9,19,53.188,52000
2207,24,31,12,11,70.593,30000
2208,15,20,10,4,23.7,25000
2209,11,19,6,8,18.385,36000
2214,11,23,12,8,34.895,11000
2216,25,24,12,10,49.406,43000
2218,22,28,11,9,63.184,70000
2220,29,35,15,24,97.867,82000
2222,30,34,14,24,92.442,46000
2223,16,26,12,9,39.914,55000
2224,11,16,7,6,17.081,5000
2225,9,18,7,9,16.597,56000
2227,16,19,9,15,36.775,28263
2229,19,29,14,12,64.933,33000
2230,23,31,13,22,88.797,40000
2237,27,32,15,22,92.195,64000
2243,24,32,12,19,68.307,30000
2247,27,26,14,14,68.218,58000
2250,7,11,3,9,9.393,20000
2251,8,12,6,7,6.124,7225
2254,5,16,3,6,5.171,30000
2255,14,13,6,7,16.2,45000
2261,12,7,5,3,7.878,32000
2264,15,21,13,12,42.749,13000
2265,10,22,7,8,20.49,15000
2266,7,16,1,7,5.007,15000
2270,11,15,9,9,21.855,15000
2271,8,17,12,6,18.606,13000
2278,30,30,12,25,77.514,49000
2284,28,33,15,25,95.913,50000
2285,25,33,14,17,72.013,55000
2286,26,31,14,22,96.655,26000
2291,30,31,14,25,95.949,60200
2299,30,35,14,24,97.706,47000
2301,25,32,14,24,86.817,71500
2302,30,32,11,24,80.788,112000
2304,17,29,13,6,38.541,50000
2313,15,32,12,10,49.802,25000
2314,25,30,11,21,61.328,50000
2316,7,19,7,11,24.702,30000
2318,22,34,12,11,61.993,43000
2322,20,28,15,12,63.353,46000
2323,17,17,10,12,39.111,100000
2324,20,30,13,17,65.301,102000
2326,7,28,8,9,28.79,44000
2327,11,33,13,16,65.774,26000
2328,20,35,14,20,86.148,31000
2329,21,33,15,12,69.687,40000
2332,25,35,12,15,71.851,26524
2333,17,28,14,14,53.448,85000
2334,16,25,8,7,29.171,37500
2337,25,31,13,15,74.637,35650
2339,30,35,15,22,98.849,235236
2341,29,27,14,19,78.245,68000
2344,5,22,7,5,9.97,44000
2348,7,11,3,6,2.093,14560
2360,13,23,13,13,43.07,18500
2361,10,7,4,4,3.283,99000
2372,24,34,15,20,93.923,65000
2375,14,32,13,10,55.494,80000
2376,24,27,12,17,71.019,60000
2380,27,29,14,13,73.886,22000
2382,15,22,15,6,44.078,40000
2383,21,19,10,13,45.054,8500
2385,26,29,10,22,65.8,62000
2386,28,20,12,21,57.65,68000
2394,25,34,15,7,75.648,60000
2396,11,12,3,7,6.227,13986
2398,9,21,11,9,24.581,32000
2400,23,33,14,19,83.187,24024
2401,18,27,8,8,26.892,48000
2403,12,7,8,1,9.333,18000
2404,18,27,11,13,34.726,28800
2410,14,21,13,9,41.414,13000
2412,14,14,10,12,35.114,15000
2413,5,28,9,8,14.248,40000
2415,28,32,13,22,87.508,55000
2417,19,21,9,6,23.088,42500
2418,16,25,13,6,34.796,35000
2419,14,11,7,9,24.569,55000
2420,15,23,4,12,32.849,7500
2425,6,11,5,8,7.627,35000
2426,14,16,12,10,32.946,8200
2427,21,21,8,12,47.464,75000
2434,23,33,13,10,62.347,20000
2435,28,33,13,20,89.248,35000
2436,18,18,13,11,44.875,78000
2437,24,27,15,21,79.569,125000
2438,26,34,13,23,88.511,90000
2439,27,28,12,15,68.273,32000
2442,19,31,12,13,45.63,79000
2443,21,25,13,8,56.491,36000
2444,13,28,13,13,55.573,50000
2447,16,33,11,14,48.144,37770
2450,18,24,12,9,39.399,14750
2451,27,27,12,17,57.518,23100
2452,11,30,12,9,41.091,30000
2459,16,22,6,8,26.828,4560
2460,19,29,9,11,38.338,10875
2461,13,25,15,16,62.172,61000
2462,10,24,12,11,32.803,18420
2464,29,35,13,18,84.734,185950
2466,13,14,7,8,19.489,22000
2470,21,27,13,16,67.455,46500
2471,5,14,9,14,38.305,20000
2473,24,33,15,22,97.301,42000
2474,30,33,13,21,84.254,10574
2475,21,28,13,18,74.784,56000
2477,13,31,14,18,75.661,33000
2478,18,26,12,12,37.129,20376
2479,18,29,13,18,69.48,25000
2483,8,28,7,10,21.622,29000
2485,15,24,4,6,25.739,18000
2489,25,27,11,23,57.85,30000
2494,30,28,14,22,79.94,72000
2523,27,35,14,21,90.558,48000
2526,22,22,12,15,58.333,80000
2527,9,16,5,3,9.203,60000
2528,8,10,8,9,13.091,6000
2529,14,16,9,9,28.439,5000
2530,7,17,11,4,18.716,27000
2535,15,22,10,8,24.83,41000
2537,19,25,6,15,35.987,13100
2539,13,22,10,11,29.224,38000
2540,12,23,9,10,30.17,25000
2541,27,35,15,25,98.399,70000
2542,18,31,13,10,62.877,12800
2544,16,26,11,12,38.63,98000
2545,26,28,14,19,75.455,103000
2547,13,25,10,8,42.818,52000
2549,28,35,13,25,92.726,38000
2550,26,27,12,22,65.344,36660
2551,30,34,15,25,99.523,39500
2552,26,33,13,18,86.171,33500
2553,24,30,13,18,72.096,39800
2556,24,29,13,18,70.61,19000
2557,27,31,15,22,93.207,96000
2558,18,33,12,23,74.219,61000
2559,18,33,13,11,71.891,49000
2564,18,28,9,12,30.568,16000
2565,30,33,15,24,97.161,44000
2566,20,34,15,10,74.666,32000
2568,29,32,13,24,76.751,25000
2569,28,32,14,22,88.401,24000
2570,27,32,11,18,75.897,15300
2572,24,26,12,20,66.774,70500
2574,15,28,11,9,37.594,32000
2578,8,21,7,3,7.222,22000
2579,26,35,15,23,98.327,26350
2582,16,8,5,12,20.223,34000
2584,9,8,6,8,10.007,44000
2585,16,30,12,13,51.366,56000
2587,9,10,4,6,6.212,25500
2588,27,35,15,25,97.318,70000
2589,28,31,14,25,94.663,125000
2590,23,34,14,22,87.121,60000
2591,20,28,11,22,66.724,34000
2592,12,29,11,10,43.541,22800
2594,17,28,9,10,34.866,62000
2602,22,28,12,13,73.986,37000
2603,23,28,15,21,86.396,41000
2606,25,31,13,23,78.782,51000
2607,29,33,15,19,90.608,35000
2610,30,32,13,18,81.963,25000
2613,29,31,14,16,75.03,40000
2614,17,16,9,7,23.741,50000
2615,17,33,12,19,76.118,17000
2616,26,32,12,15,56.648,95000
2620,22,30,14,18,67.777,59500
2622,22,34,14,20,93.856,33000
2626,21,32,12,17,63.94,38000
2628,26,34,12,20,77.623,8000
2629,20,29,13,11,58.878,39264
2630,23,29,13,17,74.682,70000
2633,30,33,15,25,99.581,92000
2636,22,23,12,20,58.714,40500
2637,30,34,14,21,91.219,48000
2642,30,31,14,21,94.6,68000
2646,18,34,15,15,74.779,90000
2647,18,28,10,19,47.616,220904
2649,28,34,15,25,98.587,37000
2650,20,29,13,14,57.532,15000
2651,9,29,11,10,44.873,3983
2652,13,22,10,10,53.648,31658
2653,7,10,5,6,4.107,20000
2654,7,23,5,9,17.893,20000
2655,7,14,6,5,7.355,5300
2658,10,10,4,5,4.014,8000
2659,10,6,6,9,13.369,2000
2661,8,22,1,4,7.37,18674
2665,10,23,9,7,21.392,24000
2666,6,10,4,5,1.722,13700
2669,10,16,8,2,8.169,5000
2670,10,21,12,10,30.126,23500
2672,9,21,10,7,13.722,11000
2675,12,9,8,7,16.569,17000
2676,7,11,4,5,2.64,27000
2677,11,28,10,7,30.421,22000
2679,14,32,12,8,50.68,3890
2682,10,14,0,2,5.464,12000
2683,6,13,4,5,1.949,30000
2684,27,34,12,20,78.514,40000
2685,30,34,12,24,87.232,58000
2688,21,33,13,21,74.478,32000
2689,15,21,12,10,38.206,30000
2690,13,20,11,10,34.223,28000
2694,20,31,13,13,57.714,25000
2695,23,22,12,21,63.262,80000
2696,16,20,10,14,47.892,46000
2698,7,9,3,6,2.09,6000
2699,8,11,6,7,7.961,8000
2701,13,22,9,12,25.652,88000
2702,25,30,14,23,73.187,91500
2703,18,27,11,20,56.056,125000
2705,7,8,5,3,1.93,14000
2706,8,15,6,15,22.776,36500
2707,6,12,6,9,12.32,24000
2708,12,17,5,7,13.404,25000
2709,15,20,9,11,34.134,16257
2710,7,14,5,6,6.748,26000
2711,20,25,8,8,31.136,30620
2714,29,32,14,24,90.519,45000
2716,9,12,6,7,10.747,35000
2723,5,28,11,12,34.081,62000
2724,29,31,11,19,79.723,167252
2725,27,35,13,22,92.116,26000
2727,15,28,13,18,67.905,30500
2728,20,28,14,11,59.815,50000
2729,22,30,14,8,52.886,7000
2730,14,23,6,7,19.73,10000
2732,19,22,13,12,55.89,33955
2736,24,21,12,18,62.998,27000
2744,14,28,12,11,37.729,4000
2745,28,28,11,13,52.01,28000
2746,16,21,10,11,31.161,30000
2747,10,17,8,8,13.768,9984
2748,8,14,3,9,8.081,25000
2760,17,24,11,10,51.839,26000
2765,13,28,10,12,46.116,72000
2767,5,13,9,5,8.889,33000
2770,20,23,13,22,62.129,57000
2771,14,25,9,8,30.365,10000
2772,9,17,6,7,16.598,21000
2773,13,24,8,15,31.63,34000
2774,26,34,12,22,68.644,60000
2775,23,32,13,16,76.999,19500
2780,7,9,3,7,10.37,32000
2781,20,30,13,11,56.208,18000
2797,7,12,3,7,4.598,50000
2800,29,35,14,24,98.512,35000
2803,11,24,8,4,18.985,58000
2804,8,18,11,14,32.049,52000
2809,27,31,13,24,86.026,15000
2810,15,25,13,13,49.671,8000
2811,10,23,6,8,24.308,25000
2813,29,30,15,23,86.52,75000
2815,19,19,13,13,53.908,35000
2816,8,22,5,8,13.683,82000
2823,22,33,12,14,62.369,50000
2829,8,12,4,5,4.517,32000
2830,22,30,14,9,72.247,19000
2832,14,28,10,10,47.307,48000
2838,30,34,13,23,95.237,69500
2839,28,32,10,25,73.761,71000
2840,24,32,14,24,95.131,88000
2841,29,35,14,23,96.898,50000
2842,24,35,14,16,87.04,94000
2845,30,35,14,25,100,70000
2847,29,34,15,24,99.445,48000
2848,28,34,15,24,97.137,19285
2851,30,35,13,23,96.763,357310
2852,14,29,9,12,33.73,33000
2856,23,33,11,11,56.854,16000
2858,25,31,13,22,84.767,56000
2861,30,35,14,25,97.983,124000
2863,6,25,10,18,41.306,40000
2864,16,25,12,8,32.795,22000
2866,20,31,11,9,57.774,120000
2867,14,20,9,10,27.951,10000
2868,26,22,13,18,56.211,74000
2870,30,27,13,20,74.671,126000
2871,23,20,11,17,56.887,80000
2877,27,35,14,17,84.187,45000
2894,25,34,15,23,94.588,166924
2895,14,27,13,14,81.941,194031
2896,29,33,13,24,85.579,162733
2899,14,27,13,16,62.044,30000
2900,30,33,15,24,98.481,500
2902,30,35,14,23,98.731,33000
2906,25,34,12,24,84.155,85000
2910,25,28,15,25,93.168,35000
2911,9,11,5,1,4.106,2000
2912,9,22,12,12,36.386,15000
2913,11,15,5,7,12.978,42000
2920,18,27,11,15,52.232,75000
2921,15,26,8,10,39.227,60000
2928,27,34,14,24,96.193,10088
2929,26,35,15,12,84.197,46000
2930,25,20,15,19,70.097,32000
2936,15,34,13,20,70.882,40000
2939,29,34,15,23,98.472,65000
2941,30,33,12,24,92.533,180621
2942,6,16,8,9,18.324,10372
2944,19,28,13,10,64.365,32000
2946,25,29,13,23,85.937,62000
2948,25,33,13,18,79.666,12500
2949,15,33,12,19,52.547,20000
2950,18,33,13,21,81.036,93000
2952,14,25,13,11,54.754,35000
2953,15,29,8,11,33.606,85000
2957,27,27,13,23,80.16,35000
2959,28,18,14,25,77.435,110000
2961,24,29,15,19,78.001,68000
2962,20,26,11,25,59.686,140000
2971,4,5,5,6,2.081,2100
2974,15,18,7,10,31.213,89000
2975,25,34,14,25,95.172,42000
2976,24,26,14,12,68.2,53000
2977,21,18,9,11,40.065,40000
2978,17,30,11,8,36.622,9000
2980,30,35,14,25,98.312,170
2981,18,23,10,19,53,18300
2984,30,33,15,24,96.417,359118
2985,30,28,14,21,90.461,100000
2988,24,34,13,18,78.044,100000
2990,20,27,14,20,74.992,5000
2991,18,28,11,17,60.487,45000
2994,21,34,12,11,64.927,97200
2995,10,28,13,9,28.057,24000
2996,24,35,11,18,68.855,60000
2997,25,31,11,18,56.956,74000
2998,18,33,12,22,65.906,42000
3016,27,31,14,22,79.756,85000
3019,16,30,14,12,63.843,85000
3020,11,28,11,12,47.078,10800
3023,15,26,10,10,35.837,30000
3024,12,18,5,17,27.309,85000
3025,29,34,15,22,94.201,1500
3030,7,15,4,9,9.639,28500
3033,24,34,13,20,75.947,150000
3035,20,29,12,22,71.321,30000
3036,30,34,14,13,84.533,52000
3037,24,32,13,17,72.993,72000
3039,27,31,12,14,71.201,65000
3041,28,35,15,18,92.464,12000
3046,11,11,10,7,13.119,30000
3047,16,24,11,10,35.153,7200
3050,5,19,5,4,3.838,60000
3051,17,22,12,9,42.04,17000
3054,11,31,10,6,29.399,15000
3055,11,20,4,8,18.999,30000
3057,7,26,13,4,19.496,18000
3058,16,29,10,13,49.827,77000
3062,28,34,13,25,82.256,282588
3065,7,17,7,7,10.181,25000
3077,16,18,11,2,16.973,70000
3079,24,32,11,16,55.687,30000
3081,16,31,11,16,63.437,37000
3082,15,25,10,11,58.906,25000
3084,29,31,14,23,89.903,183223
3085,24,33,13,23,87.496,25000
3089,30,34,13,25,93.403,13000
3090,24,30,12,20,73.371,31600
3091,16,22,8,9,39.958,41000
3094,8,23,11,6,14.147,2200
3095,14,27,14,8,42.733,18000
3100,11,30,11,7,27.065,50000
3107,17,25,11,17,65.348,22000
3109,28,35,15,24,98.588,58000
3111,29,28,15,15,80.097,43000
3112,18,26,10,12,44.232,105000
3113,18,23,11,13,40.008,40000
3117,17,33,13,13,64.261,87000
3118,10,22,11,9,35.994,28000
3120,9,25,13,5,34.968,1200
3127,12,15,9,7,16.094,22000
3134,8,29,8,10,21.288,6000
3137,28,31,14,22,85.855,120000
3138,14,26,13,12,37.729,50000
3140,15,31,13,13,52.478,73000
3141,29,35,14,18,94.082,80000
3142,29,35,15,24,100,106000
3143,20,23,11,20,50.223,53000
3145,25,32,13,22,80.71,5000
3146,15,34,14,17,74.184,62000
3150,29,35,12,24,85.289,138000
3151,10,25,11,13,39.186,47000
3153,22,28,15,21,79.758,151083
3154,29,35,13,22,87.711,10000
3157,12,27,10,19,56.562,60000
3159,24,32,12,13,69.35,40000
3161,9,23,13,15,49.448,30000
3163,12,28,13,8,35.413,34000
3168,29,34,14,25,90.399,115000
3170,30,35,15,23,98.699,268323
3171,30,35,14,24,96.789,152840
3173,29,35,14,24,96.915,125000
3177,9,14,8,9,15.835,55000
3192,8,33,12,6,31.785,28000
3194,11,25,9,10,25.518,40000
3195,28,26,12,21,59.617,48000
3196,22,29,11,23,66.428,72000
3197,10,29,13,10,43.955,31500
3198,18,32,13,19,69.661,53600
3199,14,17,6,7,16.749,29500
3201,27,33,13,23,88.518,32000
3205,16,34,13,23,83.732,90000
3208,28,32,15,23,92.189,135000
3215,20,34,14,9,68.957,40000
3218,14,33,12,9,50.82,6000
3219,24,27,11,21,60.974,72000
3221,19,29,15,22,87.803,67000
3224,27,35,11,23,77.251,130000
3225,19,31,15,22,81.344,6700
3230,7,17,5,4,8.961,80000
3231,22,31,9,12,61.426,41600
3232,27,30,10,10,45.018,27000
3234,22,33,13,13,64.311,30000
3235,26,29,14,15,74.936,26000
3236,18,28,14,11,69.055,3000
3237,18,27,11,15,45.032,42000
3238,18,35,15,23,85.024,28000
3239,13,32,13,18,63.447,30000
3240,29,33,15,22,96.819,46000
3242,18,30,12,12,55.896,9000
3243,22,32,12,21,58.532,50000
3244,19,29,14,21,82.18,24000
3246,20,26,10,10,38.573,49400
3249,15,33,11,18,56.14,25000
3250,29,35,15,24,99.453,12000
3252,13,17,11,9,28.527,29000
3254,19,22,14,15,67.565,26800
3256,27,35,15,25,97.873,80000
3257,29,32,15,25,98.634,75000
3263,29,35,14,23,96.452,89000
3266,13,30,11,12,44.505,250
3267,24,32,13,20,78.896,23000
3269,16,23,13,17,47.051,17000
3273,8,11,5,10,10.456,24000
3277,23,34,15,17,84.126,60000
3278,23,34,11,20,60.446,147
3281,17,30,11,16,55.405,37000
3282,15,22,9,11,33.772,52000
3284,13,32,13,6,50.333,113000
3285,13,18,5,5,14.453,30000
3287,17,16,10,13,39.989,1800
3289,28,35,14,22,94.381,140000
3290,28,34,14,22,93.795,150000
3303,30,32,15,25,94.269,18000
3307,10,16,6,13,21.33,20000
3308,9,14,7,11,20.264,20000
3309,25,35,14,25,92.951,54000
3310,11,15,11,9,27.814,32000
3311,15,14,7,9,18.024,25000
3312,7,19,6,6,6.887,24000
3319,10,8,5,10,15.354,6000
3321,11,7,3,5,12.579,21000
3324,22,10,2,15,30.357,96000
3325,8,15,6,4,4.022,300
3329,27,29,11,17,70.007,45000
3330,12,18,7,7,21.713,145000
3331,12,24,8,8,18.388,32000
3337,28,32,14,17,89.081,89000
3338,26,34,14,21,89.463,2000
3341,12,31,12,6,38.607,39000
3343,11,21,9,4,24.527,19968
3346,11,17,4,8,19.847,58000
3347,17,33,11,11,35.431,40000
3350,19,26,9,20,59.694,10000
3352,22,29,13,22,76.359,1200
3353,13,17,7,6,16.881,44000
3354,17,25,9,11,32.157,10000
3355,24,31,12,18,62.443,50000
3356,17,27,12,7,43.776,2000
3357,23,24,10,10,63.141,150490
3359,28,32,12,18,72.763,45000
3360,16,27,11,18,67.272,32000
3361,21,29,14,16,75.092,703637
3374,19,23,12,14,51.063,68000
3375,10,33,15,6,48.318,50000
3376,20,34,13,12,74.979,73000
3378,21,24,15,15,58.958,8220
3379,29,26,12,25,81.031,99000
3380,26,35,14,22,90.763,900
3381,28,29,13,23,79.141,125000
3387,21,33,11,19,65.907,45000
3389,30,32,12,19,72.59,60000
3390,30,32,12,23,80.348,80000
3391,30,35,15,25,100,30824
3392,11,30,11,10,33.465,45000
3393,7,26,7,9,27.639,25000
3394,18,30,14,15,65.826,85000
3397,14,22,11,17,48.483,13000
3401,12,27,13,6,35.316,32000
3403,16,31,13,9,52.847,120000
3405,28,31,13,22,95.206,43500
3406,19,33,14,18,87.896,38500
3410,25,30,13,20,73.196,65000
3413,29,32,13,22,73.678,36000
3417,13,26,9,11,41.461,8000
3418,13,20,12,11,46.63,46000
3420,25,33,12,24,76.206,72000
3421,17,33,15,13,77.549,105000
3422,22,26,13,21,75.246,2000
3423,27,34,13,23,89.754,27000
3424,26,34,14,22,86.745,33000
3425,26,31,11,19,79.069,77000
3429,30,35,13,21,84.702,200
3431,30,35,14,25,100,171428
3432,29,34,14,23,92.486,24626
3433,30,32,12,20,68.906,4000
3436,0,0,0,0,0,8000
3438,0,0,0,0,0,14000
3440,14,16,6,6,12.346,61000
3444,8,22,10,12,25.156,19200
3452,21,21,10,11,44.827,20000
3455,24,30,12,17,63.061,61200
3456,13,26,13,9,39.194,10000
3457,12,18,6,6,14.135,26000
3458,11,20,11,6,25.83,28000
3463,17,25,14,12,63.241,57000
3464,27,34,14,24,96.279,96000
3465,26,30,13,19,82.154,35000
3466,20,32,14,19,88.224,60000
3467,11,34,13,6,43.428,17000
3468,28,34,15,23,94.705,72000
3471,8,22,8,10,18.838,40000
3475,8,17,8,9,18.263,26000
3477,14,35,12,13,63.21,18520
3479,17,23,6,11,39.476,80000
3481,22,34,11,17,65.371,47000
3482,13,20,6,7,14.447,65000
3487,16,23,9,12,34.632,39000
3491,14,19,9,8,21.083,13000
3492,18,28,13,14,66.416,47000
3493,24,31,12,12,56.788,40000
3494,23,30,12,12,51.167,87000
3495,20,26,11,13,36.121,80000
3496,20,31,14,13,63.829,24600
3497,26,32,13,22,91.675,77000
3502,19,28,12,10,43.096,41000
3503,26,31,13,12,56.814,88000
3505,17,32,13,11,56.313,67000
3506,22,34,14,18,79.063,18000
3508,7,24,6,10,21.706,18000
3511,20,34,13,19,81.893,16000
3513,10,26,8,7,18.312,27000
3514,19,33,13,15,74.184,24000
3515,29,34,15,24,99.396,97000
3521,15,25,10,12,40.802,44000
3522,10,16,3,7,13.607,500
3524,10,25,11,6,27.02,52000
3527,21,29,12,15,58.406,3800
3530,28,33,15,23,95.493,62000
3531,23,33,13,18,65.807,11000
3533,26,31,14,24,85.393,135000
3535,28,33,15,22,92.404,82376
3537,12,31,13,12,38.672,26000
3538,23,33,12,19,67.319,33900
3540,11,29,10,11,36.551,37000
3543,15,17,6,10,29.695,18000
3544,6,12,8,6,5.665,3200
3545,10,26,11,10,40.382,31000
3546,16,26,10,14,55.054,65000
3547,15,24,11,15,40.401,35000
3548,10,17,7,10,23.819,40000
3549,11,24,11,8,29.121,1500
3550,28,25,12,16,62.616,25000
3551,27,34,14,23,95.741,65000
3552,21,31,12,21,83.704,38000
3553,29,24,14,20,78.494,55000
3554,24,14,13,20,65.232,38000
3558,21,24,14,18,72.743,96000
3559,26,35,13,18,83.662,60000
3561,9,11,0,7,4.231,42000
3562,12,15,8,9,16.231,5000
3563,23,9,5,9,25.734,34000
3565,25,31,14,23,84.823,36000
3567,28,26,13,19,62.489,2760
3569,7,22,10,3,19.175,42000
3570,9,13,4,4,4.347,56000
3572,8,15,11,5,18.677,14000
3574,29,35,14,25,98.092,47000
3575,19,28,8,9,28.797,56000
3579,23,28,12,12,42.908,45000
3580,22,31,15,16,75.229,36000
3581,17,33,13,13,55.513,129000
3582,24,32,13,21,77.911,150000
3583,30,34,15,25,99.022,100000
3584,11,23,10,5,18.188,16000
3585,30,33,14,25,94.65,159168
3587,22,34,14,19,76.091,43000
3588,7,34,13,24,71.155,60000
3589,24,28,11,14,51.56,50987
3591,26,28,14,17,77.562,4471
3592,24,23,12,18,61.802,56000
3597,18,33,11,19,54.584,7000
3600,27,29,12,22,57.648,60000
3601,26,30,12,22,79.229,40000
3606,13,32,13,11,57.872,35000
3607,10,31,10,12,32.823,16000
3608,30,33,13,24,90.06,69000
3609,13,34,12,13,50.181,39000
3610,11,27,9,7,18.919,7900
3611,19,25,11,16,45.548,15000
3614,28,34,14,22,91.863,10180
3616,25,35,14,21,91.974,35000
3617,28,32,13,23,78.008,89000
3619,27,29,14,24,88.649,32500
3620,21,27,10,10,38.967,32000
3623,30,33,13,25,92.432,35000
3625,24,33,14,22,92.207,26000
3628,24,31,13,13,50.492,189210
3640,7,12,2,5,1.107,21000
3641,20,27,11,13,44.391,51000
3643,15,20,7,9,33.724,38000
3649,7,14,5,7,12.016,29400
3650,16,26,10,10,33.934,32000
3651,23,27,12,12,50.502,65000
3657,7,16,5,7,8.601,38000
3660,5,9,4,8,6.285,23400
3661,13,26,12,10,38.955,4500
3664,30,33,12,24,78.053,68000
3666,27,33,13,22,89.195,36000
3667,23,33,13,14,76.656,6360
3669,28,33,13,22,93.677,10000
3676,29,31,14,25,90.283,74000
3677,23,33,14,25,90.778,60000
3679,16,26,14,18,67.885,85000
3686,25,30,14,16,76.418,69000
3690,29,33,14,25,97.84,138000
3693,14,23,10,8,33.068,30000
3694,20,27,11,13,40.937,56000
3697,15,14,6,7,23.181,5000
3699,8,18,8,8,11.84,20477
3705,22,30,15,11,71.213,45000
3706,20,31,11,14,37.08,42000
3708,28,32,13,22,87.553,144000
3709,14,29,14,12,57.749,30000
3714,24,33,12,13,64.857,25000
3718,18,22,11,12,47.308,28013
3719,14,25,8,13,29.347,29000
3721,26,35,14,14,83.258,52000
3722,15,31,12,11,53.708,55000
3723,17,28,10,12,45.716,16000
3725,22,21,11,19,40.026,23000
3730,30,33,13,23,87.574,25275
3732,29,35,14,23,99.473,36000
3734,19,31,14,20,83.973,30000
3735,18,24,13,14,59.053,60000
3736,19,32,14,15,69.238,49000
